segment_id,booking_id,flight_number,origin_airport,destination_airport,scheduled_departure,actual_departure,status
1707,BKG00003187,GA584,BDO,BKK,2025-06-26 04:41:04,2025-06-26 05:52:04,Flown
1708,BKG00008381,GA959,HKG,SIN,2025-06-07 09:08:29,2025-06-07 11:15:29,Flown
1709,BKG00010403,GA144,NRT,PLM,2024-03-28 21:16:01,2024-03-28 23:17:01,Flown
1710,BKG00009411,GA662,BDO,SUB,2024-09-25 20:59:56,2024-09-25 21:15:56,No-Show
1711,BKG00007298,GA392,DXB,KUL,2024-11-08 01:45:56,2024-11-08 03:56:56,Flown
1712,BKG00012964,GA285,NRT,SIN,2024-11-14 09:55:57,2024-11-14 10:34:57,Flown
1713,BKG00012530,GA430,HKG,SIN,2025-03-10 16:06:15,2025-03-10 18:06:15,Flown
1714,BKG00011170,GA573,SIN,UPG,2024-05-20 18:58:22,2024-05-20 20:50:22,Flown
1715,BKG00013023,GA450,CGK,BKK,2025-01-05 21:29:16,2025-01-06 00:02:16,Flown
1716,BKG00010975,GA295,KUL,SYD,2025-10-27 15:18:28,2025-10-27 17:17:28,Flown
1717,BKG00004647,GA870,SYD,BDO,2024-04-13 10:08:15,2024-04-13 11:44:15,No-Show
1718,BKG00011568,GA473,MDC,DPS,2024-06-27 03:03:50,2024-06-27 04:52:50,Flown
1719,BKG00006977,GA472,SUB,SYD,2025-06-10 18:35:26,2025-06-10 19:47:26,Flown
1720,BKG00010526,GA452,SIN,CGK,2025-10-29 15:26:48,2025-10-29 15:37:48,Flown
1721,BKG00006570,GA874,PLM,DPS,2026-04-06 21:26:08,2026-04-06 22:55:08,Flown
1722,BKG00000932,GA941,KUL,SUB,2024-07-11 12:20:46,2024-07-11 14:28:46,Flown
1723,BKG00002449,GA127,SIN,LHR,2024-06-17 05:09:10,2024-06-17 07:29:10,Flown
1724,BKG00003903,GA936,BDO,UPG,2023-08-11 02:21:36,2023-08-11 03:52:36,Flown
1725,BKG00011687,GA518,NRT,LHR,2026-05-21 10:48:33,2026-05-21 11:49:33,Flown
1726,BKG00005064,GA677,HKG,PLM,2024-03-22 13:01:58,2024-03-22 15:33:58,Flown
1727,BKG00007944,GA442,LHR,DPS,2024-04-08 16:42:38,2024-04-08 17:33:38,Flown
1728,BKG00008442,GA633,LHR,KUL,2024-06-07 06:42:56,2024-06-07 07:25:56,Flown
1729,BKG00010714,GA191,SYD,MDC,2025-03-04 16:25:40,2025-03-04 17:13:40,Flown
1730,BKG00005860,GA971,MDC,NRT,2025-04-29 09:17:54,2025-04-29 09:46:54,Flown
1731,BKG00002697,GA613,BDO,HKG,2023-07-27 09:16:45,2023-07-27 12:01:45,Flown
1732,BKG00000131,GA926,HKG,DPS,2024-02-12 11:38:15,2024-02-12 14:38:15,Flown
1733,BKG00004239,GA611,PLM,BDO,2025-01-12 13:53:51,2025-01-12 14:36:51,Flown
1734,BKG00000573,GA681,DXB,NRT,2023-10-31 01:04:10,2023-10-31 01:16:10,Flown
1735,BKG00001351,GA100,DPS,DXB,2026-05-16 05:16:33,2026-05-16 07:23:33,Flown
1736,BKG00006541,GA519,MDC,DPS,2024-04-03 15:46:59,2024-04-03 17:23:59,Flown
1737,BKG00008326,GA834,SIN,BKK,2025-07-09 06:45:43,2025-07-09 06:38:43,Flown
1738,BKG00005054,GA810,PLM,LHR,2025-01-28 18:48:45,2025-01-28 19:43:45,Flown
1739,BKG00006415,GA247,NRT,BKK,2023-09-08 16:25:29,2023-09-08 16:32:29,No-Show
1740,BKG00005664,GA103,NRT,SIN,2023-08-29 18:55:53,2023-08-29 20:30:53,Flown
1741,BKG00012525,GA265,NRT,BKK,2024-05-07 18:03:08,2024-05-07 19:08:08,Flown
1742,BKG00002181,GA932,SYD,SUB,2024-10-06 05:36:28,2024-10-06 06:05:28,Flown
1743,BKG00006037,GA307,SUB,PLM,2024-03-04 00:32:57,2024-03-04 01:13:57,Flown
1744,BKG00001197,GA706,BKK,DPS,2024-03-13 13:02:08,2024-03-13 14:55:08,Flown
1745,BKG00014878,GA219,PLM,SYD,2026-01-22 20:34:37,2026-01-22 22:04:37,Flown
1746,BKG00012327,GA905,UPG,DPS,2024-04-23 08:29:17,2024-04-23 10:54:17,Flown
1747,BKG00013438,GA785,KUL,CGK,2023-09-29 09:55:48,2023-09-29 10:13:48,Flown
1748,BKG00000729,GA218,SYD,SIN,2025-12-15 00:02:17,2025-12-15 02:46:17,Flown
1749,BKG00006493,GA120,SYD,UPG,2023-06-11 05:34:39,2023-06-11 06:42:39,Flown
1750,BKG00004348,GA688,UPG,BKK,2025-06-30 21:43:35,2025-06-30 23:09:35,Flown
1751,BKG00007468,GA660,NRT,BDO,2026-05-18 09:59:42,2026-05-18 09:51:42,Flown
1752,BKG00002164,GA309,DXB,MDC,2024-02-17 16:58:26,2024-02-17 17:12:26,Flown
1753,BKG00003708,GA379,LHR,BDO,2025-11-29 08:13:29,2025-11-29 10:57:29,Flown
1754,BKG00013714,GA601,PLM,DPS,2025-05-21 22:49:33,2025-05-21 23:05:33,Flown
1755,BKG00003626,GA563,HKG,CGK,2023-05-26 19:57:45,2023-05-26 22:30:45,Flown
1756,BKG00004591,GA674,UPG,SUB,2023-11-23 16:53:45,2023-11-23 18:20:45,Flown
1757,BKG00008655,GA801,PLM,SYD,2023-07-15 02:52:54,2023-07-15 04:20:54,Flown
1758,BKG00011766,GA564,DPS,UPG,2024-06-16 05:00:06,2024-06-16 07:26:06,Flown
1759,BKG00002141,GA555,DXB,MDC,2026-03-22 16:28:00,2026-03-22 19:03:00,Flown
1760,BKG00004750,GA812,CGK,MDC,2024-05-26 13:46:23,2024-05-26 15:50:23,Flown
1761,BKG00003530,GA468,LHR,SYD,2025-08-01 01:48:03,2025-08-01 03:23:03,Flown
1762,BKG00000276,GA169,BDO,NRT,2025-10-23 05:37:27,2025-10-23 08:17:27,Flown
1763,BKG00013150,GA680,HKG,BKK,2024-09-09 21:11:08,2024-09-09 23:52:08,Flown
1764,BKG00011713,GA703,UPG,NRT,2025-09-23 04:29:53,2025-09-23 06:50:53,Flown
1765,BKG00009449,GA474,BDO,MDC,2023-06-29 21:53:56,2023-06-29 23:09:56,Flown
1766,BKG00006352,GA473,CGK,DPS,2024-05-29 20:06:00,2024-05-29 22:22:00,Flown
1767,BKG00005518,GA910,NRT,SIN,2025-06-02 08:50:10,2025-06-02 08:54:10,No-Show
1768,BKG00005912,GA794,LHR,UPG,2024-03-25 13:24:11,2024-03-25 14:19:11,Flown
1769,BKG00005129,GA251,BKK,SUB,2025-02-06 23:04:31,2025-02-07 00:00:31,Flown
1770,BKG00000616,GA755,SUB,CGK,2023-09-05 13:51:04,2023-09-05 14:16:04,Flown
1771,BKG00007805,GA101,KUL,BKK,2023-06-03 11:13:39,2023-06-03 13:53:39,Flown
1772,BKG00010407,GA539,SUB,UPG,2023-09-25 21:27:24,2023-09-26 00:27:24,Flown
1773,BKG00002314,GA201,UPG,DPS,2025-09-20 19:35:35,2025-09-20 19:42:35,Flown
1774,BKG00006673,GA654,CGK,SUB,2023-08-10 16:01:54,2023-08-10 17:04:54,Flown
1775,BKG00001325,GA141,SIN,BDO,2023-11-20 20:47:52,2023-11-20 21:13:52,Cancelled
1776,BKG00007072,GA421,KUL,UPG,2025-12-21 23:43:30,2025-12-22 01:54:30,Flown
1777,BKG00011594,GA543,BDO,NRT,2026-05-10 21:12:45,2026-05-10 22:26:45,No-Show
1778,BKG00002996,GA269,KUL,PLM,2025-03-15 07:56:23,2025-03-15 08:22:23,Flown
1779,BKG00013219,GA372,NRT,HKG,2024-01-04 18:47:11,2024-01-04 19:59:11,Flown
1780,BKG00000290,GA455,SUB,KUL,2024-01-22 05:51:09,2024-01-22 06:03:09,No-Show
1781,BKG00009840,GA849,PLM,KUL,2025-02-18 04:33:46,2025-02-18 05:17:46,Flown
1782,BKG00006742,GA872,MDC,SYD,2023-06-14 04:22:23,2023-06-14 06:57:23,Flown
1783,BKG00013652,GA489,CGK,KUL,2026-04-04 04:12:13,2026-04-04 04:04:13,Flown
1784,BKG00002322,GA832,KUL,NRT,2025-10-01 19:46:25,2025-10-01 21:42:25,Flown
1785,BKG00003079,GA675,SYD,KUL,2023-10-05 03:53:01,2023-10-05 06:49:01,Flown
1786,BKG00014506,GA441,BKK,NRT,2026-05-19 23:41:41,2026-05-20 02:19:41,Flown
1787,BKG00002274,GA155,DXB,BDO,2025-11-12 09:57:36,2025-11-12 12:29:36,Flown
1788,BKG00005017,GA633,SIN,CGK,2024-11-01 18:03:50,2024-11-01 18:03:50,Flown
1789,BKG00006402,GA232,CGK,NRT,2026-04-29 09:19:50,2026-04-29 11:03:50,Flown
1790,BKG00005618,GA318,MDC,DPS,2026-05-22 12:46:08,2026-05-22 14:08:08,Flown
1791,BKG00005030,GA321,SIN,DXB,2025-11-26 13:51:27,2025-11-26 16:47:27,Flown
1792,BKG00012495,GA916,DPS,SYD,2025-10-02 03:34:20,2025-10-02 05:05:20,Flown
1793,BKG00006974,GA992,DPS,PLM,2024-12-15 23:53:52,2024-12-15 23:57:52,Flown
1794,BKG00007463,GA341,UPG,BKK,2023-11-09 17:21:38,2023-11-09 18:04:38,Cancelled
1795,BKG00014670,GA337,HKG,SYD,2025-08-05 17:58:38,2025-08-05 18:23:38,Flown
1796,BKG00004205,GA534,SUB,BDO,2025-04-04 03:52:04,2025-04-04 05:27:04,Flown
1797,BKG00004080,GA642,DXB,SYD,2025-04-24 06:49:53,2025-04-24 06:46:53,Flown
1798,BKG00004836,GA187,BKK,BDO,2025-01-18 02:30:53,2025-01-18 05:29:53,Flown
1799,BKG00003475,GA698,NRT,DPS,2025-02-11 02:26:06,2025-02-11 02:31:06,Flown
1800,BKG00011341,GA120,LHR,CGK,2025-06-20 21:53:59,2025-06-20 22:13:59,Flown
1801,BKG00000588,GA472,UPG,MDC,2024-09-03 21:10:48,2024-09-03 21:55:48,Flown
1802,BKG00013396,GA694,BKK,KUL,2025-10-28 20:24:22,2025-10-28 20:27:22,Flown
1803,BKG00000673,GA779,SYD,MDC,2026-02-06 09:29:41,2026-02-06 10:24:41,Flown
1804,BKG00000899,GA846,PLM,SYD,2024-10-24 21:16:05,2024-10-24 21:11:05,Flown
1805,BKG00004780,GA782,SIN,PLM,2023-11-13 20:56:39,2023-11-13 22:54:39,Flown
1806,BKG00010989,GA410,BDO,PLM,2024-04-23 13:35:15,2024-04-23 15:38:15,Flown
1807,BKG00007207,GA499,BDO,DPS,2024-07-19 13:18:26,2024-07-19 15:06:26,Flown
1808,BKG00011357,GA545,SIN,BDO,2025-12-24 05:18:47,2025-12-24 06:41:47,Flown
1809,BKG00002320,GA695,DXB,UPG,2025-10-12 08:51:35,2025-10-12 10:00:35,Flown
1810,BKG00001417,GA717,SIN,BDO,2024-11-07 16:51:20,2024-11-07 16:46:20,Flown
1811,BKG00011600,GA517,SYD,BDO,2026-01-18 13:07:27,2026-01-18 13:30:27,Flown
1812,BKG00002255,GA978,UPG,HKG,2025-09-02 10:52:30,2025-09-02 11:53:30,Flown
1813,BKG00006953,GA494,LHR,DPS,2023-12-25 09:18:24,2023-12-25 09:31:24,Flown
1814,BKG00003128,GA621,DXB,BDO,2025-05-06 22:40:49,2025-05-06 23:14:49,Flown
1815,BKG00007375,GA177,UPG,HKG,2026-02-02 07:04:23,2026-02-02 09:14:23,Flown
1816,BKG00011980,GA817,DPS,SYD,2024-05-03 06:39:38,2024-05-03 06:34:38,Flown
1817,BKG00007364,GA737,BDO,KUL,2023-12-20 02:53:54,2023-12-20 04:50:54,Flown
1818,BKG00004750,GA703,DPS,BDO,2024-04-12 13:44:45,2024-04-12 13:46:45,Flown
1819,BKG00006145,GA250,PLM,SYD,2025-05-06 08:03:30,2025-05-06 08:47:30,Flown
1820,BKG00010475,GA459,SUB,KUL,2025-04-16 17:22:16,2025-04-16 18:38:16,Flown
1821,BKG00010350,GA404,NRT,SIN,2025-03-09 17:47:22,2025-03-09 18:28:22,Cancelled
1822,BKG00003567,GA163,SIN,NRT,2026-04-15 06:51:00,2026-04-15 08:31:00,Flown
1823,BKG00008787,GA464,NRT,PLM,2026-05-17 12:25:08,2026-05-17 13:36:08,Flown
1824,BKG00005836,GA407,SIN,LHR,2025-09-25 07:25:15,2025-09-25 09:05:15,Cancelled
1825,BKG00014032,GA736,HKG,LHR,2024-04-29 14:40:31,2024-04-29 16:09:31,Flown
1826,BKG00010433,GA667,SUB,PLM,2024-02-06 02:29:35,2024-02-06 05:12:35,Flown
1827,BKG00010490,GA350,MDC,NRT,2026-04-28 22:27:34,2026-04-28 22:24:34,Flown
1828,BKG00008643,GA205,SYD,KUL,2025-02-14 07:11:22,2025-02-14 08:23:22,Cancelled
1829,BKG00011368,GA997,HKG,LHR,2025-09-06 08:39:15,2025-09-06 11:22:15,Flown
1830,BKG00009285,GA636,HKG,DXB,2025-09-27 22:58:28,2025-09-27 23:20:28,Flown
1831,BKG00007659,GA519,MDC,SIN,2025-02-08 06:25:00,2025-02-08 08:31:00,Flown
1832,BKG00000387,GA424,CGK,KUL,2024-02-16 18:05:06,2024-02-16 19:15:06,Flown
1833,BKG00012653,GA461,SUB,SYD,2023-11-30 12:18:01,2023-11-30 13:36:01,Flown
1834,BKG00004900,GA925,SUB,CGK,2025-11-04 18:30:59,2025-11-04 20:26:59,Flown
1835,BKG00008540,GA511,KUL,SUB,2024-08-04 03:34:47,2024-08-04 05:47:47,Flown
1836,BKG00014510,GA206,BKK,DXB,2025-01-12 13:24:35,2025-01-12 14:51:35,Flown
1837,BKG00000451,GA165,KUL,BKK,2023-11-24 12:34:42,2023-11-24 14:59:42,Flown
1838,BKG00013663,GA229,NRT,KUL,2023-09-02 01:48:50,2023-09-02 03:30:50,Flown
1839,BKG00011948,GA290,DXB,CGK,2023-06-27 01:05:47,2023-06-27 01:15:47,Cancelled
1840,BKG00001915,GA464,KUL,MDC,2025-01-19 02:53:58,2025-01-19 05:27:58,Flown
1841,BKG00003050,GA161,DPS,NRT,2024-11-06 16:23:18,2024-11-06 17:19:18,Flown
1842,BKG00012748,GA198,BDO,NRT,2023-06-09 16:20:42,2023-06-09 16:27:42,Flown
1843,BKG00009996,GA110,SYD,SIN,2026-02-24 19:59:40,2026-02-24 21:35:40,Flown
1844,BKG00013998,GA515,MDC,PLM,2026-05-25 02:55:43,2026-05-25 03:23:43,Flown
1845,BKG00012706,GA168,SYD,DPS,2025-09-06 18:04:56,2025-09-06 21:02:56,Flown
1846,BKG00007332,GA185,DXB,UPG,2024-02-28 18:51:19,2024-02-28 21:42:19,Flown
1847,BKG00010914,GA353,CGK,SYD,2024-11-18 18:02:10,2024-11-18 18:25:10,Flown
1848,BKG00013366,GA813,NRT,SUB,2025-05-06 09:07:58,2025-05-06 09:05:58,Flown
1849,BKG00007401,GA474,MDC,DPS,2024-02-11 09:58:54,2024-02-11 11:15:54,Flown
1850,BKG00003934,GA931,DPS,SUB,2026-04-11 23:04:42,2026-04-11 23:40:42,Flown
1851,BKG00008335,GA727,MDC,DXB,2025-01-30 11:22:29,2025-01-30 12:28:29,Flown
1852,BKG00005319,GA519,LHR,HKG,2025-12-29 01:29:15,2025-12-29 01:34:15,Flown
1853,BKG00007256,GA240,SYD,MDC,2025-03-11 23:29:08,2025-03-11 23:39:08,Flown
1854,BKG00010585,GA769,SUB,SYD,2025-05-11 03:03:56,2025-05-11 03:07:56,Flown
1855,BKG00012951,GA172,PLM,MDC,2025-05-28 14:45:06,2025-05-28 14:52:06,Flown
1856,BKG00007453,GA992,PLM,LHR,2024-08-12 23:41:13,2024-08-13 02:37:13,Flown
1857,BKG00008110,GA647,SUB,HKG,2024-10-21 15:41:32,2024-10-21 17:48:32,Cancelled
1858,BKG00011184,GA427,MDC,PLM,2025-03-07 17:58:23,2025-03-07 17:53:23,Flown
1859,BKG00003106,GA211,UPG,PLM,2024-10-05 13:10:32,2024-10-05 15:38:32,Flown
1860,BKG00005883,GA399,MDC,SUB,2026-04-06 08:48:50,2026-04-06 09:16:50,Cancelled
1861,BKG00008186,GA297,CGK,HKG,2025-07-17 19:03:17,2025-07-17 21:21:17,Flown
1862,BKG00010671,GA966,SUB,UPG,2025-11-21 19:57:39,2025-11-21 21:18:39,Flown
1863,BKG00011346,GA106,DXB,BDO,2025-10-18 13:36:49,2025-10-18 14:37:49,Flown
1864,BKG00012308,GA594,LHR,PLM,2025-02-24 10:37:03,2025-02-24 11:32:03,Flown
1865,BKG00006302,GA808,KUL,DXB,2023-05-30 00:03:18,2023-05-30 02:47:18,Flown
1866,BKG00006702,GA661,BKK,UPG,2024-06-15 03:19:16,2024-06-15 03:58:16,Flown
1867,BKG00014380,GA441,MDC,SUB,2026-03-04 10:40:49,2026-03-04 11:45:49,Cancelled
1868,BKG00004612,GA666,MDC,LHR,2024-04-08 23:05:36,2024-04-09 01:32:36,Flown
1869,BKG00012797,GA123,SYD,SIN,2024-11-15 01:09:04,2024-11-15 01:33:04,Flown
1870,BKG00013930,GA356,SIN,LHR,2025-03-31 02:57:02,2025-03-31 05:03:02,Flown
1871,BKG00004539,GA437,BDO,NRT,2024-04-02 13:27:41,2024-04-02 15:29:41,Flown
1872,BKG00002648,GA554,CGK,MDC,2024-06-20 04:08:46,2024-06-20 04:31:46,Flown
1873,BKG00002124,GA198,PLM,NRT,2025-09-27 17:41:15,2025-09-27 17:32:15,Flown
1874,BKG00014324,GA596,CGK,SIN,2024-04-27 21:43:20,2024-04-27 23:24:20,Flown
1875,BKG00003145,GA869,DPS,KUL,2025-04-14 18:45:21,2025-04-14 21:06:21,Flown
1876,BKG00014783,GA377,LHR,UPG,2026-01-19 07:06:29,2026-01-19 08:01:29,Flown
1877,BKG00000627,GA515,SUB,SYD,2024-12-25 08:52:35,2024-12-25 11:12:35,Flown
1878,BKG00001071,GA850,UPG,NRT,2024-02-08 23:03:52,2024-02-08 23:29:52,Flown
1879,BKG00003151,GA115,LHR,SYD,2024-05-17 22:49:37,2024-05-18 01:01:37,Flown
1880,BKG00003276,GA954,NRT,UPG,2024-03-20 09:07:59,2024-03-20 10:12:59,Flown
1881,BKG00010982,GA631,SUB,CGK,2025-03-15 16:38:18,2025-03-15 19:22:18,Flown
1882,BKG00005667,GA376,BDO,KUL,2025-11-30 06:36:42,2025-11-30 09:32:42,Flown
1883,BKG00005532,GA315,MDC,KUL,2026-05-24 05:27:26,2026-05-24 06:18:26,Flown
1884,BKG00002058,GA418,BKK,DXB,2025-12-22 19:48:06,2025-12-22 21:34:06,Diverted
1885,BKG00008351,GA959,PLM,BKK,2025-04-27 20:48:14,2025-04-27 23:16:14,No-Show
1886,BKG00002718,GA265,HKG,SYD,2023-10-17 13:44:30,2023-10-17 14:23:30,Cancelled
1887,BKG00005516,GA126,LHR,DXB,2025-04-19 00:03:09,2025-04-19 00:49:09,Flown
1888,BKG00004286,GA766,DPS,KUL,2024-08-04 21:16:36,2024-08-04 23:00:36,Flown
1889,BKG00003770,GA630,BKK,CGK,2024-12-19 10:14:06,2024-12-19 10:53:06,Flown
1890,BKG00007813,GA109,LHR,SUB,2023-06-01 01:44:37,2023-06-01 02:30:37,Flown
1891,BKG00011670,GA602,DXB,SIN,2024-05-17 13:21:28,2024-05-17 16:06:28,Flown
1892,BKG00012921,GA184,DPS,MDC,2024-05-05 00:20:46,2024-05-05 00:56:46,Flown
1893,BKG00002625,GA840,DXB,HKG,2024-10-31 01:53:28,2024-10-31 04:33:28,Cancelled
1894,BKG00000201,GA749,CGK,SYD,2025-06-27 19:41:52,2025-06-27 20:49:52,Flown
1895,BKG00000774,GA292,HKG,UPG,2026-05-07 01:16:12,2026-05-07 01:40:12,Flown
1896,BKG00010496,GA315,LHR,KUL,2023-09-30 17:32:49,2023-09-30 19:24:49,Flown
1897,BKG00005881,GA955,BDO,LHR,2025-06-28 09:57:04,2025-06-28 10:40:04,Flown
1898,BKG00005143,GA779,CGK,MDC,2025-05-07 16:50:25,2025-05-07 17:04:25,Flown
1899,BKG00006602,GA486,MDC,BKK,2024-01-10 11:34:32,2024-01-10 12:14:32,Flown
1900,BKG00006670,GA992,UPG,NRT,2025-02-24 12:58:37,2025-02-24 13:36:37,Flown
1901,BKG00004984,GA731,PLM,SYD,2024-12-31 17:58:55,2024-12-31 20:27:55,Flown
1902,BKG00011383,GA996,BKK,SIN,2026-01-04 09:07:28,2026-01-04 11:15:28,Flown
1903,BKG00011629,GA758,NRT,SUB,2023-10-23 10:02:23,2023-10-23 10:48:23,Cancelled
1904,BKG00011891,GA428,UPG,LHR,2025-01-23 18:46:17,2025-01-23 19:56:17,Flown
1905,BKG00008160,GA609,DPS,HKG,2024-08-05 13:03:05,2024-08-05 14:32:05,Flown
1906,BKG00005106,GA992,LHR,BDO,2025-01-06 23:02:23,2025-01-07 01:20:23,Cancelled
1907,BKG00008250,GA762,KUL,MDC,2024-03-01 07:20:47,2024-03-01 07:32:47,Flown
1908,BKG00006514,GA528,HKG,PLM,2024-02-29 00:30:22,2024-02-29 00:47:22,Flown
1909,BKG00003028,GA911,MDC,DXB,2023-08-30 18:07:45,2023-08-30 19:13:45,Flown
1910,BKG00001596,GA447,CGK,HKG,2024-11-05 00:12:18,2024-11-05 00:22:18,Flown
1911,BKG00002822,GA402,SUB,SIN,2026-01-26 16:29:13,2026-01-26 18:29:13,Flown
1912,BKG00012390,GA464,SIN,KUL,2025-03-07 20:38:56,2025-03-07 20:29:56,Flown
1913,BKG00001865,GA172,UPG,NRT,2023-11-15 00:52:35,2023-11-15 03:08:35,Cancelled
1914,BKG00014481,GA132,DXB,HKG,2024-11-26 09:03:51,2024-11-26 09:59:51,No-Show
1915,BKG00004429,GA605,PLM,BDO,2025-12-23 19:36:38,2025-12-23 22:10:38,Flown
1916,BKG00007905,GA800,SUB,MDC,2025-11-22 19:52:29,2025-11-22 21:30:29,Flown
1917,BKG00009784,GA117,HKG,SYD,2025-07-13 14:10:18,2025-07-13 15:10:18,Flown
1918,BKG00001661,GA305,SYD,MDC,2026-03-24 00:02:58,2026-03-24 01:21:58,Flown
1919,BKG00002692,GA941,UPG,PLM,2023-07-19 08:21:06,2023-07-19 09:56:06,Flown
1920,BKG00009841,GA433,MDC,BDO,2026-02-15 03:47:30,2026-02-15 06:27:30,Flown
1921,BKG00011345,GA644,BDO,SUB,2024-05-03 05:07:06,2024-05-03 06:22:06,Flown
1922,BKG00009731,GA942,NRT,MDC,2025-06-28 20:56:56,2025-06-28 20:59:56,Diverted
1923,BKG00005606,GA681,SIN,PLM,2024-12-15 21:15:49,2024-12-15 21:14:49,Flown
1924,BKG00010978,GA881,PLM,SYD,2024-01-08 12:44:58,2024-01-08 14:07:58,Flown
1925,BKG00014998,GA661,DPS,BDO,2024-05-03 14:43:51,2024-05-03 16:57:51,Flown
1926,BKG00004232,GA199,MDC,LHR,2023-08-23 02:51:20,2023-08-23 03:57:20,Flown
1927,BKG00013817,GA493,SIN,LHR,2024-05-20 22:43:12,2024-05-21 01:01:12,Flown
1928,BKG00008344,GA701,NRT,LHR,2026-01-28 09:47:48,2026-01-28 10:29:48,Flown
1929,BKG00001654,GA926,HKG,DPS,2026-03-11 22:51:55,2026-03-12 01:18:55,Flown
1930,BKG00003494,GA871,BKK,MDC,2026-01-11 22:09:38,2026-01-12 00:00:38,Flown
1931,BKG00010046,GA148,HKG,NRT,2024-04-12 18:44:54,2024-04-12 19:14:54,Flown
1932,BKG00001316,GA818,MDC,SUB,2023-09-22 10:22:57,2023-09-22 13:19:57,Flown
1933,BKG00007335,GA806,HKG,KUL,2023-10-19 01:15:08,2023-10-19 02:52:08,Flown
1934,BKG00008589,GA547,LHR,UPG,2023-07-03 23:25:45,2023-07-04 01:09:45,Flown
1935,BKG00002149,GA103,DXB,SIN,2024-01-06 19:31:30,2024-01-06 20:12:30,Flown
1936,BKG00006618,GA731,KUL,SUB,2025-01-09 16:52:29,2025-01-09 17:06:29,Flown
1937,BKG00008988,GA246,LHR,SUB,2026-05-16 13:00:27,2026-05-16 15:39:27,Flown
1938,BKG00001346,GA616,BKK,SIN,2024-06-20 03:04:59,2024-06-20 05:45:59,Flown
1939,BKG00011691,GA216,SIN,NRT,2024-03-29 08:50:32,2024-03-29 08:54:32,Flown
1940,BKG00011031,GA573,NRT,BKK,2023-11-11 15:00:39,2023-11-11 17:12:39,Flown
1941,BKG00012314,GA378,LHR,CGK,2025-06-15 09:22:08,2025-06-15 10:41:08,Flown
1942,BKG00009553,GA406,SUB,HKG,2025-12-16 09:19:02,2025-12-16 11:38:02,Flown
1943,BKG00010370,GA426,NRT,BKK,2026-03-11 21:07:14,2026-03-11 23:13:14,Flown
1944,BKG00014994,GA592,SUB,DXB,2024-12-17 21:06:42,2024-12-17 21:27:42,Flown
1945,BKG00002147,GA245,PLM,SUB,2026-04-25 07:08:32,2026-04-25 08:17:32,Cancelled
1946,BKG00005864,GA183,UPG,CGK,2025-08-30 17:25:57,2025-08-30 18:30:57,Diverted
1947,BKG00011137,GA436,LHR,DPS,2024-01-04 06:30:31,2024-01-04 08:34:31,Flown
1948,BKG00009269,GA758,LHR,SYD,2024-11-16 12:03:44,2024-11-16 14:01:44,Flown
1949,BKG00000491,GA673,MDC,NRT,2024-01-03 18:48:08,2024-01-03 20:35:08,Flown
1950,BKG00007421,GA799,NRT,MDC,2024-02-28 22:46:52,2024-02-29 00:04:52,Flown
1951,BKG00009282,GA219,DXB,SUB,2024-01-29 21:58:34,2024-01-30 00:10:34,Flown
1952,BKG00002940,GA361,UPG,NRT,2025-12-20 00:28:47,2025-12-20 02:47:47,Flown
1953,BKG00014565,GA982,LHR,SYD,2025-10-20 20:17:06,2025-10-20 20:37:06,No-Show
1954,BKG00004253,GA783,KUL,NRT,2023-09-06 13:32:46,2023-09-06 14:53:46,Flown
1955,BKG00007497,GA282,BKK,SYD,2023-11-18 04:31:51,2023-11-18 07:04:51,Flown
1956,BKG00010688,GA442,LHR,MDC,2026-03-27 16:59:37,2026-03-27 17:14:37,Flown
1957,BKG00007125,GA547,SUB,CGK,2025-09-01 21:40:25,2025-09-01 23:51:25,Flown
1958,BKG00012682,GA232,CGK,BDO,2026-04-24 18:44:54,2026-04-24 21:27:54,Flown
1959,BKG00007356,GA713,BDO,DXB,2024-07-16 09:20:53,2024-07-16 12:05:53,Flown
1960,BKG00010990,GA147,MDC,PLM,2023-08-13 16:00:15,2023-08-13 17:01:15,Flown
1961,BKG00012217,GA768,PLM,UPG,2023-06-01 20:40:54,2023-06-01 21:08:54,Flown
1962,BKG00009315,GA968,MDC,DXB,2023-12-20 04:44:35,2023-12-20 06:06:35,Flown
1963,BKG00014919,GA596,SYD,KUL,2024-12-05 08:38:31,2024-12-05 10:36:31,Flown
1964,BKG00008811,GA835,BKK,NRT,2024-01-09 18:08:28,2024-01-09 18:18:28,Flown
1965,BKG00011370,GA389,UPG,LHR,2023-07-13 14:41:01,2023-07-13 16:43:01,Flown
1966,BKG00003898,GA388,DPS,SUB,2025-07-01 01:15:48,2025-07-01 01:43:48,Flown
1967,BKG00014664,GA758,CGK,PLM,2024-07-13 12:23:55,2024-07-13 14:47:55,Flown
1968,BKG00006421,GA249,SIN,CGK,2024-03-19 05:21:03,2024-03-19 08:11:03,Flown
1969,BKG00006412,GA376,MDC,PLM,2024-08-11 11:22:47,2024-08-11 11:47:47,Flown
1970,BKG00001461,GA213,SYD,MDC,2025-03-30 21:36:57,2025-03-30 23:03:57,Flown
1971,BKG00007770,GA159,KUL,LHR,2024-07-20 12:35:41,2024-07-20 14:41:41,Flown
1972,BKG00002650,GA957,SIN,SUB,2025-09-03 19:34:06,2025-09-03 21:14:06,Flown
1973,BKG00006124,GA409,UPG,KUL,2026-02-26 14:30:49,2026-02-26 17:27:49,Flown
