booking_id,customer_id,booking_date,booking_channel,fare_basis_code
BKG00002751,CUS0001201,2025-12-14,WEB,YOWRS
BKG00002752,CUS0003641,2024-03-29,WEB,CLXBUS
BKG00002753,CUS0004164,2025-01-07,WEB,YOWRS
BKG00002754,CUS0004478,2025-01-26,GDS,CLXBUS
BKG00002755,CUS0002492,2024-02-29,CTR,BSSAVE
BKG00002756,CUS0001317,2024-11-10,WEB,GRPECO
BKG00002757,CUS0002917,2024-09-05,CTR,WOWBUS
BKG00002758,CUS0004679,2025-07-15,GDS,CLXSAV
BKG00002759,CUS0003586,2026-02-23,WEB,BSSAVE
BKG00002760,CUS0000506,2026-03-21,WEB,CLXBUS
BKG00002761,CUS0004425,2026-02-20,WEB,FLXFST
BKG00002762,CUS0003886,2023-06-01,OTA,GRPECO
BKG00002763,CUS0000768,2023-11-20,MOB,WOWBUS
BKG00002764,CUS0003116,2026-01-27,CTR,YOWRS
BKG00002765,CUS0002454,2026-04-28,CTR,FLXFST
BKG00002766,CUS0000750,2023-08-18,AGT,YOWRS
BKG00002767,CUS0001293,2024-05-12,CTR,GRPECO
BKG00002768,CUS0004837,2023-10-03,OTA,BSSAVE
BKG00002769,CUS0004915,2025-05-03,AGT,FLXFST
BKG00002770,CUS0004585,2026-04-23,CTR,BSSAVE
BKG00002771,CUS0003796,2024-06-18,AGT,FLXFST
BKG00002772,CUS0004740,2026-03-07,AGT,GRPECO
BKG00002773,CUS0000410,2025-07-14,OTA,YOWUS
BKG00002774,CUS0004824,2025-06-23,OTA,WOWBUS
BKG00002775,CUS0000966,2023-07-09,OTA,YOWRS
BKG00002776,CUS0004760,2024-08-08,GDS,YOWRS
BKG00002777,CUS0002905,2023-10-17,GDS,YOWUS
BKG00002778,CUS0004050,2025-08-20,CTR,WOWBUS
BKG00002779,CUS0001451,2026-04-08,GDS,CLXBUS
BKG00002780,CUS0004532,2025-05-15,CTR,WOWBUS
BKG00002781,CUS0002731,2025-04-06,AGT,FLXFST
BKG00002782,CUS0002901,2025-09-18,WEB,GRPECO
BKG00002783,CUS0004760,2025-01-06,AGT,FLXFST
BKG00002784,CUS0001489,2024-06-10,OTA,YOWUS
BKG00002785,CUS0004955,2023-06-22,GDS,CLXBUS
BKG00002786,CUS0004996,2025-05-01,GDS,FLXFST
BKG00002787,CUS0004480,2025-07-09,MOB,CLXBUS
BKG00002788,CUS0003517,2023-09-02,WEB,CLXBUS
BKG00002789,CUS0003712,2025-08-15,CTR,CLXBUS
BKG00002790,CUS0001243,2023-07-05,WEB,GRPECO
BKG00002791,CUS0000096,2025-01-08,MOB,CLXSAV
BKG00002792,CUS0000838,2024-11-08,GDS,BSSAVE
BKG00002793,CUS0001310,2025-11-20,OTA,WOWBUS
BKG00002794,CUS0003332,2025-05-02,OTA,BSSAVE
BKG00002795,CUS0000003,2024-05-16,CTR,WOWBUS
BKG00002796,CUS0002179,2024-04-27,CTR,FLXFST
BKG00002797,CUS0004364,2026-01-25,AGT,WOWBUS
BKG00002798,CUS0000337,2025-08-24,GDS,BSSAVE
BKG00002799,CUS0002118,2023-10-13,GDS,GRPECO
BKG00002800,CUS0001240,2024-09-03,CTR,GRPECO
BKG00002801,CUS0004932,2026-03-15,CTR,YOWRS
BKG00002802,CUS0003481,2024-05-30,WEB,YOWRS
BKG00002803,CUS0000731,2024-09-28,OTA,YOWRS
BKG00002804,CUS0001757,2026-03-12,WEB,WOWBUS
BKG00002805,CUS0002931,2025-12-04,AGT,BSSAVE
BKG00002806,CUS0001676,2025-04-24,AGT,FLXFST
BKG00002807,CUS0000885,2024-04-01,MOB,WOWBUS
BKG00002808,CUS0003893,2026-05-11,AGT,FLXFST
BKG00002809,CUS0000004,2024-04-06,OTA,BSSAVE
BKG00002810,CUS0002037,2024-11-12,WEB,CLXBUS
BKG00002811,CUS0002632,2023-09-29,CTR,YOWRS
BKG00002812,CUS0003282,2023-09-26,OTA,YOWUS
BKG00002813,CUS0001357,2024-11-06,OTA,CLXBUS
BKG00002814,CUS0002475,2024-12-13,GDS,BSSAVE
BKG00002815,CUS0002148,2024-01-09,WEB,YOWRS
BKG00002816,CUS0003514,2024-06-22,OTA,YOWUS
BKG00002817,CUS0001584,2023-10-09,AGT,CLXBUS
BKG00002818,CUS0002242,2024-11-15,WEB,FLXFST
BKG00002819,CUS0003294,2025-06-12,WEB,GRPECO
BKG00002820,CUS0003967,2025-04-15,AGT,YOWRS
BKG00002821,CUS0004226,2025-12-07,MOB,CLXBUS
BKG00002822,CUS0004871,2024-02-11,CTR,YOWUS
BKG00002823,CUS0004479,2026-02-10,CTR,YOWUS
BKG00002824,CUS0003283,2024-10-16,GDS,BSSAVE
BKG00002825,CUS0000794,2025-09-13,OTA,YOWRS
BKG00002826,CUS0003628,2026-01-25,OTA,FLXFST
BKG00002827,CUS0004236,2024-09-27,WEB,WOWBUS
BKG00002828,CUS0002675,2024-04-24,CTR,BSSAVE
BKG00002829,CUS0003232,2023-07-03,AGT,FLXFST
BKG00002830,CUS0002172,2025-11-01,CTR,FLXFST
BKG00002831,CUS0004411,2023-12-31,CTR,WOWBUS
BKG00002832,CUS0004766,2024-02-02,GDS,GRPECO
BKG00002833,CUS0002553,2025-04-01,CTR,FLXFST
BKG00002834,CUS0004647,2025-01-03,OTA,YOWRS
BKG00002835,CUS0002682,2024-12-11,OTA,CLXBUS
BKG00002836,CUS0002569,2026-02-13,AGT,YOWUS
BKG00002837,CUS0000907,2025-08-06,WEB,BSSAVE
BKG00002838,CUS0004908,2023-12-13,AGT,BSSAVE
BKG00002839,CUS0000480,2026-01-31,AGT,GRPECO
BKG00002840,CUS0002960,2026-02-27,MOB,FLXFST
BKG00002841,CUS0000365,2024-05-25,OTA,YOWRS
BKG00002842,CUS0000577,2026-03-11,GDS,YOWRS
BKG00002843,CUS0003461,2025-07-15,AGT,YOWUS
BKG00002844,CUS0001861,2023-11-16,CTR,FLXFST
BKG00002845,CUS0001697,2024-07-14,GDS,CLXSAV
BKG00002846,CUS0002037,2024-08-09,GDS,BSSAVE
BKG00002847,CUS0000820,2025-12-05,CTR,CLXBUS
BKG00002848,CUS0002685,2024-03-16,OTA,YOWUS
BKG00002849,CUS0003105,2024-03-06,GDS,YOWUS
BKG00002850,CUS0000403,2025-09-29,WEB,CLXBUS
BKG00002851,CUS0001114,2025-12-17,OTA,CLXBUS
BKG00002852,CUS0001466,2024-11-13,WEB,CLXBUS
BKG00002853,CUS0003083,2024-11-01,GDS,CLXBUS
BKG00002854,CUS0004561,2025-04-23,CTR,FLXFST
BKG00002855,CUS0003534,2025-12-15,GDS,FLXFST
BKG00002856,CUS0000410,2023-11-17,OTA,FLXFST
BKG00002857,CUS0002148,2025-08-03,MOB,YOWUS
BKG00002858,CUS0002546,2026-04-06,OTA,FLXFST
BKG00002859,CUS0002984,2023-08-20,GDS,GRPECO
BKG00002860,CUS0002785,2024-10-18,CTR,YOWUS
BKG00002861,CUS0004680,2024-03-13,GDS,CLXBUS
BKG00002862,CUS0002613,2024-04-07,MOB,WOWBUS
BKG00002863,CUS0004149,2025-05-27,CTR,YOWUS
BKG00002864,CUS0003483,2025-10-12,MOB,WOWBUS
BKG00002865,CUS0003028,2024-09-24,OTA,FLXFST
BKG00002866,CUS0003124,2026-02-24,MOB,BSSAVE
BKG00002867,CUS0003431,2023-11-19,OTA,CLXBUS
BKG00002868,CUS0000444,2024-02-09,WEB,FLXFST
BKG00002869,CUS0002737,2024-01-17,CTR,CLXSAV
BKG00002870,CUS0001876,2024-02-16,WEB,YOWUS
BKG00002871,CUS0003486,2025-10-29,MOB,BSSAVE
BKG00002872,CUS0000971,2024-12-12,MOB,BSSAVE
BKG00002873,CUS0002410,2026-02-04,MOB,GRPECO
BKG00002874,CUS0003508,2026-01-10,GDS,GRPECO
BKG00002875,CUS0002545,2024-04-25,GDS,BSSAVE
BKG00002876,CUS0002589,2024-10-26,CTR,YOWRS
BKG00002877,CUS0003197,2026-02-25,WEB,YOWRS
BKG00002878,CUS0000648,2025-03-24,MOB,CLXBUS
BKG00002879,CUS0000819,2024-07-20,WEB,CLXSAV
BKG00002880,CUS0004124,2025-02-24,OTA,FLXFST
BKG00002881,CUS0000492,2023-08-28,WEB,YOWUS
BKG00002882,CUS0000888,2023-06-14,GDS,FLXFST
BKG00002883,CUS0003942,2024-12-03,AGT,GRPECO
BKG00002884,CUS0004578,2025-03-27,MOB,WOWBUS
BKG00002885,CUS0000649,2023-11-17,MOB,CLXSAV
BKG00002886,CUS0003638,2024-08-20,WEB,CLXBUS
BKG00002887,CUS0003655,2023-10-09,MOB,FLXFST
BKG00002888,CUS0002156,2023-08-05,MOB,FLXFST
BKG00002889,CUS0000624,2024-07-12,MOB,YOWRS
BKG00002890,CUS0001349,2025-10-08,WEB,WOWBUS
BKG00002891,CUS0004332,2025-07-16,OTA,WOWBUS
BKG00002892,CUS0003922,2025-01-05,OTA,WOWBUS
BKG00002893,CUS0003524,2025-07-19,OTA,FLXFST
BKG00002894,CUS0004361,2025-11-10,WEB,GRPECO
BKG00002895,CUS0004540,2025-02-03,OTA,BSSAVE
BKG00002896,CUS0003019,2024-11-08,OTA,BSSAVE
BKG00002897,CUS0002538,2025-04-04,MOB,YOWRS
BKG00002898,CUS0004567,2023-09-01,AGT,WOWBUS
BKG00002899,CUS0004125,2026-04-22,OTA,CLXBUS
BKG00002900,CUS0002966,2024-07-07,OTA,YOWUS
BKG00002901,CUS0000258,2025-03-06,AGT,FLXFST
BKG00002902,CUS0002085,2025-07-15,OTA,CLXSAV
BKG00002903,CUS0002337,2024-07-25,AGT,GRPECO
BKG00002904,CUS0002774,2026-03-23,AGT,BSSAVE
BKG00002905,CUS0001613,2025-06-26,WEB,YOWRS
BKG00002906,CUS0001147,2024-03-02,MOB,BSSAVE
BKG00002907,CUS0003666,2025-07-15,OTA,GRPECO
BKG00002908,CUS0000696,2025-11-29,GDS,GRPECO
BKG00002909,CUS0003262,2025-01-29,MOB,WOWBUS
BKG00002910,CUS0002405,2024-05-05,AGT,BSSAVE
BKG00002911,CUS0004009,2023-05-26,MOB,YOWUS
BKG00002912,CUS0001570,2025-09-16,CTR,FLXFST
BKG00002913,CUS0001391,2023-12-04,WEB,GRPECO
BKG00002914,CUS0002897,2023-12-10,AGT,YOWUS
BKG00002915,CUS0004448,2026-04-20,WEB,YOWRS
BKG00002916,CUS0004971,2026-04-11,GDS,WOWBUS
BKG00002917,CUS0000342,2023-09-29,OTA,CLXSAV
BKG00002918,CUS0001593,2025-11-25,WEB,FLXFST
BKG00002919,CUS0004988,2025-03-27,MOB,CLXSAV
BKG00002920,CUS0004468,2025-04-23,CTR,BSSAVE
BKG00002921,CUS0002186,2026-02-01,CTR,WOWBUS
BKG00002922,CUS0002712,2024-06-05,MOB,CLXBUS
BKG00002923,CUS0000097,2026-01-27,WEB,YOWRS
BKG00002924,CUS0004217,2025-12-22,WEB,FLXFST
BKG00002925,CUS0003609,2025-06-13,GDS,CLXBUS
BKG00002926,CUS0004213,2023-12-01,WEB,FLXFST
BKG00002927,CUS0002830,2024-01-05,MOB,CLXBUS
BKG00002928,CUS0002082,2026-01-25,OTA,CLXSAV
BKG00002929,CUS0002144,2025-01-04,OTA,FLXFST
BKG00002930,CUS0000439,2024-04-17,CTR,WOWBUS
BKG00002931,CUS0004384,2025-06-09,OTA,YOWRS
BKG00002932,CUS0003893,2026-04-07,CTR,WOWBUS
BKG00002933,CUS0003690,2025-04-05,AGT,YOWRS
BKG00002934,CUS0000128,2024-03-05,AGT,CLXSAV
BKG00002935,CUS0001974,2025-06-08,AGT,YOWRS
BKG00002936,CUS0001205,2024-04-02,CTR,GRPECO
BKG00002937,CUS0004116,2023-06-11,CTR,CLXBUS
BKG00002938,CUS0004415,2026-02-21,AGT,FLXFST
BKG00002939,CUS0004653,2023-10-31,CTR,FLXFST
BKG00002940,CUS0004804,2024-08-21,CTR,BSSAVE
BKG00002941,CUS0004906,2023-07-12,WEB,CLXBUS
BKG00002942,CUS0002577,2025-08-10,GDS,BSSAVE
BKG00002943,CUS0003927,2024-12-10,WEB,CLXBUS
BKG00002944,CUS0003682,2023-07-08,AGT,BSSAVE
BKG00002945,CUS0002080,2026-02-24,GDS,WOWBUS
BKG00002946,CUS0000299,2025-07-03,WEB,FLXFST
BKG00002947,CUS0002070,2023-07-26,MOB,CLXBUS
BKG00002948,CUS0001083,2025-07-30,MOB,WOWBUS
BKG00002949,CUS0004853,2024-11-07,GDS,BSSAVE
BKG00002950,CUS0004272,2023-09-30,MOB,WOWBUS
BKG00002951,CUS0004654,2025-05-02,WEB,BSSAVE
BKG00002952,CUS0000924,2025-02-10,AGT,GRPECO
BKG00002953,CUS0000247,2025-04-13,GDS,BSSAVE
BKG00002954,CUS0004642,2024-11-03,MOB,BSSAVE
BKG00002955,CUS0004236,2026-05-15,CTR,YOWUS
BKG00002956,CUS0004736,2023-09-25,CTR,WOWBUS
BKG00002957,CUS0001375,2026-03-09,MOB,YOWRS
BKG00002958,CUS0000367,2026-03-26,WEB,YOWUS
BKG00002959,CUS0001517,2025-02-03,MOB,BSSAVE
BKG00002960,CUS0000018,2023-09-22,WEB,YOWRS
BKG00002961,CUS0004277,2023-07-11,GDS,GRPECO
BKG00002962,CUS0003556,2023-12-09,GDS,YOWRS
BKG00002963,CUS0000372,2025-06-15,WEB,GRPECO
BKG00002964,CUS0003165,2026-02-09,WEB,YOWUS
BKG00002965,CUS0004488,2025-04-09,WEB,CLXBUS
BKG00002966,CUS0001552,2025-11-09,OTA,FLXFST
BKG00002967,CUS0000762,2025-10-10,OTA,YOWUS
BKG00002968,CUS0001928,2025-07-21,CTR,CLXBUS
BKG00002969,CUS0002616,2024-11-04,AGT,WOWBUS
BKG00002970,CUS0000697,2024-06-03,CTR,YOWUS
BKG00002971,CUS0003954,2024-04-30,OTA,FLXFST
BKG00002972,CUS0004509,2026-01-19,AGT,BSSAVE
BKG00002973,CUS0001598,2025-11-27,OTA,CLXBUS
BKG00002974,CUS0003348,2025-03-27,CTR,CLXSAV
BKG00002975,CUS0000801,2023-10-12,WEB,YOWUS
BKG00002976,CUS0001627,2025-12-28,AGT,YOWUS
BKG00002977,CUS0003745,2024-03-31,GDS,BSSAVE
BKG00002978,CUS0000029,2026-04-23,OTA,CLXBUS
BKG00002979,CUS0002699,2025-07-31,AGT,FLXFST
BKG00002980,CUS0003585,2023-10-04,WEB,CLXSAV
BKG00002981,CUS0000161,2023-07-31,AGT,YOWUS
BKG00002982,CUS0003571,2025-06-09,GDS,FLXFST
BKG00002983,CUS0003458,2025-09-24,OTA,YOWRS
BKG00002984,CUS0000605,2024-01-02,WEB,FLXFST
BKG00002985,CUS0003039,2025-07-28,OTA,YOWRS
BKG00002986,CUS0000740,2024-06-05,AGT,WOWBUS
BKG00002987,CUS0002312,2025-02-24,WEB,GRPECO
BKG00002988,CUS0004438,2025-04-29,OTA,YOWRS
BKG00002989,CUS0003268,2025-12-19,CTR,CLXBUS
BKG00002990,CUS0003846,2025-03-03,WEB,YOWUS
BKG00002991,CUS0003009,2026-05-16,CTR,WOWBUS
BKG00002992,CUS0003522,2026-05-20,GDS,WOWBUS
BKG00002993,CUS0002411,2023-11-14,CTR,BSSAVE
BKG00002994,CUS0003096,2023-12-26,CTR,FLXFST
BKG00002995,CUS0001306,2023-06-07,GDS,GRPECO
BKG00002996,CUS0000127,2026-03-22,CTR,WOWBUS
BKG00002997,CUS0004424,2025-06-26,GDS,YOWRS
BKG00002998,CUS0003871,2025-11-01,CTR,GRPECO
BKG00002999,CUS0000596,2024-12-06,OTA,YOWUS
BKG00003000,CUS0003040,2025-10-25,CTR,FLXFST
BKG00003001,CUS0001480,2025-06-26,OTA,GRPECO
BKG00003002,CUS0000636,2023-06-19,CTR,GRPECO
BKG00003003,CUS0003089,2026-01-16,WEB,WOWBUS
BKG00003004,CUS0001037,2024-03-20,WEB,YOWRS
BKG00003005,CUS0001088,2024-01-26,GDS,CLXSAV
BKG00003006,CUS0003724,2023-11-03,AGT,BSSAVE
BKG00003007,CUS0003115,2024-07-18,WEB,CLXBUS
BKG00003008,CUS0000645,2023-11-16,CTR,YOWUS
BKG00003009,CUS0004683,2025-09-25,OTA,BSSAVE
BKG00003010,CUS0000597,2023-10-02,GDS,CLXSAV
BKG00003011,CUS0002750,2026-04-07,CTR,CLXSAV
BKG00003012,CUS0000965,2025-09-12,GDS,GRPECO
BKG00003013,CUS0003744,2024-08-25,OTA,YOWRS
BKG00003014,CUS0001131,2024-05-14,GDS,CLXBUS
BKG00003015,CUS0003155,2025-12-18,CTR,BSSAVE
BKG00003016,CUS0000612,2025-05-24,WEB,BSSAVE
BKG00003017,CUS0002297,2026-04-30,WEB,FLXFST
BKG00003018,CUS0001129,2026-01-15,GDS,CLXBUS
BKG00003019,CUS0001451,2023-08-12,MOB,BSSAVE
BKG00003020,CUS0004942,2023-10-17,GDS,CLXSAV
BKG00003021,CUS0004197,2025-06-30,CTR,YOWRS
BKG00003022,CUS0003681,2024-08-07,WEB,CLXBUS
BKG00003023,CUS0003002,2023-06-28,OTA,BSSAVE
BKG00003024,CUS0000863,2024-06-07,CTR,CLXSAV
BKG00003025,CUS0002406,2026-01-18,OTA,GRPECO
BKG00003026,CUS0000372,2025-04-12,OTA,FLXFST
BKG00003027,CUS0004144,2024-03-05,MOB,YOWUS
BKG00003028,CUS0004735,2024-03-08,MOB,BSSAVE
BKG00003029,CUS0003008,2024-06-10,GDS,YOWUS
BKG00003030,CUS0004707,2024-07-29,WEB,YOWUS
BKG00003031,CUS0000520,2024-02-17,AGT,FLXFST
BKG00003032,CUS0001799,2026-03-21,AGT,CLXSAV
BKG00003033,CUS0003359,2026-03-07,OTA,YOWUS
BKG00003034,CUS0003764,2023-10-13,MOB,WOWBUS
BKG00003035,CUS0001115,2024-10-02,OTA,GRPECO
BKG00003036,CUS0001456,2024-09-03,CTR,BSSAVE
BKG00003037,CUS0004588,2024-04-26,CTR,CLXSAV
BKG00003038,CUS0002294,2025-09-14,WEB,YOWUS
BKG00003039,CUS0000729,2023-07-15,GDS,BSSAVE
BKG00003040,CUS0001319,2023-06-22,AGT,CLXBUS
BKG00003041,CUS0003708,2025-05-02,MOB,YOWRS
BKG00003042,CUS0001117,2023-12-11,GDS,YOWRS
BKG00003043,CUS0003191,2026-03-28,CTR,CLXSAV
BKG00003044,CUS0000052,2025-10-24,GDS,YOWRS
BKG00003045,CUS0000483,2023-12-29,OTA,YOWUS
BKG00003046,CUS0000750,2024-04-14,WEB,CLXSAV
BKG00003047,CUS0000009,2025-03-09,CTR,BSSAVE
BKG00003048,CUS0003800,2024-11-18,WEB,YOWRS
BKG00003049,CUS0002581,2026-05-10,MOB,FLXFST
BKG00003050,CUS0000663,2025-04-14,AGT,YOWUS
BKG00003051,CUS0002972,2025-12-15,MOB,GRPECO
BKG00003052,CUS0000437,2025-08-19,CTR,BSSAVE
BKG00003053,CUS0001636,2025-11-24,WEB,YOWUS
BKG00003054,CUS0003788,2023-11-02,WEB,FLXFST
BKG00003055,CUS0004864,2024-08-07,OTA,YOWUS
BKG00003056,CUS0000038,2025-03-27,GDS,CLXBUS
BKG00003057,CUS0000710,2025-10-10,CTR,CLXBUS
BKG00003058,CUS0004603,2024-10-30,AGT,CLXSAV
BKG00003059,CUS0002401,2025-03-27,MOB,BSSAVE
BKG00003060,CUS0004649,2024-06-25,CTR,GRPECO
BKG00003061,CUS0003385,2025-12-13,CTR,WOWBUS
BKG00003062,CUS0003377,2024-03-07,OTA,BSSAVE
BKG00003063,CUS0004876,2024-01-19,OTA,CLXBUS
BKG00003064,CUS0003869,2025-03-18,WEB,FLXFST
BKG00003065,CUS0000722,2023-08-28,CTR,BSSAVE
BKG00003066,CUS0003885,2024-06-18,MOB,CLXBUS
BKG00003067,CUS0004411,2024-02-19,WEB,WOWBUS
BKG00003068,CUS0000580,2023-11-10,WEB,CLXBUS
BKG00003069,CUS0002723,2025-06-11,WEB,BSSAVE
BKG00003070,CUS0002882,2024-01-17,CTR,FLXFST
BKG00003071,CUS0001817,2024-12-06,AGT,BSSAVE
BKG00003072,CUS0000563,2024-07-27,GDS,CLXBUS
BKG00003073,CUS0001748,2023-07-20,AGT,CLXSAV
BKG00003074,CUS0003587,2023-10-18,OTA,WOWBUS
BKG00003075,CUS0002764,2024-06-23,MOB,FLXFST
BKG00003076,CUS0004342,2025-10-09,WEB,FLXFST
BKG00003077,CUS0002237,2025-03-27,CTR,FLXFST
BKG00003078,CUS0000319,2023-10-26,AGT,FLXFST
BKG00003079,CUS0003669,2024-01-10,MOB,WOWBUS
BKG00003080,CUS0002060,2025-04-06,OTA,WOWBUS
BKG00003081,CUS0004483,2023-10-18,OTA,BSSAVE
BKG00003082,CUS0002605,2024-05-23,MOB,FLXFST
BKG00003083,CUS0002441,2025-12-05,GDS,BSSAVE
BKG00003084,CUS0004426,2023-07-03,WEB,CLXSAV
BKG00003085,CUS0002737,2024-10-21,WEB,GRPECO
BKG00003086,CUS0003640,2024-03-21,OTA,YOWUS
BKG00003087,CUS0003224,2025-02-24,OTA,GRPECO
BKG00003088,CUS0002749,2023-12-11,OTA,YOWRS
BKG00003089,CUS0002984,2025-03-24,GDS,BSSAVE
BKG00003090,CUS0001688,2023-09-11,CTR,BSSAVE
BKG00003091,CUS0000080,2025-04-04,CTR,YOWUS
BKG00003092,CUS0004431,2025-07-06,OTA,CLXSAV
BKG00003093,CUS0000878,2023-09-29,WEB,GRPECO
BKG00003094,CUS0002536,2026-04-08,AGT,YOWUS
BKG00003095,CUS0004916,2024-05-18,WEB,WOWBUS
BKG00003096,CUS0000817,2024-10-14,WEB,YOWRS
BKG00003097,CUS0003791,2024-04-08,CTR,FLXFST
BKG00003098,CUS0000777,2025-08-08,CTR,YOWUS
BKG00003099,CUS0001166,2026-03-09,OTA,CLXBUS
BKG00003100,CUS0003647,2025-11-14,AGT,FLXFST
BKG00003101,CUS0000443,2025-12-21,AGT,BSSAVE
BKG00003102,CUS0001378,2023-08-20,AGT,YOWUS
BKG00003103,CUS0003327,2025-10-22,AGT,CLXSAV
BKG00003104,CUS0001916,2025-01-18,OTA,CLXBUS
BKG00003105,CUS0000682,2026-01-30,AGT,BSSAVE
BKG00003106,CUS0000006,2025-11-21,WEB,BSSAVE
BKG00003107,CUS0001493,2024-11-21,GDS,CLXSAV
BKG00003108,CUS0004636,2025-10-31,OTA,YOWUS
BKG00003109,CUS0000087,2024-08-19,MOB,FLXFST
BKG00003110,CUS0000416,2026-02-18,WEB,CLXSAV
BKG00003111,CUS0000910,2025-01-20,OTA,WOWBUS
BKG00003112,CUS0001500,2025-12-09,OTA,CLXBUS
BKG00003113,CUS0003606,2025-01-19,AGT,CLXSAV
BKG00003114,CUS0000263,2024-01-14,GDS,CLXBUS
BKG00003115,CUS0000360,2025-10-22,GDS,YOWRS
BKG00003116,CUS0003629,2024-01-21,AGT,WOWBUS
BKG00003117,CUS0001058,2024-09-03,GDS,YOWUS
BKG00003118,CUS0002899,2023-06-06,AGT,CLXSAV
BKG00003119,CUS0000230,2024-10-09,MOB,YOWRS
BKG00003120,CUS0000395,2025-10-08,WEB,FLXFST
BKG00003121,CUS0002359,2026-03-18,AGT,WOWBUS
BKG00003122,CUS0002491,2023-08-12,AGT,YOWUS
BKG00003123,CUS0001666,2025-04-12,AGT,YOWRS
BKG00003124,CUS0000025,2024-06-02,OTA,CLXSAV
BKG00003125,CUS0001033,2025-03-10,WEB,WOWBUS
BKG00003126,CUS0003510,2024-11-26,WEB,CLXBUS
BKG00003127,CUS0000528,2025-01-24,WEB,CLXBUS
BKG00003128,CUS0000769,2023-09-25,MOB,CLXSAV
BKG00003129,CUS0001428,2023-09-30,CTR,CLXSAV
BKG00003130,CUS0002836,2025-07-31,MOB,CLXSAV
BKG00003131,CUS0004646,2026-02-17,OTA,BSSAVE
BKG00003132,CUS0000375,2025-04-26,OTA,FLXFST
BKG00003133,CUS0000579,2024-06-29,WEB,YOWUS
BKG00003134,CUS0003339,2023-08-11,GDS,YOWUS
BKG00003135,CUS0000158,2025-06-06,GDS,FLXFST
BKG00003136,CUS0004486,2026-05-03,WEB,YOWRS
BKG00003137,CUS0004479,2024-07-01,GDS,GRPECO
BKG00003138,CUS0003912,2025-12-30,OTA,YOWUS
BKG00003139,CUS0001980,2025-11-21,GDS,CLXBUS
BKG00003140,CUS0001027,2026-04-18,AGT,WOWBUS
BKG00003141,CUS0001588,2023-09-14,CTR,CLXBUS
BKG00003142,CUS0002513,2023-11-25,CTR,CLXSAV
BKG00003143,CUS0001844,2024-12-06,WEB,YOWUS
BKG00003144,CUS0003217,2024-12-02,GDS,GRPECO
BKG00003145,CUS0003089,2024-03-27,MOB,CLXSAV
BKG00003146,CUS0002688,2026-01-15,WEB,WOWBUS
BKG00003147,CUS0001317,2023-07-08,AGT,CLXSAV
BKG00003148,CUS0000091,2023-12-04,WEB,GRPECO
BKG00003149,CUS0001741,2024-11-26,GDS,CLXSAV
BKG00003150,CUS0002090,2025-11-06,MOB,FLXFST
BKG00003151,CUS0001505,2026-01-18,OTA,YOWRS
BKG00003152,CUS0003764,2025-04-06,CTR,CLXBUS
BKG00003153,CUS0001506,2024-03-17,CTR,YOWUS
BKG00003154,CUS0001531,2025-02-04,AGT,BSSAVE
BKG00003155,CUS0001793,2024-08-18,MOB,CLXBUS
BKG00003156,CUS0002712,2024-05-13,WEB,YOWRS
BKG00003157,CUS0000125,2024-10-13,AGT,YOWUS
BKG00003158,CUS0004681,2023-07-07,WEB,FLXFST
BKG00003159,CUS0000381,2026-02-21,OTA,WOWBUS
BKG00003160,CUS0000047,2025-05-23,AGT,FLXFST
BKG00003161,CUS0004182,2023-08-05,OTA,WOWBUS
BKG00003162,CUS0000115,2023-11-17,MOB,YOWRS
BKG00003163,CUS0000725,2026-01-25,GDS,FLXFST
BKG00003164,CUS0003638,2026-01-12,MOB,BSSAVE
BKG00003165,CUS0000054,2024-01-25,OTA,CLXSAV
BKG00003166,CUS0003740,2025-11-13,OTA,GRPECO
BKG00003167,CUS0002649,2024-12-26,CTR,BSSAVE
BKG00003168,CUS0000719,2023-05-29,MOB,FLXFST
BKG00003169,CUS0002554,2026-02-11,MOB,FLXFST
BKG00003170,CUS0000381,2024-11-24,MOB,WOWBUS
BKG00003171,CUS0003434,2023-07-27,AGT,BSSAVE
BKG00003172,CUS0000070,2025-08-08,AGT,BSSAVE
BKG00003173,CUS0003749,2025-03-09,OTA,CLXSAV
BKG00003174,CUS0004266,2025-01-19,MOB,YOWRS
BKG00003175,CUS0002096,2023-09-24,GDS,GRPECO
BKG00003176,CUS0000203,2023-06-05,AGT,BSSAVE
BKG00003177,CUS0000009,2025-12-24,GDS,YOWRS
BKG00003178,CUS0000745,2023-11-06,OTA,BSSAVE
BKG00003179,CUS0001849,2026-04-30,AGT,YOWUS
BKG00003180,CUS0001483,2025-03-26,MOB,FLXFST
BKG00003181,CUS0001379,2024-12-06,WEB,BSSAVE
BKG00003182,CUS0000554,2023-07-22,OTA,YOWRS
BKG00003183,CUS0004279,2024-08-08,CTR,GRPECO
BKG00003184,CUS0000036,2026-01-29,AGT,CLXSAV
BKG00003185,CUS0004633,2026-02-09,WEB,FLXFST
BKG00003186,CUS0000872,2026-01-12,WEB,FLXFST
BKG00003187,CUS0001733,2024-03-24,CTR,CLXSAV
BKG00003188,CUS0002723,2025-10-31,CTR,YOWRS
BKG00003189,CUS0004822,2026-04-12,OTA,GRPECO
BKG00003190,CUS0003854,2026-05-16,MOB,YOWRS
BKG00003191,CUS0003128,2025-08-18,CTR,YOWUS
BKG00003192,CUS0000413,2023-08-13,OTA,WOWBUS
BKG00003193,CUS0003922,2024-11-14,CTR,WOWBUS
