guest_id,customer_key,preferred_room_type,smoking_preference,special_request,created_at
CUS0001177,1177,DLX,Non-Smoking,High Floor,2025-11-20
CUS0001178,1178,DLX,Non-Smoking,Baby Cot,2024-12-04
CUS0001179,1179,EXC,Non-Smoking,Near Elevator,2024-11-20
CUS0001180,1180,EXC,Non-Smoking,None,2024-10-05
CUS0001181,1181,EXC,Non-Smoking,Late Check-In,2026-04-26
CUS0001182,1182,DLX,Non-Smoking,None,2025-10-29
CUS0001183,1183,SUT,Non-Smoking,None,2026-04-05
CUS0001184,1184,SUP,Non-Smoking,Late Check-In,2025-11-28
CUS0001185,1185,STD,Non-Smoking,None,2026-03-08
CUS0001186,1186,SUP,Non-Smoking,Late Check-In,2024-06-06
CUS0001187,1187,DLX,Non-Smoking,Late Check-In,2024-09-24
CUS0001188,1188,DLX,Non-Smoking,Late Check-In,2025-07-08
CUS0001189,1189,STD,Non-Smoking,Late Check-In,2026-03-24
CUS0001190,1190,SUP,Non-Smoking,Near Elevator,2024-11-12
CUS0001191,1191,SUT,Non-Smoking,Baby Cot,2025-01-11
CUS0001192,1192,DLX,Non-Smoking,Late Check-In,2024-12-08
CUS0001193,1193,STD,Non-Smoking,Late Check-In,2025-01-29
CUS0001194,1194,STD,Non-Smoking,Baby Cot,2025-03-25
CUS0001195,1195,SUT,Non-Smoking,High Floor,2025-02-26
CUS0001196,1196,DLX,Non-Smoking,Late Check-In,2025-03-31
CUS0001197,1197,SUP,Smoking,Baby Cot,2024-09-26
CUS0001198,1198,SUT,Non-Smoking,High Floor,2026-04-10
CUS0001199,1199,EXC,Non-Smoking,High Floor,2024-12-15
CUS0001200,1200,SUT,Non-Smoking,Baby Cot,2025-03-10
CUS0001201,1201,SUP,Non-Smoking,Baby Cot,2026-01-21
CUS0001202,1202,DLX,Non-Smoking,Near Elevator,2024-09-29
CUS0001203,1203,STD,Non-Smoking,Late Check-In,2024-05-28
CUS0001204,1204,SUP,Non-Smoking,Near Elevator,2024-09-21
CUS0001205,1205,STD,Non-Smoking,Late Check-In,2025-07-22
CUS0001206,1206,STD,Non-Smoking,Late Check-In,2025-05-19
CUS0001207,1207,DLX,Non-Smoking,None,2025-05-19
CUS0001208,1208,SUP,Non-Smoking,Near Elevator,2024-12-25
CUS0001209,1209,STD,Non-Smoking,High Floor,2025-12-16
CUS0001210,1210,DLX,Non-Smoking,Near Elevator,2026-03-06
CUS0001211,1211,SUT,Non-Smoking,Baby Cot,2025-06-01
CUS0001212,1212,STD,Non-Smoking,High Floor,2025-09-25
CUS0001213,1213,SUT,Non-Smoking,Near Elevator,2025-01-26
CUS0001214,1214,SUT,Smoking,None,2025-12-13
CUS0001215,1215,DLX,Non-Smoking,None,2025-09-26
CUS0001216,1216,SUP,Non-Smoking,Baby Cot,2024-10-08
CUS0001217,1217,SUP,Smoking,Baby Cot,2025-02-02
CUS0001218,1218,EXC,Non-Smoking,Baby Cot,2025-08-07
CUS0001219,1219,SUT,Non-Smoking,None,2024-09-10
CUS0001220,1220,DLX,Non-Smoking,High Floor,2025-11-11
CUS0001221,1221,SUP,Smoking,High Floor,2025-09-15
CUS0001222,1222,EXC,Non-Smoking,Baby Cot,2024-06-30
CUS0001223,1223,DLX,Non-Smoking,Baby Cot,2025-06-18
CUS0001224,1224,SUP,Non-Smoking,Late Check-In,2025-03-29
CUS0001225,1225,EXC,Smoking,None,2025-07-28
CUS0001226,1226,STD,Non-Smoking,None,2025-10-24
CUS0001227,1227,SUP,Smoking,Baby Cot,2025-08-23
CUS0001228,1228,DLX,Non-Smoking,Baby Cot,2024-09-20
CUS0001229,1229,STD,Non-Smoking,Baby Cot,2026-01-31
CUS0001230,1230,DLX,Non-Smoking,High Floor,2025-05-21
CUS0001231,1231,EXC,Non-Smoking,None,2024-11-04
CUS0001232,1232,DLX,Smoking,Near Elevator,2025-06-16
CUS0001233,1233,SUP,Non-Smoking,None,2024-08-23
CUS0001234,1234,EXC,Non-Smoking,None,2026-01-30
CUS0001235,1235,SUP,Smoking,None,2025-11-09
CUS0001236,1236,SUP,Non-Smoking,Late Check-In,2025-03-28
CUS0001237,1237,SUT,Non-Smoking,Late Check-In,2025-02-04
CUS0001238,1238,EXC,Non-Smoking,Late Check-In,2026-01-14
CUS0001239,1239,SUT,Smoking,High Floor,2025-04-17
CUS0001240,1240,DLX,Non-Smoking,Near Elevator,2025-07-11
CUS0001241,1241,DLX,Non-Smoking,Baby Cot,2025-01-24
CUS0001242,1242,DLX,Non-Smoking,Late Check-In,2025-02-03
CUS0001243,1243,SUT,Non-Smoking,Late Check-In,2024-11-07
CUS0001244,1244,SUP,Non-Smoking,Late Check-In,2025-11-21
CUS0001245,1245,STD,Non-Smoking,Baby Cot,2024-07-13
CUS0001246,1246,SUP,Non-Smoking,Late Check-In,2024-08-01
CUS0001247,1247,SUT,Non-Smoking,Baby Cot,2024-11-13
CUS0001248,1248,SUT,Non-Smoking,Baby Cot,2025-09-24
CUS0001249,1249,SUP,Non-Smoking,None,2026-01-03
CUS0001250,1250,EXC,Non-Smoking,Near Elevator,2024-12-02
CUS0001251,1251,EXC,Non-Smoking,Late Check-In,2026-01-31
CUS0001252,1252,STD,Non-Smoking,Near Elevator,2025-03-20
CUS0001253,1253,STD,Non-Smoking,Near Elevator,2024-09-22
CUS0001254,1254,STD,Non-Smoking,Late Check-In,2024-11-29
CUS0001255,1255,SUP,Non-Smoking,High Floor,2025-11-28
CUS0001256,1256,SUP,Non-Smoking,High Floor,2025-04-05
CUS0001257,1257,SUP,Non-Smoking,High Floor,2024-11-18
CUS0001258,1258,SUP,Smoking,Near Elevator,2025-02-12
CUS0001259,1259,SUT,Non-Smoking,None,2024-07-25
CUS0001260,1260,STD,Non-Smoking,Near Elevator,2024-10-14
CUS0001261,1261,STD,Non-Smoking,Near Elevator,2024-07-09
CUS0001262,1262,DLX,Non-Smoking,High Floor,2025-12-07
CUS0001263,1263,SUT,Non-Smoking,High Floor,2024-07-06
CUS0001264,1264,DLX,Non-Smoking,Baby Cot,2024-07-29
CUS0001265,1265,SUP,Non-Smoking,None,2025-09-25
CUS0001266,1266,DLX,Non-Smoking,High Floor,2025-05-24
CUS0001267,1267,DLX,Non-Smoking,High Floor,2025-03-14
CUS0001268,1268,SUP,Non-Smoking,Near Elevator,2024-11-07
CUS0001269,1269,STD,Non-Smoking,Late Check-In,2025-12-11
CUS0001270,1270,DLX,Non-Smoking,None,2024-12-13
CUS0001271,1271,SUP,Non-Smoking,Baby Cot,2025-04-28
CUS0001272,1272,DLX,Non-Smoking,High Floor,2025-02-11
CUS0001273,1273,EXC,Non-Smoking,Baby Cot,2025-06-20
CUS0001274,1274,EXC,Non-Smoking,Late Check-In,2024-05-29
CUS0001275,1275,SUT,Non-Smoking,Near Elevator,2024-10-12
CUS0001276,1276,SUT,Non-Smoking,Baby Cot,2025-10-12
CUS0001277,1277,SUP,Smoking,Near Elevator,2025-07-29
CUS0001278,1278,EXC,Non-Smoking,Baby Cot,2025-09-30
CUS0001279,1279,SUT,Non-Smoking,None,2025-04-21
CUS0001280,1280,SUT,Smoking,High Floor,2025-08-30
CUS0001281,1281,SUP,Non-Smoking,High Floor,2026-04-01
CUS0001282,1282,SUP,Non-Smoking,Late Check-In,2025-10-06
CUS0001283,1283,SUT,Non-Smoking,Late Check-In,2025-04-26
CUS0001284,1284,SUP,Non-Smoking,High Floor,2025-01-26
CUS0001285,1285,SUT,Non-Smoking,Baby Cot,2024-12-25
CUS0001286,1286,EXC,Non-Smoking,Late Check-In,2025-12-17
CUS0001287,1287,SUP,Non-Smoking,None,2024-10-01
CUS0001288,1288,DLX,Non-Smoking,High Floor,2025-09-19
CUS0001289,1289,SUT,Non-Smoking,Late Check-In,2026-05-11
CUS0001290,1290,SUP,Non-Smoking,Baby Cot,2024-09-12
CUS0001291,1291,STD,Non-Smoking,None,2025-06-01
CUS0001292,1292,DLX,Non-Smoking,Near Elevator,2025-08-08
CUS0001293,1293,STD,Non-Smoking,None,2025-03-10
CUS0001294,1294,SUP,Non-Smoking,Near Elevator,2025-11-11
CUS0001295,1295,EXC,Non-Smoking,Baby Cot,2026-03-09
CUS0001296,1296,EXC,Non-Smoking,Near Elevator,2024-09-06
CUS0001297,1297,SUT,Non-Smoking,Late Check-In,2025-06-03
CUS0001298,1298,SUP,Non-Smoking,None,2025-05-03
CUS0001299,1299,STD,Non-Smoking,Near Elevator,2025-05-19
CUS0001300,1300,SUT,Non-Smoking,Late Check-In,2024-10-13
CUS0001301,1301,STD,Non-Smoking,Near Elevator,2025-05-12
CUS0001302,1302,SUT,Non-Smoking,None,2025-11-08
CUS0001303,1303,SUT,Non-Smoking,None,2025-06-30
CUS0001304,1304,DLX,Non-Smoking,Near Elevator,2025-06-06
CUS0001305,1305,SUT,Non-Smoking,Baby Cot,2025-08-30
CUS0001306,1306,EXC,Non-Smoking,None,2025-08-29
CUS0001307,1307,SUP,Non-Smoking,Baby Cot,2025-01-11
CUS0001308,1308,DLX,Non-Smoking,Late Check-In,2025-07-14
CUS0001309,1309,SUT,Non-Smoking,Near Elevator,2025-05-05
CUS0001310,1310,DLX,Non-Smoking,Baby Cot,2025-09-13
CUS0001311,1311,STD,Non-Smoking,Near Elevator,2025-05-19
CUS0001312,1312,SUT,Non-Smoking,Near Elevator,2026-01-19
CUS0001313,1313,SUT,Non-Smoking,Baby Cot,2024-08-08
CUS0001314,1314,DLX,Smoking,Late Check-In,2025-06-03
CUS0001315,1315,EXC,Smoking,Near Elevator,2024-06-18
CUS0001316,1316,EXC,Non-Smoking,Baby Cot,2026-05-08
CUS0001317,1317,SUT,Smoking,Late Check-In,2026-04-24
CUS0001318,1318,STD,Non-Smoking,None,2025-10-30
CUS0001319,1319,SUP,Non-Smoking,Late Check-In,2025-05-12
CUS0001320,1320,EXC,Non-Smoking,Near Elevator,2024-10-20
CUS0001321,1321,EXC,Non-Smoking,Baby Cot,2024-08-26
CUS0001322,1322,SUP,Non-Smoking,High Floor,2025-02-16
CUS0001323,1323,STD,Non-Smoking,Late Check-In,2025-06-08
CUS0001324,1324,SUT,Non-Smoking,None,2024-06-02
CUS0001325,1325,SUP,Non-Smoking,Baby Cot,2025-03-15
CUS0001326,1326,DLX,Non-Smoking,Baby Cot,2025-04-27
CUS0001327,1327,STD,Smoking,Late Check-In,2026-04-14
CUS0001328,1328,SUP,Non-Smoking,Late Check-In,2025-01-23
CUS0001329,1329,EXC,Non-Smoking,Late Check-In,2026-02-26
CUS0001330,1330,DLX,Non-Smoking,Baby Cot,2024-07-09
CUS0001331,1331,EXC,Non-Smoking,High Floor,2025-12-11
CUS0001332,1332,EXC,Non-Smoking,Late Check-In,2024-10-22
CUS0001333,1333,DLX,Smoking,None,2024-08-30
CUS0001334,1334,DLX,Non-Smoking,Baby Cot,2026-04-05
CUS0001335,1335,SUT,Smoking,Baby Cot,2026-01-22
CUS0001336,1336,SUP,Non-Smoking,None,2024-08-26
CUS0001337,1337,DLX,Non-Smoking,None,2026-05-18
CUS0001338,1338,SUP,Non-Smoking,Near Elevator,2026-04-30
CUS0001339,1339,SUT,Non-Smoking,Baby Cot,2025-07-23
CUS0001340,1340,SUP,Non-Smoking,Late Check-In,2025-04-22
CUS0001341,1341,EXC,Non-Smoking,Baby Cot,2025-07-18
CUS0001342,1342,EXC,Smoking,None,2026-05-16
CUS0001343,1343,SUP,Non-Smoking,Near Elevator,2025-12-31
CUS0001344,1344,DLX,Non-Smoking,None,2026-03-28
CUS0001345,1345,SUP,Smoking,High Floor,2024-05-24
CUS0001346,1346,SUP,Non-Smoking,Late Check-In,2024-08-19
CUS0001347,1347,SUT,Non-Smoking,High Floor,2024-08-30
CUS0001348,1348,EXC,Non-Smoking,Late Check-In,2025-08-24
CUS0001349,1349,EXC,Non-Smoking,High Floor,2025-12-23
CUS0001350,1350,DLX,Smoking,Late Check-In,2024-10-17
CUS0001351,1351,SUP,Non-Smoking,Near Elevator,2024-09-04
CUS0001352,1352,SUT,Non-Smoking,Baby Cot,2024-11-11
CUS0001353,1353,SUP,Non-Smoking,None,2026-01-13
CUS0001354,1354,STD,Non-Smoking,High Floor,2026-01-11
CUS0001355,1355,SUT,Non-Smoking,Near Elevator,2024-12-07
CUS0001356,1356,SUP,Non-Smoking,Late Check-In,2024-06-08
CUS0001357,1357,DLX,Non-Smoking,Late Check-In,2025-02-16
CUS0001358,1358,SUP,Non-Smoking,Baby Cot,2025-11-22
CUS0001359,1359,SUP,Non-Smoking,High Floor,2024-07-09
CUS0001360,1360,SUT,Non-Smoking,High Floor,2024-06-26
CUS0001361,1361,SUP,Non-Smoking,High Floor,2026-01-09
CUS0001362,1362,STD,Non-Smoking,Late Check-In,2024-10-26
CUS0001363,1363,SUP,Non-Smoking,High Floor,2024-06-23
CUS0001364,1364,EXC,Non-Smoking,None,2024-10-20
CUS0001365,1365,STD,Smoking,Near Elevator,2024-11-10
CUS0001366,1366,EXC,Non-Smoking,High Floor,2026-05-23
CUS0001367,1367,SUP,Non-Smoking,High Floor,2025-09-04
CUS0001368,1368,EXC,Non-Smoking,None,2024-10-31
CUS0001369,1369,STD,Non-Smoking,None,2024-11-05
CUS0001370,1370,EXC,Non-Smoking,High Floor,2025-06-29
CUS0001371,1371,SUP,Non-Smoking,Near Elevator,2025-12-30
CUS0001372,1372,SUT,Non-Smoking,Late Check-In,2024-05-29
CUS0001373,1373,EXC,Non-Smoking,High Floor,2024-10-13
CUS0001374,1374,SUP,Non-Smoking,Baby Cot,2025-05-17
CUS0001375,1375,EXC,Non-Smoking,Late Check-In,2024-12-15
CUS0001376,1376,SUT,Non-Smoking,Late Check-In,2025-05-28
CUS0001377,1377,STD,Non-Smoking,None,2025-02-21
CUS0001378,1378,DLX,Non-Smoking,Baby Cot,2026-02-26
CUS0001379,1379,STD,Non-Smoking,High Floor,2025-03-04
CUS0001380,1380,SUP,Non-Smoking,High Floor,2025-02-17
CUS0001381,1381,EXC,Non-Smoking,Late Check-In,2026-05-04
CUS0001382,1382,STD,Non-Smoking,Near Elevator,2026-04-23
CUS0001383,1383,EXC,Smoking,High Floor,2025-02-10
CUS0001384,1384,SUT,Non-Smoking,Baby Cot,2024-11-29
CUS0001385,1385,STD,Non-Smoking,None,2025-01-06
CUS0001386,1386,DLX,Smoking,High Floor,2024-06-06
CUS0001387,1387,SUP,Non-Smoking,None,2025-10-07
CUS0001388,1388,STD,Non-Smoking,None,2025-05-09
CUS0001389,1389,SUP,Non-Smoking,Baby Cot,2024-08-13
CUS0001390,1390,STD,Non-Smoking,None,2024-10-01
CUS0001391,1391,SUT,Smoking,Late Check-In,2025-08-18
CUS0001392,1392,SUT,Non-Smoking,Baby Cot,2024-06-24
CUS0001393,1393,SUP,Non-Smoking,Late Check-In,2026-02-21
CUS0001394,1394,DLX,Non-Smoking,Near Elevator,2026-03-31
CUS0001395,1395,EXC,Smoking,Late Check-In,2026-05-21
CUS0001396,1396,EXC,Non-Smoking,Late Check-In,2026-04-08
CUS0001397,1397,STD,Non-Smoking,High Floor,2024-11-05
CUS0001398,1398,SUT,Non-Smoking,Late Check-In,2026-02-03
CUS0001399,1399,STD,Non-Smoking,Late Check-In,2026-04-03
CUS0001400,1400,EXC,Non-Smoking,High Floor,2025-03-30
CUS0001401,1401,EXC,Non-Smoking,High Floor,2026-05-04
CUS0001402,1402,SUP,Non-Smoking,None,2026-02-02
CUS0001403,1403,EXC,Smoking,Late Check-In,2024-12-29
CUS0001404,1404,STD,Non-Smoking,Near Elevator,2026-01-13
CUS0001405,1405,SUP,Non-Smoking,None,2026-02-15
CUS0001406,1406,SUP,Non-Smoking,Near Elevator,2026-03-05
CUS0001407,1407,SUP,Smoking,High Floor,2025-03-06
CUS0001408,1408,SUT,Non-Smoking,Near Elevator,2025-02-12
CUS0001409,1409,EXC,Non-Smoking,Near Elevator,2024-10-15
CUS0001410,1410,SUP,Non-Smoking,Late Check-In,2025-11-24
CUS0001411,1411,DLX,Non-Smoking,Near Elevator,2025-10-31
CUS0001412,1412,SUT,Non-Smoking,None,2025-05-24
CUS0001413,1413,EXC,Non-Smoking,High Floor,2025-02-07
CUS0001414,1414,STD,Non-Smoking,Near Elevator,2025-10-13
CUS0001415,1415,EXC,Smoking,Baby Cot,2025-01-13
CUS0001416,1416,SUT,Non-Smoking,Near Elevator,2026-01-25
CUS0001417,1417,SUT,Non-Smoking,High Floor,2025-10-06
CUS0001418,1418,STD,Non-Smoking,Near Elevator,2025-05-31
CUS0001419,1419,DLX,Smoking,None,2025-10-09
CUS0001420,1420,DLX,Non-Smoking,None,2025-06-11
CUS0001421,1421,SUT,Non-Smoking,Near Elevator,2024-06-04
CUS0001422,1422,DLX,Smoking,None,2025-05-23
CUS0001423,1423,DLX,Non-Smoking,Baby Cot,2024-06-15
CUS0001424,1424,EXC,Non-Smoking,Near Elevator,2024-12-08
CUS0001425,1425,EXC,Non-Smoking,Late Check-In,2025-07-14
CUS0001426,1426,DLX,Non-Smoking,Late Check-In,2025-09-05
CUS0001427,1427,DLX,Non-Smoking,None,2024-08-02
CUS0001428,1428,SUT,Non-Smoking,High Floor,2025-02-05
CUS0001429,1429,SUT,Non-Smoking,Baby Cot,2024-08-15
CUS0001430,1430,EXC,Non-Smoking,Baby Cot,2026-05-19
CUS0001431,1431,STD,Smoking,Baby Cot,2024-06-14
CUS0001432,1432,DLX,Non-Smoking,Baby Cot,2025-04-18
CUS0001433,1433,SUP,Non-Smoking,Baby Cot,2025-11-27
CUS0001434,1434,SUT,Non-Smoking,Baby Cot,2026-05-13
CUS0001435,1435,SUP,Non-Smoking,Near Elevator,2026-05-11
CUS0001436,1436,SUP,Non-Smoking,Near Elevator,2025-03-09
CUS0001437,1437,EXC,Non-Smoking,None,2025-11-10
CUS0001438,1438,SUT,Non-Smoking,Baby Cot,2026-05-03
CUS0001439,1439,STD,Non-Smoking,Late Check-In,2026-05-13
CUS0001440,1440,EXC,Non-Smoking,None,2025-11-22
CUS0001441,1441,SUP,Non-Smoking,Near Elevator,2024-05-26
CUS0001442,1442,SUT,Non-Smoking,High Floor,2024-10-06
CUS0001443,1443,DLX,Smoking,Baby Cot,2025-03-09
CUS0001444,1444,SUT,Smoking,Baby Cot,2025-02-26
CUS0001445,1445,STD,Non-Smoking,Near Elevator,2025-03-03
CUS0001446,1446,SUT,Non-Smoking,Late Check-In,2025-08-24
CUS0001447,1447,SUT,Non-Smoking,None,2025-02-11
CUS0001448,1448,EXC,Non-Smoking,Near Elevator,2025-10-29
CUS0001449,1449,DLX,Non-Smoking,Late Check-In,2024-12-19
CUS0001450,1450,STD,Non-Smoking,Baby Cot,2025-01-27
CUS0001451,1451,SUT,Non-Smoking,Late Check-In,2026-05-06
CUS0001452,1452,EXC,Non-Smoking,Near Elevator,2025-12-22
CUS0001453,1453,STD,Non-Smoking,Near Elevator,2026-04-18
CUS0001454,1454,DLX,Non-Smoking,Near Elevator,2026-05-20
CUS0001455,1455,EXC,Non-Smoking,Baby Cot,2026-05-10
CUS0001456,1456,DLX,Non-Smoking,Late Check-In,2024-12-16
CUS0001457,1457,SUP,Non-Smoking,Near Elevator,2025-03-23
CUS0001458,1458,STD,Smoking,High Floor,2024-09-30
CUS0001459,1459,SUP,Non-Smoking,Baby Cot,2025-09-04
CUS0001460,1460,STD,Non-Smoking,Late Check-In,2026-02-26
CUS0001461,1461,DLX,Non-Smoking,Baby Cot,2024-11-19
CUS0001462,1462,DLX,Non-Smoking,Near Elevator,2025-10-22
CUS0001463,1463,STD,Non-Smoking,Near Elevator,2025-01-18
CUS0001464,1464,STD,Non-Smoking,High Floor,2026-03-03
CUS0001465,1465,SUP,Non-Smoking,Near Elevator,2026-05-01
CUS0001466,1466,EXC,Smoking,High Floor,2025-07-16
CUS0001467,1467,DLX,Non-Smoking,High Floor,2024-07-24
CUS0001468,1468,EXC,Non-Smoking,High Floor,2024-07-31
CUS0001469,1469,SUT,Smoking,Near Elevator,2025-10-25
CUS0001470,1470,SUP,Non-Smoking,Late Check-In,2025-06-02
CUS0001471,1471,DLX,Non-Smoking,High Floor,2024-07-18
CUS0001472,1472,EXC,Non-Smoking,Late Check-In,2026-01-26
CUS0001473,1473,SUP,Non-Smoking,None,2024-07-26
CUS0001474,1474,STD,Non-Smoking,High Floor,2025-11-03
CUS0001475,1475,SUT,Non-Smoking,Baby Cot,2024-10-28
CUS0001476,1476,SUP,Smoking,Near Elevator,2024-08-18
CUS0001477,1477,STD,Non-Smoking,High Floor,2025-02-15
CUS0001478,1478,DLX,Non-Smoking,Near Elevator,2025-03-21
CUS0001479,1479,DLX,Smoking,None,2026-03-24
CUS0001480,1480,EXC,Non-Smoking,Late Check-In,2025-01-28
CUS0001481,1481,SUP,Non-Smoking,Near Elevator,2024-11-11
CUS0001482,1482,SUP,Non-Smoking,High Floor,2026-03-21
CUS0001483,1483,DLX,Smoking,Near Elevator,2024-11-30
CUS0001484,1484,DLX,Non-Smoking,High Floor,2024-07-04
CUS0001485,1485,STD,Non-Smoking,High Floor,2026-03-05
CUS0001486,1486,EXC,Non-Smoking,High Floor,2024-09-04
CUS0001487,1487,DLX,Non-Smoking,None,2025-07-27
CUS0001488,1488,STD,Non-Smoking,Near Elevator,2024-12-05
CUS0001489,1489,SUT,Non-Smoking,Near Elevator,2026-02-06
CUS0001490,1490,STD,Non-Smoking,Near Elevator,2025-08-03
CUS0001491,1491,DLX,Non-Smoking,Near Elevator,2025-03-28
CUS0001492,1492,SUT,Non-Smoking,Baby Cot,2024-10-01
CUS0001493,1493,DLX,Non-Smoking,None,2026-03-09
CUS0001494,1494,SUT,Non-Smoking,None,2025-10-11
CUS0001495,1495,SUP,Non-Smoking,Baby Cot,2024-05-29
CUS0001496,1496,SUT,Non-Smoking,High Floor,2026-03-30
CUS0001497,1497,STD,Smoking,Near Elevator,2025-02-12
CUS0001498,1498,SUT,Non-Smoking,High Floor,2025-01-23
CUS0001499,1499,SUT,Non-Smoking,High Floor,2024-10-19
CUS0001500,1500,SUT,Non-Smoking,High Floor,2025-03-12
CUS0001501,1501,SUT,Non-Smoking,None,2024-12-18
CUS0001502,1502,EXC,Non-Smoking,Baby Cot,2025-06-14
CUS0001503,1503,SUT,Non-Smoking,Baby Cot,2025-12-16
CUS0001504,1504,SUT,Non-Smoking,High Floor,2026-01-30
CUS0001505,1505,SUT,Non-Smoking,Baby Cot,2024-10-09
CUS0001506,1506,EXC,Non-Smoking,High Floor,2024-10-02
CUS0001507,1507,STD,Non-Smoking,None,2026-04-05
CUS0001508,1508,EXC,Non-Smoking,High Floor,2025-11-26
CUS0001509,1509,DLX,Smoking,Baby Cot,2025-08-16
CUS0001510,1510,EXC,Non-Smoking,High Floor,2026-01-23
CUS0001511,1511,SUT,Non-Smoking,Late Check-In,2026-04-04
CUS0001512,1512,SUP,Non-Smoking,Late Check-In,2025-10-26
CUS0001513,1513,STD,Smoking,Late Check-In,2024-06-10
CUS0001514,1514,DLX,Non-Smoking,High Floor,2025-10-15
CUS0001515,1515,DLX,Non-Smoking,Baby Cot,2024-07-11
CUS0001516,1516,SUP,Non-Smoking,High Floor,2024-09-21
CUS0001517,1517,STD,Non-Smoking,Late Check-In,2024-06-18
CUS0001518,1518,SUT,Non-Smoking,Late Check-In,2025-01-16
CUS0001519,1519,STD,Non-Smoking,High Floor,2025-02-22
CUS0001520,1520,SUP,Non-Smoking,None,2025-05-23
CUS0001521,1521,SUT,Smoking,Late Check-In,2024-09-13
CUS0001522,1522,DLX,Non-Smoking,Late Check-In,2024-07-09
CUS0001523,1523,STD,Non-Smoking,Baby Cot,2024-09-07
CUS0001524,1524,STD,Non-Smoking,Near Elevator,2025-01-02
CUS0001525,1525,SUT,Non-Smoking,High Floor,2025-10-11
CUS0001526,1526,SUP,Non-Smoking,Baby Cot,2025-02-22
CUS0001527,1527,STD,Non-Smoking,Near Elevator,2025-08-16
CUS0001528,1528,SUP,Non-Smoking,Near Elevator,2024-12-11
CUS0001529,1529,SUT,Non-Smoking,None,2024-12-02
CUS0001530,1530,SUT,Non-Smoking,Baby Cot,2025-01-23
CUS0001531,1531,SUT,Non-Smoking,None,2026-05-13
CUS0001532,1532,EXC,Non-Smoking,Near Elevator,2024-11-25
CUS0001533,1533,DLX,Non-Smoking,Near Elevator,2024-07-11
CUS0001534,1534,SUP,Non-Smoking,Late Check-In,2024-12-02
CUS0001535,1535,SUP,Non-Smoking,None,2024-12-06
CUS0001536,1536,SUT,Non-Smoking,Late Check-In,2025-04-24
CUS0001537,1537,SUT,Non-Smoking,Late Check-In,2026-05-18
CUS0001538,1538,SUT,Non-Smoking,Near Elevator,2024-08-19
CUS0001539,1539,SUP,Non-Smoking,Baby Cot,2026-02-23
CUS0001540,1540,STD,Non-Smoking,Baby Cot,2025-08-31
CUS0001541,1541,SUT,Non-Smoking,None,2024-07-28
CUS0001542,1542,SUT,Non-Smoking,Late Check-In,2026-02-09
CUS0001543,1543,STD,Smoking,Late Check-In,2025-08-01
CUS0001544,1544,EXC,Non-Smoking,Late Check-In,2024-10-07
CUS0001545,1545,SUT,Non-Smoking,High Floor,2024-05-24
CUS0001546,1546,SUT,Non-Smoking,None,2025-09-30
CUS0001547,1547,DLX,Non-Smoking,None,2025-08-26
CUS0001548,1548,SUT,Smoking,None,2025-11-07
CUS0001549,1549,SUT,Non-Smoking,Baby Cot,2024-10-20
CUS0001550,1550,DLX,Non-Smoking,Baby Cot,2025-01-25
CUS0001551,1551,EXC,Non-Smoking,Baby Cot,2025-06-08
CUS0001552,1552,SUT,Non-Smoking,High Floor,2025-03-18
CUS0001553,1553,STD,Non-Smoking,Near Elevator,2025-02-27
CUS0001554,1554,DLX,Non-Smoking,Late Check-In,2024-09-09
CUS0001555,1555,SUT,Non-Smoking,High Floor,2025-09-14
CUS0001556,1556,EXC,Non-Smoking,Late Check-In,2026-03-05
CUS0001557,1557,DLX,Non-Smoking,Baby Cot,2026-04-03
CUS0001558,1558,EXC,Non-Smoking,None,2026-01-17
CUS0001559,1559,EXC,Non-Smoking,High Floor,2024-11-20
CUS0001560,1560,SUT,Non-Smoking,Near Elevator,2024-11-06
CUS0001561,1561,SUT,Smoking,Near Elevator,2026-05-16
CUS0001562,1562,STD,Non-Smoking,Baby Cot,2025-04-21
CUS0001563,1563,SUT,Non-Smoking,Near Elevator,2026-02-16
CUS0001564,1564,SUP,Non-Smoking,Near Elevator,2025-06-23
CUS0001565,1565,STD,Smoking,None,2025-05-11
CUS0001566,1566,SUT,Smoking,None,2024-12-28
CUS0001567,1567,SUP,Smoking,None,2025-04-12
CUS0001568,1568,SUT,Non-Smoking,Baby Cot,2026-03-25
CUS0001569,1569,SUT,Non-Smoking,Near Elevator,2026-04-06
CUS0001570,1570,SUP,Non-Smoking,Baby Cot,2024-10-23
CUS0001571,1571,DLX,Non-Smoking,High Floor,2025-05-05
CUS0001572,1572,DLX,Non-Smoking,Baby Cot,2024-11-16
CUS0001573,1573,DLX,Non-Smoking,Near Elevator,2026-04-14
CUS0001574,1574,EXC,Non-Smoking,Near Elevator,2025-12-29
CUS0001575,1575,STD,Non-Smoking,None,2024-12-28
CUS0001576,1576,STD,Smoking,Near Elevator,2025-06-30
CUS0001577,1577,SUP,Smoking,Late Check-In,2024-06-22
CUS0001578,1578,EXC,Non-Smoking,Near Elevator,2025-11-30
CUS0001579,1579,SUP,Non-Smoking,Near Elevator,2024-11-09
CUS0001580,1580,SUP,Non-Smoking,None,2026-04-03
CUS0001581,1581,EXC,Non-Smoking,Near Elevator,2025-02-12
CUS0001582,1582,DLX,Non-Smoking,Near Elevator,2025-05-21
CUS0001583,1583,SUP,Non-Smoking,Baby Cot,2026-01-23
CUS0001584,1584,DLX,Non-Smoking,Near Elevator,2025-12-17
