payment_id,payment_reference,invoice_number,customer_key,transaction_date,transaction_time,payment_method_id,currency_code,payment_gateway,payment_status,gross_amount_usd,discount_amount_usd,tax_amount_usd,net_amount_usd,refund_amount_usd,gateway_fee_usd,installment_months,source_type,source_reference
PAY00004300,aeb0cb8b-cda3-4a69-96b8-da24a6cac10a,INV00004300,185,2025-01-02,05:08:09,4,THB,Midtrans,Completed,267.24,0.0,29.4,296.64,283.33,5.93,3,FLIGHT,REF49505286
PAY00004301,f3117ff4-8a7f-4d84-a9ba-c7b6671d0416,INV00004301,2448,2024-10-16,12:37:03,5,JPY,Adyen,Completed,426.74,0.0,46.94,473.68,0.0,9.47,6,FLIGHT,REF27269835
PAY00004302,8d9957de-f2e1-46e9-9dcb-b9c87925c96b,INV00004302,1043,2025-11-05,03:03:13,2,SGD,Xendit,Completed,539.41,53.94,53.4,538.87,0.0,10.78,6,FLIGHT,REF06183604
PAY00004303,5f1f2f90-71e4-4eeb-8815-30a37a762577,INV00004303,3045,2024-07-07,09:18:03,9,USD,Xendit,Completed,1349.88,0.0,148.49,1498.37,0.0,29.97,6,FLIGHT,REF21733753
PAY00004304,f5ec5b1d-8a82-4912-9f1d-8c8442e124b4,INV00004304,4779,2025-02-01,12:01:19,5,MYR,Xendit,Completed,955.52,95.55,94.6,954.57,0.0,19.09,0,FLIGHT,REF30365199
PAY00004305,3babfa5e-d093-455f-b746-0bacc7dce609,INV00004305,1498,2025-06-12,19:42:04,2,JPY,Adyen,Completed,549.37,27.47,57.41,579.31,0.0,11.59,6,HOTEL,REF44771189
PAY00004306,d45225da-a388-4c05-a6e7-05a1700953ba,INV00004306,3066,2025-09-21,13:12:00,5,JPY,Stripe,Completed,211.95,21.2,20.98,211.73,0.0,4.23,3,HOTEL,REF58989013
PAY00004307,26036ff0-f4fc-4c50-812b-2ecf05a4d1cc,INV00004307,853,2025-07-01,14:09:55,2,USD,Stripe,Completed,417.24,20.86,43.6,439.98,0.0,8.8,6,FLIGHT,REF05814518
PAY00004308,2c56ddf1-3ec9-411d-9549-a3b4705f71c4,INV00004308,3851,2025-08-21,06:34:03,7,IDR,PayPal,Completed,1401.62,70.08,146.47,1478.01,0.0,29.56,0,HOTEL,REF15853209
PAY00004309,5e9c937d-34a2-465e-a082-60accc0f33af,INV00004309,2467,2024-10-17,03:37:34,9,JPY,Stripe,Completed,1203.62,60.18,125.78,1269.22,0.0,25.38,0,FLIGHT,REF21235534
PAY00004310,913828ff-1115-4bdd-9370-eb8dc94452c9,INV00004310,679,2026-03-12,20:08:14,2,USD,PayPal,Completed,1258.41,125.84,124.58,1257.15,0.0,25.14,0,HOTEL,REF44562510
PAY00004311,7903ac03-7e2d-4b6c-a04d-ba48982c7fab,INV00004311,37,2025-01-28,13:48:06,9,USD,Adyen,Completed,587.93,58.79,58.21,587.35,0.0,11.75,6,FLIGHT,REF07560336
PAY00004312,5256b85d-30e4-4491-8d5f-295e4b65d972,INV00004312,3753,2026-04-28,01:42:38,4,SGD,Adyen,Pending,1337.98,66.9,139.82,1410.9,0.0,28.22,3,HOTEL,REF14626176
PAY00004313,2c770d74-1d3a-46b5-aa33-c199d2e4d017,INV00004313,2722,2025-10-26,20:58:27,9,SGD,PayPal,Completed,808.95,80.9,80.09,808.14,0.0,16.16,3,FLIGHT,REF31557161
PAY00004314,a2de9bbb-4589-4f14-a468-3b1987060847,INV00004314,176,2025-01-30,06:16:12,3,JPY,Midtrans,Completed,1443.47,0.0,158.78,1602.25,0.0,32.05,0,HOTEL,REF30943954
PAY00004315,b11b646e-36c3-4a39-8b5c-d987a9279b66,INV00004315,6,2025-01-06,19:22:15,3,MYR,Adyen,Completed,724.56,36.23,75.72,764.05,0.0,15.28,0,FLIGHT,REF34834446
PAY00004316,1805c8f2-9959-49f8-8f33-732c9f4f6bae,INV00004316,2195,2025-07-16,08:13:15,8,IDR,Xendit,Completed,687.73,34.39,71.87,725.21,0.0,14.5,0,FLIGHT,REF41528333
PAY00004317,747f413e-a580-487a-897b-d69688b11a5c,INV00004317,446,2025-11-23,02:13:43,5,JPY,Midtrans,Completed,579.54,57.95,57.37,578.96,0.0,11.58,0,FLIGHT,REF97212754
PAY00004318,9cc6f81a-799b-4224-8b3a-3fa2ed3743f9,INV00004318,2978,2025-11-19,23:47:12,8,JPY,Adyen,Completed,847.02,42.35,88.51,893.18,0.0,17.86,6,HOTEL,REF96691786
PAY00004319,e2109ea8-fbb1-4ff3-a8f6-e00b6873171f,INV00004319,4928,2026-03-11,11:23:26,2,IDR,PayPal,Completed,1069.28,0.0,117.62,1186.9,0.0,23.74,0,HOTEL,REF03573162
PAY00004320,0263e0e8-fdac-4e2a-a64a-23180d8f5b21,INV00004320,3964,2024-06-25,00:30:36,6,MYR,Xendit,Pending,1183.4,59.17,123.67,1247.9,0.0,24.96,0,HOTEL,REF74946754
PAY00004321,75846ec9-9f99-4436-aaba-5a878c0b202e,INV00004321,4630,2026-04-15,20:15:08,5,JPY,Adyen,Completed,1450.19,72.51,151.54,1529.22,0.0,30.58,0,HOTEL,REF12196060
PAY00004322,a1e350e2-8b39-4e3d-b3ab-52a3b3ea6719,INV00004322,3082,2025-10-16,21:20:53,9,SGD,Adyen,Completed,83.99,8.4,8.31,83.9,0.0,1.68,0,FLIGHT,REF85660147
PAY00004323,dee3a34b-c404-47db-90bf-cc717aaa5176,INV00004323,2743,2026-04-18,00:00:32,5,JPY,Xendit,Refunded,88.26,4.41,9.22,93.07,0.0,1.86,12,FLIGHT,REF00582113
PAY00004324,f116861d-9c82-469e-b0fb-5f599671b6fb,INV00004324,4917,2024-07-25,03:31:15,1,MYR,Adyen,Completed,937.35,0.0,103.11,1040.46,0.0,20.81,12,FLIGHT,REF03662245
PAY00004325,22e1bd36-8d55-462a-9621-b5bf588c0a22,INV00004325,114,2025-08-11,19:55:26,6,SGD,Stripe,Completed,1451.84,145.18,143.73,1450.39,0.0,29.01,12,HOTEL,REF09367739
PAY00004326,cfb1eb69-0c35-4857-a553-5d59f84451d8,INV00004326,3217,2026-02-07,11:31:41,1,USD,Adyen,Completed,1176.12,58.81,122.9,1240.21,0.0,24.8,0,FLIGHT,REF62219526
PAY00004327,6947ceea-dbb4-49d1-aee1-68c27d8b166e,INV00004327,1883,2024-11-01,02:52:25,5,SGD,Midtrans,Completed,821.74,0.0,90.39,912.13,0.0,18.24,0,FLIGHT,REF61377415
PAY00004328,4f26804d-3e90-42e7-9f00-b606a72a9b5e,INV00004328,1857,2025-11-22,16:47:47,1,IDR,Adyen,Completed,609.17,30.46,63.66,642.37,0.0,12.85,0,HOTEL,REF79135370
PAY00004329,224c1619-7ffb-45eb-a67b-d6bbfaaf6359,INV00004329,3890,2025-10-13,00:14:49,5,USD,Xendit,Completed,1109.83,55.49,115.98,1170.32,0.0,23.41,3,HOTEL,REF79583890
PAY00004330,1e6be64f-0b17-4453-857c-a8f91a347192,INV00004330,2550,2026-02-07,17:21:58,2,THB,Stripe,Completed,75.14,0.0,8.27,83.41,0.0,1.67,3,FLIGHT,REF17842053
PAY00004331,44d8ea5a-ce91-41e8-aedb-fb3ec7990678,INV00004331,3630,2026-02-28,00:15:47,5,IDR,Midtrans,Completed,371.25,37.12,36.75,370.88,0.0,7.42,6,HOTEL,REF88967879
PAY00004332,ffa89f97-9021-4d75-bab1-ce30e8db8a5c,INV00004332,452,2024-10-11,05:32:28,9,JPY,Xendit,Completed,409.15,0.0,45.01,454.16,0.0,9.08,12,HOTEL,REF60909352
PAY00004333,1b7c8a61-3687-4348-b5bd-a354658b1164,INV00004333,4239,2025-11-12,16:29:02,3,JPY,Xendit,Completed,314.12,15.71,32.83,331.24,0.0,6.62,6,HOTEL,REF11484835
PAY00004334,222b4611-1450-4fba-a6df-8edfb08fd0b6,INV00004334,1892,2025-06-25,08:40:15,7,SGD,PayPal,Completed,654.58,32.73,68.4,690.25,326.29,13.8,6,FLIGHT,REF27342191
PAY00004335,4a428b0f-4aa5-4dd6-aa8d-447fba1fddea,INV00004335,1667,2024-11-08,19:17:01,7,MYR,PayPal,Completed,230.31,0.0,25.33,255.64,0.0,5.11,0,HOTEL,REF93091884
PAY00004336,383a82fd-7066-4e5a-93fe-f3d712d1a272,INV00004336,3649,2024-10-28,03:18:10,4,THB,Adyen,Refunded,1344.33,0.0,147.88,1492.21,0.0,29.84,3,FLIGHT,REF37604877
PAY00004337,ec70e87c-c58d-42f0-aca5-4bd4a27a7a94,INV00004337,4032,2026-05-15,12:20:14,2,SGD,PayPal,Completed,1303.31,130.33,129.03,1302.01,0.0,26.04,6,HOTEL,REF25998963
PAY00004338,89bbb95e-8ef8-4fc1-b787-37f2bdfa6dc6,INV00004338,2186,2026-05-13,20:34:20,9,THB,Xendit,Completed,1012.68,0.0,111.39,1124.07,0.0,22.48,0,HOTEL,REF89046204
PAY00004339,e960f604-e7f2-40b5-8641-5ca9d1727deb,INV00004339,3302,2026-01-30,21:55:27,6,SGD,Adyen,Completed,714.05,0.0,78.55,792.6,0.0,15.85,12,FLIGHT,REF03118944
PAY00004340,4f2c189c-e9b2-4694-9272-dca1089fef7b,INV00004340,2369,2025-08-08,14:54:00,4,THB,PayPal,Completed,936.97,46.85,97.91,988.03,0.0,19.76,3,HOTEL,REF57213431
PAY00004341,860af2bb-64af-4ce8-ae87-cb6efd5b0307,INV00004341,547,2026-02-14,12:37:40,4,SGD,PayPal,Completed,701.67,70.17,69.47,700.97,0.0,14.02,3,HOTEL,REF51841035
PAY00004342,74f89406-90a2-4448-8ec7-928d97cc2b5b,INV00004342,1359,2026-02-08,14:54:19,1,USD,Midtrans,Completed,959.53,47.98,100.27,1011.82,0.0,20.24,6,HOTEL,REF06206150
PAY00004343,4349e349-9af4-4bb2-bfc1-a6ccbefd7a63,INV00004343,1262,2026-02-09,20:28:38,3,MYR,Adyen,Pending,125.29,12.53,12.4,125.16,0.0,2.5,3,HOTEL,REF51969129
PAY00004344,2efbcc3a-85ec-4177-9c73-5abd0b7ee169,INV00004344,1185,2025-09-04,11:05:33,1,USD,Xendit,Failed,484.41,48.44,47.96,483.93,0.0,9.68,0,FLIGHT,REF68853041
PAY00004345,3143eff3-2d4c-4010-a844-4af0024e6566,INV00004345,1649,2025-04-07,23:15:38,9,SGD,Xendit,Completed,521.67,26.08,54.51,550.1,0.0,11.0,0,FLIGHT,REF13428925
PAY00004346,e2285e9e-6666-4938-9b55-a91054524cd9,INV00004346,2618,2026-02-26,15:05:17,3,USD,Xendit,Completed,307.12,15.36,32.09,323.85,0.0,6.48,0,FLIGHT,REF12527721
PAY00004347,fda3b08a-b89e-4d9d-a18d-b889eb287a68,INV00004347,1885,2026-01-30,20:33:15,6,USD,PayPal,Completed,1327.94,66.4,138.77,1400.31,0.0,28.01,0,HOTEL,REF76583179
PAY00004348,aa5f26d0-3098-40ba-9e6a-1b508d863d52,INV00004348,398,2025-07-02,02:29:45,1,THB,Xendit,Completed,511.21,0.0,56.23,567.44,0.0,11.35,0,HOTEL,REF94527012
PAY00004349,4a80edc1-8a21-4da2-8745-0d5e93bdc10b,INV00004349,4739,2026-02-05,04:46:32,5,IDR,Stripe,Completed,213.96,21.4,21.18,213.74,205.08,4.27,0,FLIGHT,REF40618148
PAY00004350,67ac6319-1ac0-451f-ae5b-1ea2e01cbfac,INV00004350,314,2025-01-08,06:45:33,4,MYR,Xendit,Completed,560.36,56.04,55.48,559.8,0.0,11.2,6,FLIGHT,REF97830514
PAY00004351,f2140598-0ae0-4ca6-8a9d-e927a461bfe9,INV00004351,1403,2024-06-19,21:50:19,4,MYR,Xendit,Completed,933.9,93.39,92.46,932.97,0.0,18.66,3,HOTEL,REF53662296
PAY00004352,15521a0e-0279-419c-9a0b-0f6fa8891bd3,INV00004352,4649,2024-12-05,21:18:00,1,USD,Midtrans,Completed,782.75,39.14,81.8,825.41,0.0,16.51,0,HOTEL,REF34004787
PAY00004353,9120836b-a558-4aa4-9f4e-98f6fdbd4840,INV00004353,972,2025-03-07,09:31:41,4,USD,Stripe,Completed,550.91,55.09,54.54,550.36,0.0,11.01,0,HOTEL,REF72447665
PAY00004354,0130d61c-f5c7-4faf-a8f2-c3c53f241260,INV00004354,3456,2025-06-18,01:07:52,8,USD,Stripe,Completed,455.65,22.78,47.62,480.49,0.0,9.61,0,FLIGHT,REF02164476
PAY00004355,d5b415b8-e5c2-46b4-9481-f2f057bd8266,INV00004355,123,2024-12-25,22:23:54,5,MYR,PayPal,Completed,878.89,87.89,87.01,878.01,0.0,17.56,0,FLIGHT,REF88966632
PAY00004356,17c4432a-8b7c-40ef-a8c2-ebd9365df12c,INV00004356,4607,2024-07-02,22:43:54,3,JPY,Xendit,Completed,475.47,47.55,47.07,474.99,0.0,9.5,6,FLIGHT,REF42295565
PAY00004357,eb46959a-4394-49d4-a17a-756affc3cdab,INV00004357,1804,2025-08-03,00:01:00,8,JPY,Midtrans,Failed,167.34,0.0,18.41,185.75,0.0,3.71,12,HOTEL,REF83364072
PAY00004358,ad7112b3-0ae9-406d-8c8c-9ce1183edffe,INV00004358,1675,2025-07-03,22:56:29,5,THB,PayPal,Completed,250.36,12.52,26.16,264.0,0.0,5.28,0,FLIGHT,REF57734878
PAY00004359,d66d3eeb-c38d-4b3f-b0bf-7c1487e67300,INV00004359,4621,2025-08-15,01:40:09,4,MYR,Xendit,Completed,138.95,13.89,13.76,138.82,0.0,2.78,12,FLIGHT,REF28685690
PAY00004360,5572f3aa-5396-4422-bfb3-e76232b7333e,INV00004360,106,2026-01-11,08:05:28,2,THB,Adyen,Completed,450.57,45.06,44.61,450.12,0.0,9.0,6,HOTEL,REF40785545
PAY00004361,edf040d8-c865-4fef-9014-83ac712f98dd,INV00004361,1834,2025-06-10,16:34:55,3,JPY,Adyen,Completed,1438.91,0.0,158.28,1597.19,0.0,31.94,12,FLIGHT,REF08445054
PAY00004362,f870e3c8-a17b-410b-8467-4cf1066da8ff,INV00004362,1963,2026-02-13,01:17:21,9,THB,PayPal,Completed,111.1,0.0,12.22,123.32,0.0,2.47,12,FLIGHT,REF82131900
PAY00004363,06286472-a4f8-4021-8751-fe70ab486900,INV00004363,4780,2025-08-01,21:19:06,9,IDR,PayPal,Completed,817.39,0.0,89.91,907.3,0.0,18.15,0,FLIGHT,REF06362877
PAY00004364,edef973e-aed6-4795-9001-558939f5c6ae,INV00004364,675,2024-06-04,11:43:06,9,MYR,Stripe,Completed,519.35,51.94,51.42,518.83,0.0,10.38,6,FLIGHT,REF85654779
PAY00004365,de32ded5-e7bd-4aa7-a304-aa79c1518ee1,INV00004365,3806,2025-10-04,17:53:34,6,JPY,Xendit,Completed,1297.77,129.78,128.48,1296.47,0.0,25.93,3,FLIGHT,REF14633441
PAY00004366,797a84b3-d600-4c84-a39b-7d81f8623a51,INV00004366,2519,2025-03-18,19:03:57,4,IDR,Xendit,Pending,1253.2,62.66,130.96,1321.5,0.0,26.43,6,HOTEL,REF70365735
PAY00004367,dafa9e02-ee3e-4f78-a233-2890937f4d14,INV00004367,2418,2026-02-28,23:33:27,3,THB,Stripe,Completed,464.35,0.0,51.08,515.43,0.0,10.31,3,HOTEL,REF05949387
PAY00004368,43768b00-b0b2-4e60-86cf-c0b6eca4a6ac,INV00004368,1248,2024-08-05,02:13:19,9,USD,PayPal,Completed,116.09,11.61,11.49,115.97,0.0,2.32,6,FLIGHT,REF30167394
PAY00004369,ae5b56b6-ccf1-48cc-83d8-c2497c234faf,INV00004369,1599,2025-06-02,14:03:09,7,THB,Adyen,Completed,100.95,10.1,9.99,100.84,0.0,2.02,0,HOTEL,REF73115064
PAY00004370,fd8dcaf9-d219-4526-b6bf-43c605cd2f79,INV00004370,63,2025-01-28,13:28:42,5,USD,Stripe,Refunded,372.45,0.0,40.97,413.42,100.4,8.27,0,FLIGHT,REF87610576
PAY00004371,83c2d585-9bbe-4d14-bb82-90d887b86a5f,INV00004371,1549,2025-04-18,17:52:54,8,IDR,Adyen,Completed,1251.89,125.19,123.94,1250.64,0.0,25.01,0,HOTEL,REF91459383
PAY00004372,00ab1892-056f-42ba-9f17-696648897be7,INV00004372,4245,2024-06-09,04:58:20,6,SGD,Adyen,Completed,1215.01,121.5,120.29,1213.8,0.0,24.28,3,HOTEL,REF30714652
PAY00004373,555d98cc-b68a-4ca6-afeb-623c1e2949f7,INV00004373,83,2026-04-25,12:51:11,4,USD,Xendit,Pending,861.01,43.05,89.98,907.94,0.0,18.16,0,HOTEL,REF52249796
PAY00004374,86cd5d18-70c5-4a98-a122-e6f0643cdb01,INV00004374,963,2025-09-08,09:38:06,9,MYR,Adyen,Failed,787.39,78.74,77.95,786.6,0.0,15.73,0,FLIGHT,REF77474236
PAY00004375,be6c642b-7e6b-43de-9229-db321326e62d,INV00004375,936,2025-05-18,18:30:27,4,USD,Midtrans,Completed,899.89,89.99,89.09,898.99,0.0,17.98,12,FLIGHT,REF73759066
PAY00004376,34d77005-edfa-43e9-9147-5c4edf55b910,INV00004376,908,2024-09-22,03:38:49,9,USD,Midtrans,Pending,704.56,0.0,77.5,782.06,0.0,15.64,3,HOTEL,REF07737101
PAY00004377,eafcba2c-5918-4248-9788-b1ef393960c4,INV00004377,12,2025-08-28,09:51:13,6,THB,Xendit,Completed,939.4,46.97,98.17,990.6,0.0,19.81,0,FLIGHT,REF25936816
PAY00004378,2c1abd03-190b-4dc6-b5e5-30d31be960d9,INV00004378,3732,2026-02-13,13:54:23,7,THB,Xendit,Completed,1357.05,67.85,141.81,1431.01,0.0,28.62,0,FLIGHT,REF33228052
PAY00004379,652b9d7f-7a76-415c-88e4-d4e6646d2d78,INV00004379,3645,2025-06-03,19:07:26,7,IDR,Adyen,Completed,809.07,80.91,80.1,808.26,0.0,16.17,0,HOTEL,REF57464443
PAY00004380,e786b5d7-8370-4a62-a96e-95b8b3255fbf,INV00004380,1140,2025-10-05,18:11:15,1,IDR,Stripe,Completed,652.17,0.0,71.74,723.91,0.0,14.48,3,HOTEL,REF11812473
PAY00004381,46bb292a-1f17-449c-8c3b-695b08680183,INV00004381,4621,2025-09-30,10:16:10,9,THB,PayPal,Completed,304.99,30.5,30.19,304.68,96.0,6.09,0,HOTEL,REF88988249
PAY00004382,2b981eee-2c66-4e1c-9281-0ba90699324b,INV00004382,3025,2026-03-28,23:25:15,6,JPY,Xendit,Pending,861.94,0.0,94.81,956.75,0.0,19.14,3,HOTEL,REF24567861
PAY00004383,1c09d5d5-8f08-4fb3-a7e6-ff75afe76f6c,INV00004383,3842,2024-12-26,21:50:44,3,MYR,Adyen,Completed,216.7,21.67,21.45,216.48,0.0,4.33,0,FLIGHT,REF37686225
PAY00004384,976e5fcc-e4a8-4ea2-a882-bba97f91f019,INV00004384,3991,2025-12-01,08:25:16,6,IDR,Adyen,Failed,955.59,0.0,105.11,1060.7,0.0,21.21,12,HOTEL,REF64131636
PAY00004385,4b70625a-a33c-44de-9cd3-7563bf9d6b1d,INV00004385,2462,2025-03-17,21:51:11,4,USD,Midtrans,Completed,57.89,0.0,6.37,64.26,0.0,1.29,0,FLIGHT,REF01123364
PAY00004386,fedeb74d-e930-4192-875d-e4d72e9b9a86,INV00004386,3411,2025-11-09,13:46:19,5,MYR,Adyen,Completed,1016.74,0.0,111.84,1128.58,0.0,22.57,0,FLIGHT,REF31648020
PAY00004387,da4970d5-9cbb-403c-a00a-02564bc078f1,INV00004387,1787,2024-08-06,15:31:36,9,JPY,Midtrans,Failed,1031.67,103.17,102.14,1030.64,0.0,20.61,12,HOTEL,REF35283318
PAY00004388,21715dbb-a7c5-4bf4-b6b5-e64f881bbc77,INV00004388,3015,2026-04-12,00:13:59,9,USD,PayPal,Pending,998.09,49.9,104.3,1052.49,0.0,21.05,0,FLIGHT,REF21170416
PAY00004389,6a0bd17b-5e7d-4d75-b33d-15898ad16a76,INV00004389,4454,2026-03-28,10:44:28,8,USD,PayPal,Completed,278.92,13.95,29.15,294.12,0.0,5.88,0,FLIGHT,REF59068571
PAY00004390,a1e01345-9e58-4e9e-82ce-2d80515a72e1,INV00004390,342,2025-02-01,10:01:31,9,USD,Xendit,Completed,551.22,27.56,57.6,581.26,0.0,11.63,0,FLIGHT,REF63542827
PAY00004391,0dd19abe-ebb7-4963-97a1-a8e6b9294957,INV00004391,1485,2025-12-05,23:54:28,2,SGD,Stripe,Completed,74.41,7.44,7.37,74.34,0.0,1.49,3,HOTEL,REF42835621
PAY00004392,6997800b-962f-4b4a-8e4c-faa103746dff,INV00004392,1225,2025-06-20,01:50:49,5,MYR,Adyen,Completed,974.39,97.44,96.46,973.41,0.0,19.47,6,HOTEL,REF37790981
PAY00004393,16bcf425-235b-4e70-b745-36a849a40a09,INV00004393,1191,2026-03-12,08:11:24,8,MYR,Adyen,Completed,156.45,0.0,17.21,173.66,0.0,3.47,0,HOTEL,REF00420395
PAY00004394,d3262d6f-3276-402f-a205-4192756c9b7b,INV00004394,2671,2025-09-18,04:00:00,4,MYR,Stripe,Completed,90.5,4.53,9.46,95.43,0.0,1.91,0,HOTEL,REF58336548
PAY00004395,1f5d668c-a737-4074-9d00-dc6adb452567,INV00004395,2937,2025-05-04,02:23:47,7,USD,Xendit,Completed,823.94,0.0,90.63,914.57,0.0,18.29,0,FLIGHT,REF22731556
PAY00004396,a831174d-019b-4ca0-96f7-ec92c63b2ea7,INV00004396,612,2025-05-25,02:19:24,8,SGD,Xendit,Pending,823.11,41.16,86.01,867.96,0.0,17.36,3,HOTEL,REF77435056
PAY00004397,e75c2db0-59bc-4ef4-92fa-c9fcef034375,INV00004397,1583,2026-04-11,02:32:43,4,MYR,PayPal,Completed,420.36,0.0,46.24,466.6,0.0,9.33,0,HOTEL,REF76764916
PAY00004398,49b2e6a8-7dd9-4132-9eec-39072a9993d8,INV00004398,2133,2026-02-01,13:04:57,4,THB,Midtrans,Completed,183.07,0.0,20.14,203.21,0.0,4.06,6,FLIGHT,REF07835494
PAY00004399,5286cf17-878d-4b74-afd5-15f7a63a1981,INV00004399,4690,2025-09-06,00:47:28,3,JPY,Midtrans,Completed,301.12,15.06,31.47,317.53,0.0,6.35,0,FLIGHT,REF27637595
PAY00004400,6e48220a-f6a7-4e5e-bc62-9e5c127b14ec,INV00004400,66,2025-05-10,14:26:10,3,SGD,Xendit,Completed,1058.24,0.0,116.41,1174.65,0.0,23.49,0,HOTEL,REF09967005
PAY00004401,f936e91f-11d9-4eda-b63f-1d23e9b7b39f,INV00004401,1264,2025-03-16,04:26:19,9,MYR,Adyen,Completed,1074.77,0.0,118.22,1192.99,0.0,23.86,12,HOTEL,REF10544789
PAY00004402,fb377f4f-f574-423c-a6f4-d28f3760c6bd,INV00004402,4554,2024-09-19,13:50:10,6,JPY,Midtrans,Completed,1415.57,141.56,140.14,1414.15,0.0,28.28,12,HOTEL,REF88194894
PAY00004403,4fe30fbd-fb75-4400-96ad-de422e7aafcd,INV00004403,905,2024-12-29,16:27:55,8,SGD,PayPal,Completed,1080.65,54.03,112.93,1139.55,0.0,22.79,0,FLIGHT,REF22992438
PAY00004404,2dee43e4-066a-4085-9ddf-0f92db74be22,INV00004404,3564,2024-07-09,08:16:04,1,THB,Midtrans,Completed,800.72,80.07,79.27,799.92,0.0,16.0,0,HOTEL,REF77700349
PAY00004405,3998e9a6-c826-48ec-b6f8-448804432c9b,INV00004405,174,2025-03-14,19:08:13,4,IDR,PayPal,Completed,676.33,33.82,70.68,713.19,0.0,14.26,0,FLIGHT,REF72723246
PAY00004406,e61f28e5-8211-44d6-99be-a4ba948d3baf,INV00004406,996,2024-12-16,12:31:47,5,USD,Adyen,Completed,1418.89,141.89,140.47,1417.47,0.0,28.35,6,HOTEL,REF41735477
PAY00004407,cc671c9e-4c4e-43e8-870d-dce39affdff2,INV00004407,3098,2025-08-06,09:37:24,3,MYR,Xendit,Completed,1009.77,0.0,111.07,1120.84,0.0,22.42,6,HOTEL,REF96201050
PAY00004408,7bb20d2c-a75c-4d21-a533-a994d08bdc54,INV00004408,3604,2026-01-25,17:25:36,5,SGD,Midtrans,Failed,1079.98,108.0,106.92,1078.9,0.0,21.58,6,FLIGHT,REF43134315
PAY00004409,8b19cdaf-248f-4160-bb19-7717e2286373,INV00004409,615,2025-09-29,01:37:35,6,THB,Adyen,Completed,1478.07,147.81,146.33,1476.59,0.0,29.53,0,HOTEL,REF90336433
PAY00004410,2bed31ca-a789-4f0b-ad57-dc4a81834990,INV00004410,3194,2026-04-02,02:53:08,1,THB,PayPal,Completed,1167.52,116.75,115.58,1166.35,0.0,23.33,12,HOTEL,REF47266801
PAY00004411,94ba73fd-e9cd-49b6-8ca9-e676010a4491,INV00004411,135,2026-03-25,06:13:31,9,THB,Xendit,Pending,437.23,0.0,48.1,485.33,0.0,9.71,6,FLIGHT,REF77598722
PAY00004412,b5b9594a-ff8c-419d-8cdf-1f530a4d99c8,INV00004412,4530,2024-10-25,17:22:25,3,USD,Adyen,Completed,1041.46,0.0,114.56,1156.02,0.0,23.12,0,HOTEL,REF69660616
PAY00004413,40b1b2c4-4733-45aa-bef6-f311237cabc4,INV00004413,4193,2025-01-21,09:19:23,8,THB,Stripe,Completed,916.29,45.81,95.75,966.23,0.0,19.32,3,FLIGHT,REF78747835
PAY00004414,a8d41cf9-5f27-4188-84ef-382499f73250,INV00004414,2974,2025-05-14,18:45:28,8,JPY,Midtrans,Completed,673.33,67.33,66.66,672.66,0.0,13.45,12,HOTEL,REF61564985
PAY00004415,96089a74-a8f6-4594-9444-c3cd3447fef5,INV00004415,2414,2026-01-25,11:09:19,6,MYR,PayPal,Pending,730.33,0.0,80.34,810.67,0.0,16.21,0,FLIGHT,REF93013037
PAY00004416,6dd4987e-bf80-4f24-b1d8-ae1a945f8b5a,INV00004416,3886,2025-06-06,22:56:07,6,IDR,PayPal,Completed,1043.6,0.0,114.8,1158.4,0.0,23.17,0,HOTEL,REF59853069
PAY00004417,42be669c-0922-489e-a4e9-d8029ad7bdc4,INV00004417,2227,2026-01-26,00:10:28,8,SGD,Xendit,Completed,902.08,45.1,94.27,951.25,0.0,19.03,12,FLIGHT,REF75529635
PAY00004418,0d2abb4e-7b53-45ec-a3dd-4ec847759037,INV00004418,4837,2025-01-14,00:04:09,9,IDR,PayPal,Pending,1014.39,101.44,100.42,1013.37,0.0,20.27,3,FLIGHT,REF28018388
PAY00004419,495236a0-591d-48a8-b759-15b32e0518a3,INV00004419,2742,2025-12-17,13:51:01,2,IDR,Midtrans,Completed,319.48,0.0,35.14,354.62,0.0,7.09,6,HOTEL,REF67605337
PAY00004420,be6d7458-44be-400c-aaae-1f2aee1f61d2,INV00004420,2789,2024-07-24,14:13:05,8,THB,Xendit,Completed,908.98,90.9,89.99,908.07,0.0,18.16,6,FLIGHT,REF33292470
PAY00004421,9eaa77fc-ecab-4f86-b920-657e86f344e1,INV00004421,3785,2026-03-04,10:35:36,6,SGD,Adyen,Completed,255.7,25.57,25.31,255.44,0.0,5.11,0,FLIGHT,REF49931232
PAY00004422,d1fd1ae9-09f5-4475-83a3-c774ceb4d7b1,INV00004422,1073,2024-08-25,09:02:08,8,JPY,Xendit,Completed,776.3,38.81,81.12,818.61,59.31,16.37,0,HOTEL,REF57115881
PAY00004423,ca27a4e2-a78f-4918-9199-e7b189fab8db,INV00004423,2050,2025-12-28,01:42:17,1,SGD,Midtrans,Completed,510.27,0.0,56.13,566.4,0.0,11.33,0,FLIGHT,REF10062322
PAY00004424,e42fbb4d-5e50-449e-8e5d-ca55be476cb0,INV00004424,2387,2025-04-12,03:57:48,9,THB,PayPal,Completed,67.87,6.79,6.72,67.8,0.0,1.36,0,HOTEL,REF80153287
