room_id,hotel_id,room_number,room_type_code,room_type_name,base_rate_usd,is_active,created_at,updated_at
RM-HTL0014-206,HTL0014,206,DLX,Deluxe Room,109.68,1,2019-05-02 00:48:59,2021-08-07 06:23:09
RM-HTL0014-207,HTL0014,207,EXE,Executive Suite,409.53,1,2019-05-21 08:06:12,2019-05-21 08:06:12
RM-HTL0014-208,HTL0014,208,DLX,Deluxe Room,117.66,1,2019-04-30 00:50:16,2019-07-26 00:11:01
RM-HTL0014-209,HTL0014,209,DLX,Deluxe Room,117.88,1,2019-05-25 05:40:58,2019-05-25 05:40:58
RM-HTL0014-210,HTL0014,210,DLX,Deluxe Room,120.89,1,2019-04-26 12:19:21,2022-04-25 09:03:34
RM-HTL0014-211,HTL0014,211,SUT,Suite Room,262.45,0,2019-05-11 17:50:31,2026-02-24 11:27:13
RM-HTL0014-212,HTL0014,212,SUT,Suite Room,256.44,1,2019-05-22 04:15:02,2020-03-31 16:06:18
RM-HTL0014-213,HTL0014,213,DLX,Deluxe Room,123.49,1,2019-05-25 07:10:33,2021-07-26 04:28:27
RM-HTL0014-214,HTL0014,214,SUP,Superior Room,70.28,1,2019-05-13 14:47:43,2025-10-09 13:31:47
RM-HTL0014-215,HTL0014,215,EXE,Executive Suite,413.6,1,2019-05-08 10:55:47,2024-11-05 13:19:52
RM-HTL0014-216,HTL0014,216,SUP,Superior Room,89.42,1,2019-05-02 18:21:44,2023-07-22 12:03:12
RM-HTL0014-217,HTL0014,217,SUT,Suite Room,247.58,1,2019-04-26 12:39:34,2023-10-12 16:21:59
RM-HTL0014-218,HTL0014,218,STD,Standard Room,45.39,1,2019-05-12 11:29:47,2024-09-09 16:06:15
RM-HTL0014-219,HTL0014,219,SUP,Superior Room,86.58,0,2019-05-01 20:19:28,2020-01-08 14:58:14
RM-HTL0014-220,HTL0014,220,DLX,Deluxe Room,123.57,1,2019-04-25 04:29:09,2019-04-25 04:29:09
RM-HTL0014-221,HTL0014,221,SUP,Superior Room,85.54,1,2019-05-10 03:20:15,2025-07-30 09:39:47
RM-HTL0014-222,HTL0014,222,DLX,Deluxe Room,123.0,1,2019-05-13 00:37:18,2019-05-13 00:37:18
RM-HTL0014-223,HTL0014,223,DLX,Deluxe Room,116.43,1,2019-05-24 07:23:23,2024-03-11 05:30:53
RM-HTL0014-224,HTL0014,224,DLX,Deluxe Room,119.92,1,2019-05-08 17:55:20,2021-07-06 04:21:16
RM-HTL0014-225,HTL0014,225,SUT,Suite Room,253.85,1,2019-05-24 23:08:45,2021-10-17 11:00:24
RM-HTL0014-226,HTL0014,226,STD,Standard Room,64.36,1,2019-05-08 22:18:12,2019-05-08 22:18:12
RM-HTL0014-227,HTL0014,227,SUT,Suite Room,264.7,1,2019-04-29 11:23:00,2020-03-04 01:05:33
RM-HTL0014-228,HTL0014,228,STD,Standard Room,63.25,1,2019-05-11 07:50:11,2019-05-11 07:50:11
RM-HTL0014-229,HTL0014,229,SUT,Suite Room,256.24,0,2019-04-27 09:20:08,2021-05-24 04:43:13
RM-HTL0014-230,HTL0014,230,STD,Standard Room,51.4,1,2019-05-14 21:55:50,2025-11-14 13:39:41
RM-HTL0014-231,HTL0014,231,STD,Standard Room,48.14,1,2019-04-26 22:56:22,2020-04-22 12:28:51
RM-HTL0014-232,HTL0014,232,STD,Standard Room,51.73,1,2019-04-27 01:37:51,2019-04-27 01:37:51
RM-HTL0014-233,HTL0014,233,SUT,Suite Room,254.0,1,2019-05-02 07:36:47,2022-08-26 07:36:44
RM-HTL0014-234,HTL0014,234,STD,Standard Room,47.4,1,2019-05-21 03:30:42,2022-07-24 20:13:21
RM-HTL0014-235,HTL0014,235,SUP,Superior Room,72.43,1,2019-05-13 02:34:04,2022-05-02 16:19:29
RM-HTL0014-236,HTL0014,236,STD,Standard Room,64.02,1,2019-04-29 16:21:06,2024-06-23 11:00:16
RM-HTL0014-237,HTL0014,237,DLX,Deluxe Room,121.88,1,2019-05-11 10:28:39,2019-11-22 19:07:54
RM-HTL0014-238,HTL0014,238,DLX,Deluxe Room,108.79,1,2019-05-22 18:14:28,2021-12-29 01:13:52
RM-HTL0014-239,HTL0014,239,SUP,Superior Room,84.41,0,2019-05-01 00:24:41,2025-07-02 01:22:34
RM-HTL0014-240,HTL0014,240,SUT,Suite Room,256.28,1,2019-05-02 21:25:53,2019-05-02 21:25:53
RM-HTL0014-241,HTL0014,241,STD,Standard Room,54.59,1,2019-05-15 21:21:28,2021-10-16 23:11:50
RM-HTL0014-242,HTL0014,242,SUT,Suite Room,246.95,1,2019-05-08 10:42:43,2025-05-14 03:11:40
RM-HTL0014-243,HTL0014,243,EXE,Executive Suite,406.41,1,2019-05-04 17:37:46,2020-08-15 10:16:00
RM-HTL0014-244,HTL0014,244,EXE,Executive Suite,407.44,1,2019-05-14 10:15:47,2020-02-10 01:47:16
RM-HTL0014-245,HTL0014,245,SUP,Superior Room,84.2,1,2019-05-02 02:12:24,2019-06-12 16:24:20
RM-HTL0014-246,HTL0014,246,STD,Standard Room,63.97,1,2019-04-25 06:45:21,2023-03-18 11:53:54
RM-HTL0014-247,HTL0014,247,STD,Standard Room,64.33,1,2019-04-29 23:52:31,2025-04-01 12:25:04
RM-HTL0014-248,HTL0014,248,DLX,Deluxe Room,107.39,1,2019-04-27 22:47:59,2019-04-27 22:47:59
RM-HTL0014-249,HTL0014,249,DLX,Deluxe Room,118.52,1,2019-05-04 20:53:40,2025-12-05 07:27:59
RM-HTL0014-250,HTL0014,250,SUT,Suite Room,247.83,1,2019-05-07 11:08:53,2024-06-18 12:36:47
RM-HTL0014-251,HTL0014,251,EXE,Executive Suite,399.35,1,2019-05-19 20:14:10,2019-05-19 20:14:10
RM-HTL0014-252,HTL0014,252,STD,Standard Room,61.68,1,2019-05-20 00:28:19,2020-09-20 01:42:58
RM-HTL0014-253,HTL0014,253,SUP,Superior Room,82.24,1,2019-04-30 16:05:01,2019-04-30 16:05:01
RM-HTL0014-254,HTL0014,254,SUT,Suite Room,257.28,1,2019-05-01 05:03:54,2019-05-01 05:03:54
RM-HTL0014-255,HTL0014,255,EXE,Executive Suite,406.74,1,2019-04-29 11:39:52,2020-06-23 08:02:52
RM-HTL0014-256,HTL0014,256,SUT,Suite Room,251.6,1,2019-05-17 15:29:11,2019-05-17 15:29:11
RM-HTL0014-257,HTL0014,257,DLX,Deluxe Room,123.3,1,2019-05-05 18:49:43,2022-12-16 23:10:41
RM-HTL0014-258,HTL0014,258,SUP,Superior Room,76.45,1,2019-05-19 06:07:27,2020-08-28 15:44:10
RM-HTL0014-259,HTL0014,259,STD,Standard Room,74.66,1,2019-05-17 06:21:43,2019-05-17 06:21:43
RM-HTL0014-260,HTL0014,260,SUT,Suite Room,264.77,1,2019-05-14 22:25:08,2023-01-07 17:30:43
RM-HTL0014-261,HTL0014,261,DLX,Deluxe Room,110.4,1,2019-05-17 08:46:01,2019-05-29 14:14:47
RM-HTL0014-262,HTL0014,262,SUT,Suite Room,248.17,1,2019-05-19 04:35:55,2022-07-03 18:54:13
RM-HTL0014-263,HTL0014,263,SUT,Suite Room,249.45,1,2019-05-21 01:37:33,2019-08-28 22:11:13
RM-HTL0014-264,HTL0014,264,DLX,Deluxe Room,117.94,1,2019-05-20 11:10:40,2024-04-23 09:49:32
RM-HTL0014-265,HTL0014,265,SUP,Superior Room,75.5,1,2019-04-29 18:16:32,2025-09-23 08:41:03
RM-HTL0014-266,HTL0014,266,STD,Standard Room,45.2,1,2019-05-21 08:37:52,2024-12-27 17:49:23
RM-HTL0014-267,HTL0014,267,SUP,Superior Room,89.22,1,2019-05-13 02:37:43,2019-05-13 02:37:43
RM-HTL0014-268,HTL0014,268,SUT,Suite Room,249.51,1,2019-05-04 19:12:58,2019-05-04 19:12:58
RM-HTL0014-269,HTL0014,269,SUT,Suite Room,252.96,1,2019-05-04 12:20:11,2026-01-23 05:34:00
RM-HTL0014-270,HTL0014,270,DLX,Deluxe Room,123.13,1,2019-05-03 00:15:54,2022-02-13 19:25:51
RM-HTL0014-271,HTL0014,271,EXE,Executive Suite,411.1,1,2019-05-09 19:41:48,2024-09-26 18:19:50
RM-HTL0014-272,HTL0014,272,STD,Standard Room,63.13,1,2019-05-08 19:58:55,2020-08-28 15:46:58
RM-HTL0014-273,HTL0014,273,SUT,Suite Room,246.41,1,2019-04-29 10:25:43,2022-05-25 01:34:53
RM-HTL0014-274,HTL0014,274,SUT,Suite Room,252.72,1,2019-05-11 23:46:26,2024-11-04 00:01:18
RM-HTL0014-275,HTL0014,275,STD,Standard Room,62.09,1,2019-04-27 13:56:29,2026-01-13 07:24:34
RM-HTL0014-276,HTL0014,276,SUP,Superior Room,87.8,1,2019-05-08 02:31:36,2023-07-19 21:04:08
RM-HTL0014-277,HTL0014,277,SUT,Suite Room,254.67,1,2019-05-10 16:36:26,2022-03-17 16:33:10
RM-HTL0014-278,HTL0014,278,SUP,Superior Room,81.57,1,2019-05-22 20:33:20,2020-03-27 17:29:43
RM-HTL0014-279,HTL0014,279,DLX,Deluxe Room,115.08,1,2019-04-26 02:56:55,2026-03-10 02:34:53
RM-HTL0014-280,HTL0014,280,STD,Standard Room,51.26,1,2019-05-08 13:00:14,2023-01-13 18:48:22
RM-HTL0014-281,HTL0014,281,EXE,Executive Suite,412.38,1,2019-05-23 20:56:53,2025-02-23 09:38:00
RM-HTL0014-282,HTL0014,282,SUT,Suite Room,254.97,1,2019-05-15 15:04:24,2019-09-09 04:52:59
RM-HTL0014-283,HTL0014,283,SUP,Superior Room,78.95,1,2019-04-30 19:38:55,2019-04-30 19:38:55
RM-HTL0014-284,HTL0014,284,DLX,Deluxe Room,114.58,1,2019-05-02 09:28:06,2024-09-20 12:20:58
RM-HTL0014-285,HTL0014,285,SUT,Suite Room,258.83,1,2019-05-13 15:50:33,2019-05-13 15:50:33
RM-HTL0014-286,HTL0014,286,SUP,Superior Room,71.69,1,2019-05-17 07:19:43,2020-10-08 01:37:01
RM-HTL0014-287,HTL0014,287,DLX,Deluxe Room,106.12,1,2019-05-10 03:52:21,2021-06-04 10:29:35
RM-HTL0014-288,HTL0014,288,SUT,Suite Room,253.85,1,2019-04-29 08:16:58,2019-04-29 08:16:58
RM-HTL0014-289,HTL0014,289,DLX,Deluxe Room,115.44,1,2019-05-19 09:09:40,2025-01-21 03:06:01
RM-HTL0014-290,HTL0014,290,DLX,Deluxe Room,122.03,1,2019-04-25 11:08:42,2023-01-17 15:04:57
RM-HTL0014-291,HTL0014,291,STD,Standard Room,50.31,1,2019-05-21 17:57:21,2023-09-29 09:09:45
RM-HTL0014-292,HTL0014,292,SUT,Suite Room,257.06,1,2019-05-08 14:49:08,2022-06-11 07:02:39
RM-HTL0014-293,HTL0014,293,SUP,Superior Room,87.47,1,2019-05-15 16:35:22,2023-09-04 18:47:52
RM-HTL0014-294,HTL0014,294,SUT,Suite Room,250.67,1,2019-05-22 14:11:37,2022-08-19 16:19:58
RM-HTL0014-295,HTL0014,295,DLX,Deluxe Room,113.43,1,2019-05-10 01:30:35,2019-07-27 12:43:54
RM-HTL0014-296,HTL0014,296,SUP,Superior Room,81.43,0,2019-05-15 22:40:09,2019-05-15 22:40:09
RM-HTL0014-297,HTL0014,297,SUT,Suite Room,256.74,1,2019-05-03 12:40:10,2019-05-03 12:40:10
RM-HTL0014-298,HTL0014,298,STD,Standard Room,56.48,1,2019-04-29 03:56:14,2021-07-16 23:16:40
RM-HTL0014-299,HTL0014,299,SUP,Superior Room,71.39,1,2019-05-04 15:07:51,2019-11-14 01:05:24
RM-HTL0014-300,HTL0014,300,SUP,Superior Room,72.68,1,2019-05-03 07:23:53,2019-05-03 07:23:53
RM-HTL0014-301,HTL0014,301,DLX,Deluxe Room,112.54,1,2019-04-28 13:01:55,2022-04-10 10:23:27
RM-HTL0014-302,HTL0014,302,SUT,Suite Room,263.72,1,2019-05-06 08:34:02,2023-03-10 22:28:40
RM-HTL0014-303,HTL0014,303,DLX,Deluxe Room,115.26,1,2019-05-20 12:41:23,2022-03-22 04:49:00
RM-HTL0014-304,HTL0014,304,SUT,Suite Room,263.63,1,2019-05-08 05:10:18,2019-05-08 05:10:18
RM-HTL0014-305,HTL0014,305,DLX,Deluxe Room,119.41,1,2019-05-13 01:32:11,2019-05-13 01:32:11
RM-HTL0014-306,HTL0014,306,SUP,Superior Room,107.59,1,2019-05-04 22:29:40,2019-05-04 22:29:40
RM-HTL0014-307,HTL0014,307,SUP,Superior Room,71.17,0,2019-04-26 23:00:10,2024-05-08 07:04:34
RM-HTL0014-308,HTL0014,308,SUP,Superior Room,88.94,1,2019-05-21 02:11:50,2019-05-21 02:11:50
RM-HTL0014-309,HTL0014,309,SUP,Superior Room,77.89,1,2019-05-15 18:03:38,2024-06-30 06:07:09
RM-HTL0014-310,HTL0014,310,EXE,Executive Suite,396.34,1,2019-05-02 22:07:50,2019-05-02 22:07:50
RM-HTL0014-311,HTL0014,311,EXE,Executive Suite,407.34,1,2019-04-29 12:18:30,2019-11-05 06:34:59
RM-HTL0014-312,HTL0014,312,SUP,Superior Room,82.05,1,2019-05-23 23:57:01,2021-09-15 05:46:00
RM-HTL0014-313,HTL0014,313,STD,Standard Room,61.49,1,2019-05-19 07:29:07,2024-04-09 18:23:13
RM-HTL0014-314,HTL0014,314,EXE,Executive Suite,411.81,1,2019-05-04 12:13:16,2020-05-15 15:36:02
RM-HTL0014-315,HTL0014,315,SUT,Suite Room,253.89,1,2019-04-27 18:04:57,2022-06-21 09:48:47
RM-HTL0014-316,HTL0014,316,STD,Standard Room,61.17,1,2019-05-04 21:59:26,2022-07-25 16:11:04
RM-HTL0014-317,HTL0014,317,STD,Standard Room,62.04,0,2019-05-07 03:21:32,2024-05-20 23:08:56
RM-HTL0014-318,HTL0014,318,SUP,Superior Room,80.62,1,2019-05-03 14:23:24,2019-05-03 14:23:24
RM-HTL0014-319,HTL0014,319,STD,Standard Room,53.06,1,2019-05-03 13:53:26,2021-03-25 17:57:28
RM-HTL0014-320,HTL0014,320,DLX,Deluxe Room,116.08,1,2019-05-15 19:10:30,2019-05-15 19:10:30
RM-HTL0014-321,HTL0014,321,STD,Standard Room,61.31,1,2019-05-01 23:18:04,2022-02-13 13:57:27
RM-HTL0014-322,HTL0014,322,DLX,Deluxe Room,115.13,1,2019-05-20 14:12:08,2024-10-10 16:30:09
RM-HTL0014-323,HTL0014,323,EXE,Executive Suite,413.91,1,2019-05-12 14:44:22,2023-07-14 12:45:40
RM-HTL0014-324,HTL0014,324,EXE,Executive Suite,402.39,1,2019-04-29 11:43:57,2019-04-29 11:43:57
RM-HTL0014-325,HTL0014,325,EXE,Executive Suite,408.93,1,2019-05-08 15:27:24,2020-02-23 04:15:13
RM-HTL0014-326,HTL0014,326,DLX,Deluxe Room,114.0,1,2019-05-20 16:22:35,2023-06-10 00:15:22
RM-HTL0014-327,HTL0014,327,STD,Standard Room,49.14,1,2019-05-23 15:43:07,2019-05-23 15:43:07
RM-HTL0014-328,HTL0014,328,DLX,Deluxe Room,114.89,1,2019-05-12 15:47:29,2019-05-12 15:47:29
RM-HTL0014-329,HTL0014,329,SUP,Superior Room,78.26,1,2019-05-07 00:52:59,2022-10-07 10:05:22
RM-HTL0014-330,HTL0014,330,SUT,Suite Room,258.3,0,2019-04-28 14:56:32,2024-11-20 19:35:19
RM-HTL0014-331,HTL0014,331,DLX,Deluxe Room,105.91,0,2019-05-18 20:14:16,2022-07-16 20:40:35
RM-HTL0014-332,HTL0014,332,SUP,Superior Room,82.43,1,2019-05-05 13:58:15,2019-05-05 13:58:15
RM-HTL0014-333,HTL0014,333,SUT,Suite Room,259.34,1,2019-05-04 02:22:20,2021-11-13 18:37:11
RM-HTL0014-334,HTL0014,334,SUT,Suite Room,259.81,1,2019-05-08 22:24:03,2021-06-25 06:16:36
RM-HTL0014-335,HTL0014,335,DLX,Deluxe Room,120.92,1,2019-04-26 23:46:26,2022-10-30 16:37:03
RM-HTL0014-336,HTL0014,336,EXE,Executive Suite,404.87,1,2019-05-03 12:00:17,2022-10-01 03:59:29
RM-HTL0014-337,HTL0014,337,DLX,Deluxe Room,113.75,1,2019-05-03 08:37:20,2019-05-03 08:37:20
RM-HTL0014-338,HTL0014,338,SUP,Superior Room,74.46,1,2019-05-03 21:57:09,2019-05-03 21:57:09
RM-HTL0014-339,HTL0014,339,SUP,Superior Room,81.02,1,2019-05-14 22:00:37,2024-04-07 11:37:30
RM-HTL0014-340,HTL0014,340,SUT,Suite Room,264.01,1,2019-05-08 13:34:04,2021-12-08 23:56:45
RM-HTL0014-341,HTL0014,341,DLX,Deluxe Room,107.3,1,2019-05-14 03:40:41,2024-01-01 16:26:51
RM-HTL0014-342,HTL0014,342,SUT,Suite Room,264.01,1,2019-05-19 20:12:22,2021-02-13 05:57:00
RM-HTL0014-343,HTL0014,343,SUT,Suite Room,264.04,1,2019-04-25 05:23:14,2019-04-25 05:23:14
RM-HTL0014-344,HTL0014,344,EXE,Executive Suite,409.01,1,2019-05-07 04:58:35,2021-12-02 07:29:28
RM-HTL0014-345,HTL0014,345,SUP,Superior Room,78.99,1,2019-04-29 10:28:09,2022-11-27 23:33:22
RM-HTL0014-346,HTL0014,346,SUT,Suite Room,255.17,1,2019-05-04 21:44:27,2023-03-08 13:58:05
RM-HTL0014-347,HTL0014,347,EXE,Executive Suite,395.8,1,2019-05-15 21:32:01,2021-01-25 15:47:21
RM-HTL0014-348,HTL0014,348,EXE,Executive Suite,397.46,1,2019-05-22 00:04:54,2022-05-04 19:08:55
RM-HTL0014-349,HTL0014,349,STD,Standard Room,63.42,0,2019-05-02 00:45:39,2019-05-02 00:45:39
RM-HTL0014-350,HTL0014,350,EXE,Executive Suite,400.37,1,2019-04-26 12:04:27,2026-02-05 07:49:13
RM-HTL0014-351,HTL0014,351,STD,Standard Room,55.44,1,2019-05-12 17:50:27,2021-11-23 05:01:45
RM-HTL0014-352,HTL0014,352,EXE,Executive Suite,396.99,0,2019-05-02 14:23:51,2019-05-02 14:23:51
RM-HTL0014-353,HTL0014,353,SUT,Suite Room,255.65,1,2019-05-16 13:26:21,2020-06-22 20:18:01
RM-HTL0014-354,HTL0014,354,STD,Standard Room,54.06,1,2019-05-03 11:18:55,2023-07-26 21:11:40
RM-HTL0014-355,HTL0014,355,DLX,Deluxe Room,112.71,1,2019-05-02 18:36:32,2019-05-02 18:36:32
RM-HTL0014-356,HTL0014,356,SUP,Superior Room,72.0,1,2019-05-20 10:46:26,2023-08-10 18:33:34
RM-HTL0014-357,HTL0014,357,EXE,Executive Suite,403.27,1,2019-05-20 22:57:21,2019-05-20 22:57:21
RM-HTL0014-358,HTL0014,358,SUP,Superior Room,84.39,1,2019-04-29 07:48:19,2025-10-15 23:39:15
RM-HTL0014-359,HTL0014,359,DLX,Deluxe Room,123.92,1,2019-04-28 05:31:41,2022-05-14 04:49:03
RM-HTL0014-360,HTL0014,360,SUP,Superior Room,71.07,1,2019-05-10 06:54:28,2020-12-24 07:31:18
RM-HTL0014-361,HTL0014,361,EXE,Executive Suite,400.12,1,2019-05-11 20:42:10,2024-01-02 11:19:25
RM-HTL0014-362,HTL0014,362,DLX,Deluxe Room,106.76,1,2019-05-24 07:25:38,2022-01-23 01:08:56
RM-HTL0014-363,HTL0014,363,EXE,Executive Suite,397.77,1,2019-05-08 00:38:48,2023-02-05 02:14:32
RM-HTL0014-364,HTL0014,364,SUT,Suite Room,253.53,1,2019-05-09 05:36:43,2022-01-25 21:36:46
RM-HTL0014-365,HTL0014,365,SUP,Superior Room,77.23,1,2019-04-29 07:57:04,2020-01-17 12:26:32
RM-HTL0014-366,HTL0014,366,DLX,Deluxe Room,122.5,1,2019-04-26 17:35:28,2019-04-26 17:35:28
RM-HTL0014-367,HTL0014,367,SUP,Superior Room,121.02,1,2019-05-03 04:18:41,2019-05-03 04:18:41
RM-HTL0014-368,HTL0014,368,SUT,Suite Room,249.49,1,2019-05-15 16:10:03,2020-01-22 18:10:20
RM-HTL0014-369,HTL0014,369,DLX,Deluxe Room,112.89,1,2019-05-02 07:41:22,2025-03-28 02:38:50
RM-HTL0014-370,HTL0014,370,EXE,Executive Suite,403.4,0,2019-05-19 03:05:34,2020-03-03 11:35:31
RM-HTL0014-371,HTL0014,371,SUT,Suite Room,246.9,1,2019-05-05 16:11:35,2019-05-05 16:11:35
RM-HTL0014-372,HTL0014,372,DLX,Deluxe Room,123.98,1,2019-04-29 01:35:08,2019-04-29 01:35:08
RM-HTL0014-373,HTL0014,373,SUP,Superior Room,88.26,1,2019-05-10 12:51:13,2024-04-03 12:06:27
RM-HTL0014-374,HTL0014,374,EXE,Executive Suite,401.76,1,2019-04-26 11:13:18,2022-10-05 23:55:26
RM-HTL0014-375,HTL0014,375,SUT,Suite Room,251.23,1,2019-05-24 17:06:51,2019-05-24 17:06:51
RM-HTL0014-376,HTL0014,376,DLX,Deluxe Room,116.53,1,2019-05-01 21:51:24,2019-05-01 21:51:24
RM-HTL0014-377,HTL0014,377,EXE,Executive Suite,409.52,1,2019-05-07 17:43:17,2019-05-07 17:43:17
RM-HTL0014-378,HTL0014,378,SUT,Suite Room,252.31,1,2019-05-22 09:43:50,2022-11-16 12:03:04
RM-HTL0014-379,HTL0014,379,STD,Standard Room,48.12,1,2019-05-08 19:18:49,2019-08-28 19:49:37
RM-HTL0014-380,HTL0014,380,SUT,Suite Room,258.8,1,2019-05-11 04:54:17,2025-08-14 03:15:30
RM-HTL0014-381,HTL0014,381,SUP,Superior Room,80.19,1,2019-05-24 09:46:23,2024-05-09 02:07:53
RM-HTL0014-382,HTL0014,382,EXE,Executive Suite,399.38,1,2019-05-05 01:50:00,2020-06-28 01:01:01
RM-HTL0014-383,HTL0014,383,EXE,Executive Suite,408.67,1,2019-05-25 18:28:47,2019-05-25 18:28:47
RM-HTL0014-384,HTL0014,384,SUP,Superior Room,74.81,1,2019-05-09 17:56:34,2022-07-28 18:06:04
RM-HTL0014-385,HTL0014,385,STD,Standard Room,53.1,1,2019-05-18 08:04:46,2019-05-18 08:04:46
RM-HTL0014-386,HTL0014,386,DLX,Deluxe Room,121.85,1,2019-05-11 14:39:18,2023-11-27 09:20:25
RM-HTL0014-387,HTL0014,387,DLX,Deluxe Room,123.33,1,2019-05-21 00:50:40,2021-01-07 02:43:53
RM-HTL0014-388,HTL0014,388,DLX,Deluxe Room,105.03,1,2019-05-10 13:30:04,2019-11-21 07:32:03
RM-HTL0014-389,HTL0014,389,SUT,Suite Room,248.46,1,2019-05-22 18:58:59,2022-06-26 03:12:31
RM-HTL0014-390,HTL0014,390,STD,Standard Room,47.9,1,2019-05-25 05:06:18,2023-09-06 05:34:41
RM-HTL0014-391,HTL0014,391,SUP,Superior Room,81.13,1,2019-04-25 16:42:32,2019-04-25 16:42:32
RM-HTL0014-392,HTL0014,392,DLX,Deluxe Room,112.81,1,2019-04-26 08:45:40,2021-02-14 20:58:17
RM-HTL0014-393,HTL0014,393,EXE,Executive Suite,399.88,1,2019-04-25 14:30:56,2021-09-25 18:18:51
RM-HTL0014-394,HTL0014,394,DLX,Deluxe Room,105.89,1,2019-04-30 18:21:21,2019-04-30 18:21:21
RM-HTL0014-395,HTL0014,395,EXE,Executive Suite,400.05,1,2019-05-20 03:16:02,2021-05-06 12:58:44
RM-HTL0014-396,HTL0014,396,SUT,Suite Room,263.29,1,2019-05-22 15:42:24,2019-05-22 15:42:24
RM-HTL0014-397,HTL0014,397,SUT,Suite Room,249.1,1,2019-05-06 17:40:21,2021-01-01 16:32:45
RM-HTL0014-398,HTL0014,398,STD,Standard Room,61.67,1,2019-05-05 17:49:15,2021-02-09 12:29:59
RM-HTL0014-399,HTL0014,399,EXE,Executive Suite,410.78,1,2019-05-14 05:52:21,2019-05-14 05:52:21
RM-HTL0014-400,HTL0014,400,STD,Standard Room,64.29,1,2019-05-15 13:16:13,2021-07-15 13:10:56
RM-HTL0014-401,HTL0014,401,EXE,Executive Suite,413.08,1,2019-05-23 11:59:06,2019-05-23 11:59:06
RM-HTL0014-402,HTL0014,402,EXE,Executive Suite,413.52,1,2019-05-01 09:03:54,2019-09-30 12:33:19
RM-HTL0014-403,HTL0014,403,DLX,Deluxe Room,112.11,1,2019-05-05 16:50:47,2023-09-19 05:19:46
RM-HTL0014-404,HTL0014,404,SUT,Suite Room,257.26,1,2019-04-27 03:55:38,2021-12-08 11:34:33
RM-HTL0014-405,HTL0014,405,DLX,Deluxe Room,108.76,1,2019-05-03 20:10:34,2022-06-22 22:32:57
RM-HTL0014-406,HTL0014,406,SUP,Superior Room,84.39,1,2019-05-11 12:01:57,2023-02-05 07:10:35
RM-HTL0014-407,HTL0014,407,STD,Standard Room,51.65,1,2019-04-30 09:12:40,2019-04-30 09:12:40
RM-HTL0014-408,HTL0014,408,STD,Standard Room,62.02,1,2019-05-05 03:56:18,2025-05-23 17:19:12
RM-HTL0014-409,HTL0014,409,SUP,Superior Room,77.59,1,2019-05-04 11:29:07,2025-03-21 04:24:21
RM-HTL0014-410,HTL0014,410,EXE,Executive Suite,409.67,1,2019-05-20 12:36:17,2025-01-19 03:33:56
RM-HTL0014-411,HTL0014,411,DLX,Deluxe Room,116.54,1,2019-05-11 06:50:34,2020-09-11 00:29:53
RM-HTL0014-412,HTL0014,412,DLX,Deluxe Room,124.73,1,2019-05-24 14:24:46,2022-11-21 23:11:21
RM-HTL0014-413,HTL0014,413,EXE,Executive Suite,400.08,1,2019-05-07 22:47:42,2022-12-18 16:07:59
RM-HTL0014-414,HTL0014,414,DLX,Deluxe Room,118.59,1,2019-05-09 16:00:10,2020-04-28 21:27:46
RM-HTL0014-415,HTL0014,415,DLX,Deluxe Room,107.29,1,2019-05-16 03:12:48,2026-04-22 11:00:03
RM-HTL0014-416,HTL0014,416,STD,Standard Room,62.9,1,2019-05-12 08:04:18,2026-01-07 23:21:37
RM-HTL0014-417,HTL0014,417,SUP,Superior Room,87.95,1,2019-05-03 15:50:04,2020-03-11 23:08:28
RM-HTL0014-418,HTL0014,418,EXE,Executive Suite,396.12,1,2019-05-19 11:31:57,2022-06-30 12:34:18
RM-HTL0014-419,HTL0014,419,STD,Standard Room,54.27,0,2019-05-12 05:26:12,2021-07-31 06:15:16
RM-HTL0014-420,HTL0014,420,SUP,Superior Room,79.05,1,2019-05-14 03:25:32,2023-11-15 20:25:05
RM-HTL0014-421,HTL0014,421,SUT,Suite Room,248.76,1,2019-04-26 00:49:01,2026-04-22 09:29:27
RM-HTL0014-422,HTL0014,422,STD,Standard Room,49.85,1,2019-05-16 01:45:09,2021-09-27 13:27:07
RM-HTL0014-423,HTL0014,423,SUP,Superior Room,85.85,1,2019-05-24 01:58:39,2025-10-31 09:11:16
RM-HTL0014-424,HTL0014,424,SUP,Superior Room,80.86,1,2019-05-07 23:45:31,2022-07-14 05:05:15
RM-HTL0014-425,HTL0014,425,EXE,Executive Suite,412.09,1,2019-04-28 06:02:32,2019-04-28 06:02:32
RM-HTL0014-426,HTL0014,426,SUT,Suite Room,248.39,1,2019-04-25 13:05:18,2019-12-07 07:14:50
RM-HTL0014-427,HTL0014,427,SUP,Superior Room,89.39,1,2019-05-07 17:58:58,2019-05-07 17:58:58
RM-HTL0014-428,HTL0014,428,SUT,Suite Room,254.34,1,2019-05-03 02:39:31,2023-01-13 11:46:08
RM-HTL0014-429,HTL0014,429,EXE,Executive Suite,401.11,1,2019-05-24 10:27:13,2020-12-19 15:45:58
RM-HTL0014-430,HTL0014,430,SUP,Superior Room,86.63,1,2019-05-08 22:19:30,2022-07-20 10:52:23
RM-HTL0014-431,HTL0014,431,EXE,Executive Suite,415.0,1,2019-04-29 18:26:09,2023-10-28 11:00:08
