date_key,full_date,day_of_week,day_num,week_num,month_num,month_name,quarter,year,is_weekend,is_holiday,season
398,2023-02-02,Thursday,4,5,2,February,1,2023,False,False,Summer
399,2023-02-03,Friday,5,5,2,February,1,2023,False,False,Summer
400,2023-02-04,Saturday,6,5,2,February,1,2023,True,False,Summer
401,2023-02-05,Sunday,7,5,2,February,1,2023,True,False,Summer
402,2023-02-06,Monday,1,6,2,February,1,2023,False,False,Summer
403,2023-02-07,Tuesday,2,6,2,February,1,2023,False,False,Summer
404,2023-02-08,Wednesday,3,6,2,February,1,2023,False,False,Summer
405,2023-02-09,Thursday,4,6,2,February,1,2023,False,False,Summer
406,2023-02-10,Friday,5,6,2,February,1,2023,False,False,Summer
407,2023-02-11,Saturday,6,6,2,February,1,2023,True,False,Summer
408,2023-02-12,Sunday,7,6,2,February,1,2023,True,False,Summer
409,2023-02-13,Monday,1,7,2,February,1,2023,False,False,Summer
410,2023-02-14,Tuesday,2,7,2,February,1,2023,False,False,Summer
411,2023-02-15,Wednesday,3,7,2,February,1,2023,False,False,Summer
412,2023-02-16,Thursday,4,7,2,February,1,2023,False,False,Summer
413,2023-02-17,Friday,5,7,2,February,1,2023,False,False,Summer
414,2023-02-18,Saturday,6,7,2,February,1,2023,True,False,Summer
415,2023-02-19,Sunday,7,7,2,February,1,2023,True,False,Summer
416,2023-02-20,Monday,1,8,2,February,1,2023,False,False,Summer
417,2023-02-21,Tuesday,2,8,2,February,1,2023,False,False,Summer
418,2023-02-22,Wednesday,3,8,2,February,1,2023,False,False,Summer
419,2023-02-23,Thursday,4,8,2,February,1,2023,False,False,Summer
420,2023-02-24,Friday,5,8,2,February,1,2023,False,False,Summer
421,2023-02-25,Saturday,6,8,2,February,1,2023,True,False,Summer
422,2023-02-26,Sunday,7,8,2,February,1,2023,True,False,Summer
423,2023-02-27,Monday,1,9,2,February,1,2023,False,False,Summer
424,2023-02-28,Tuesday,2,9,2,February,1,2023,False,False,Summer
425,2023-03-01,Wednesday,3,9,3,March,1,2023,False,False,Fall
426,2023-03-02,Thursday,4,9,3,March,1,2023,False,False,Fall
427,2023-03-03,Friday,5,9,3,March,1,2023,False,False,Fall
428,2023-03-04,Saturday,6,9,3,March,1,2023,True,False,Fall
429,2023-03-05,Sunday,7,9,3,March,1,2023,True,False,Fall
430,2023-03-06,Monday,1,10,3,March,1,2023,False,False,Fall
431,2023-03-07,Tuesday,2,10,3,March,1,2023,False,False,Fall
432,2023-03-08,Wednesday,3,10,3,March,1,2023,False,False,Fall
433,2023-03-09,Thursday,4,10,3,March,1,2023,False,False,Fall
434,2023-03-10,Friday,5,10,3,March,1,2023,False,False,Fall
435,2023-03-11,Saturday,6,10,3,March,1,2023,True,False,Fall
436,2023-03-12,Sunday,7,10,3,March,1,2023,True,False,Fall
437,2023-03-13,Monday,1,11,3,March,1,2023,False,False,Fall
438,2023-03-14,Tuesday,2,11,3,March,1,2023,False,False,Fall
439,2023-03-15,Wednesday,3,11,3,March,1,2023,False,False,Fall
440,2023-03-16,Thursday,4,11,3,March,1,2023,False,False,Fall
441,2023-03-17,Friday,5,11,3,March,1,2023,False,False,Fall
442,2023-03-18,Saturday,6,11,3,March,1,2023,True,False,Fall
443,2023-03-19,Sunday,7,11,3,March,1,2023,True,False,Fall
444,2023-03-20,Monday,1,12,3,March,1,2023,False,False,Fall
445,2023-03-21,Tuesday,2,12,3,March,1,2023,False,False,Fall
446,2023-03-22,Wednesday,3,12,3,March,1,2023,False,False,Fall
447,2023-03-23,Thursday,4,12,3,March,1,2023,False,False,Fall
448,2023-03-24,Friday,5,12,3,March,1,2023,False,False,Fall
449,2023-03-25,Saturday,6,12,3,March,1,2023,True,False,Fall
450,2023-03-26,Sunday,7,12,3,March,1,2023,True,False,Fall
451,2023-03-27,Monday,1,13,3,March,1,2023,False,False,Fall
452,2023-03-28,Tuesday,2,13,3,March,1,2023,False,False,Fall
453,2023-03-29,Wednesday,3,13,3,March,1,2023,False,False,Fall
454,2023-03-30,Thursday,4,13,3,March,1,2023,False,False,Fall
455,2023-03-31,Friday,5,13,3,March,1,2023,False,False,Fall
456,2023-04-01,Saturday,6,13,4,April,2,2023,True,False,Fall
457,2023-04-02,Sunday,7,13,4,April,2,2023,True,False,Fall
458,2023-04-03,Monday,1,14,4,April,2,2023,False,False,Fall
459,2023-04-04,Tuesday,2,14,4,April,2,2023,False,False,Fall
460,2023-04-05,Wednesday,3,14,4,April,2,2023,False,False,Fall
461,2023-04-06,Thursday,4,14,4,April,2,2023,False,False,Fall
462,2023-04-07,Friday,5,14,4,April,2,2023,False,False,Fall
463,2023-04-08,Saturday,6,14,4,April,2,2023,True,False,Fall
464,2023-04-09,Sunday,7,14,4,April,2,2023,True,False,Fall
465,2023-04-10,Monday,1,15,4,April,2,2023,False,False,Fall
466,2023-04-11,Tuesday,2,15,4,April,2,2023,False,False,Fall
467,2023-04-12,Wednesday,3,15,4,April,2,2023,False,False,Fall
468,2023-04-13,Thursday,4,15,4,April,2,2023,False,False,Fall
469,2023-04-14,Friday,5,15,4,April,2,2023,False,False,Fall
470,2023-04-15,Saturday,6,15,4,April,2,2023,True,False,Fall
471,2023-04-16,Sunday,7,15,4,April,2,2023,True,False,Fall
472,2023-04-17,Monday,1,16,4,April,2,2023,False,False,Fall
473,2023-04-18,Tuesday,2,16,4,April,2,2023,False,False,Fall
474,2023-04-19,Wednesday,3,16,4,April,2,2023,False,False,Fall
475,2023-04-20,Thursday,4,16,4,April,2,2023,False,False,Fall
476,2023-04-21,Friday,5,16,4,April,2,2023,False,False,Fall
477,2023-04-22,Saturday,6,16,4,April,2,2023,True,False,Fall
478,2023-04-23,Sunday,7,16,4,April,2,2023,True,False,Fall
479,2023-04-24,Monday,1,17,4,April,2,2023,False,False,Fall
480,2023-04-25,Tuesday,2,17,4,April,2,2023,False,False,Fall
481,2023-04-26,Wednesday,3,17,4,April,2,2023,False,False,Fall
482,2023-04-27,Thursday,4,17,4,April,2,2023,False,False,Fall
483,2023-04-28,Friday,5,17,4,April,2,2023,False,False,Fall
484,2023-04-29,Saturday,6,17,4,April,2,2023,True,False,Fall
485,2023-04-30,Sunday,7,17,4,April,2,2023,True,False,Fall
486,2023-05-01,Monday,1,18,5,May,2,2023,False,False,Fall
487,2023-05-02,Tuesday,2,18,5,May,2,2023,False,False,Fall
488,2023-05-03,Wednesday,3,18,5,May,2,2023,False,False,Fall
489,2023-05-04,Thursday,4,18,5,May,2,2023,False,False,Fall
490,2023-05-05,Friday,5,18,5,May,2,2023,False,False,Fall
491,2023-05-06,Saturday,6,18,5,May,2,2023,True,False,Fall
492,2023-05-07,Sunday,7,18,5,May,2,2023,True,False,Fall
493,2023-05-08,Monday,1,19,5,May,2,2023,False,False,Fall
494,2023-05-09,Tuesday,2,19,5,May,2,2023,False,False,Fall
495,2023-05-10,Wednesday,3,19,5,May,2,2023,False,False,Fall
496,2023-05-11,Thursday,4,19,5,May,2,2023,False,False,Fall
497,2023-05-12,Friday,5,19,5,May,2,2023,False,False,Fall
498,2023-05-13,Saturday,6,19,5,May,2,2023,True,False,Fall
499,2023-05-14,Sunday,7,19,5,May,2,2023,True,False,Fall
500,2023-05-15,Monday,1,20,5,May,2,2023,False,False,Fall
501,2023-05-16,Tuesday,2,20,5,May,2,2023,False,False,Fall
502,2023-05-17,Wednesday,3,20,5,May,2,2023,False,False,Fall
503,2023-05-18,Thursday,4,20,5,May,2,2023,False,False,Fall
504,2023-05-19,Friday,5,20,5,May,2,2023,False,False,Fall
505,2023-05-20,Saturday,6,20,5,May,2,2023,True,False,Fall
506,2023-05-21,Sunday,7,20,5,May,2,2023,True,False,Fall
507,2023-05-22,Monday,1,21,5,May,2,2023,False,False,Fall
508,2023-05-23,Tuesday,2,21,5,May,2,2023,False,False,Fall
509,2023-05-24,Wednesday,3,21,5,May,2,2023,False,False,Fall
510,2023-05-25,Thursday,4,21,5,May,2,2023,False,False,Fall
511,2023-05-26,Friday,5,21,5,May,2,2023,False,False,Fall
512,2023-05-27,Saturday,6,21,5,May,2,2023,True,False,Fall
513,2023-05-28,Sunday,7,21,5,May,2,2023,True,False,Fall
514,2023-05-29,Monday,1,22,5,May,2,2023,False,False,Fall
515,2023-05-30,Tuesday,2,22,5,May,2,2023,False,False,Fall
516,2023-05-31,Wednesday,3,22,5,May,2,2023,False,False,Fall
517,2023-06-01,Thursday,4,22,6,June,2,2023,False,False,Winter
518,2023-06-02,Friday,5,22,6,June,2,2023,False,False,Winter
519,2023-06-03,Saturday,6,22,6,June,2,2023,True,False,Winter
520,2023-06-04,Sunday,7,22,6,June,2,2023,True,False,Winter
521,2023-06-05,Monday,1,23,6,June,2,2023,False,False,Winter
522,2023-06-06,Tuesday,2,23,6,June,2,2023,False,False,Winter
523,2023-06-07,Wednesday,3,23,6,June,2,2023,False,False,Winter
524,2023-06-08,Thursday,4,23,6,June,2,2023,False,False,Winter
525,2023-06-09,Friday,5,23,6,June,2,2023,False,False,Winter
526,2023-06-10,Saturday,6,23,6,June,2,2023,True,False,Winter
527,2023-06-11,Sunday,7,23,6,June,2,2023,True,False,Winter
528,2023-06-12,Monday,1,24,6,June,2,2023,False,False,Winter
529,2023-06-13,Tuesday,2,24,6,June,2,2023,False,False,Winter
530,2023-06-14,Wednesday,3,24,6,June,2,2023,False,False,Winter
531,2023-06-15,Thursday,4,24,6,June,2,2023,False,False,Winter
532,2023-06-16,Friday,5,24,6,June,2,2023,False,False,Winter
533,2023-06-17,Saturday,6,24,6,June,2,2023,True,False,Winter
534,2023-06-18,Sunday,7,24,6,June,2,2023,True,False,Winter
535,2023-06-19,Monday,1,25,6,June,2,2023,False,False,Winter
536,2023-06-20,Tuesday,2,25,6,June,2,2023,False,False,Winter
537,2023-06-21,Wednesday,3,25,6,June,2,2023,False,False,Winter
538,2023-06-22,Thursday,4,25,6,June,2,2023,False,False,Winter
539,2023-06-23,Friday,5,25,6,June,2,2023,False,False,Winter
540,2023-06-24,Saturday,6,25,6,June,2,2023,True,False,Winter
541,2023-06-25,Sunday,7,25,6,June,2,2023,True,False,Winter
542,2023-06-26,Monday,1,26,6,June,2,2023,False,False,Winter
543,2023-06-27,Tuesday,2,26,6,June,2,2023,False,False,Winter
544,2023-06-28,Wednesday,3,26,6,June,2,2023,False,False,Winter
545,2023-06-29,Thursday,4,26,6,June,2,2023,False,False,Winter
546,2023-06-30,Friday,5,26,6,June,2,2023,False,False,Winter
547,2023-07-01,Saturday,6,26,7,July,3,2023,True,False,Winter
548,2023-07-02,Sunday,7,26,7,July,3,2023,True,False,Winter
549,2023-07-03,Monday,1,27,7,July,3,2023,False,False,Winter
550,2023-07-04,Tuesday,2,27,7,July,3,2023,False,False,Winter
551,2023-07-05,Wednesday,3,27,7,July,3,2023,False,False,Winter
552,2023-07-06,Thursday,4,27,7,July,3,2023,False,False,Winter
553,2023-07-07,Friday,5,27,7,July,3,2023,False,False,Winter
554,2023-07-08,Saturday,6,27,7,July,3,2023,True,False,Winter
555,2023-07-09,Sunday,7,27,7,July,3,2023,True,False,Winter
556,2023-07-10,Monday,1,28,7,July,3,2023,False,False,Winter
557,2023-07-11,Tuesday,2,28,7,July,3,2023,False,False,Winter
558,2023-07-12,Wednesday,3,28,7,July,3,2023,False,False,Winter
559,2023-07-13,Thursday,4,28,7,July,3,2023,False,False,Winter
560,2023-07-14,Friday,5,28,7,July,3,2023,False,False,Winter
561,2023-07-15,Saturday,6,28,7,July,3,2023,True,False,Winter
562,2023-07-16,Sunday,7,28,7,July,3,2023,True,False,Winter
563,2023-07-17,Monday,1,29,7,July,3,2023,False,False,Winter
564,2023-07-18,Tuesday,2,29,7,July,3,2023,False,False,Winter
565,2023-07-19,Wednesday,3,29,7,July,3,2023,False,False,Winter
566,2023-07-20,Thursday,4,29,7,July,3,2023,False,False,Winter
567,2023-07-21,Friday,5,29,7,July,3,2023,False,False,Winter
568,2023-07-22,Saturday,6,29,7,July,3,2023,True,False,Winter
569,2023-07-23,Sunday,7,29,7,July,3,2023,True,False,Winter
570,2023-07-24,Monday,1,30,7,July,3,2023,False,False,Winter
571,2023-07-25,Tuesday,2,30,7,July,3,2023,False,False,Winter
572,2023-07-26,Wednesday,3,30,7,July,3,2023,False,False,Winter
573,2023-07-27,Thursday,4,30,7,July,3,2023,False,False,Winter
574,2023-07-28,Friday,5,30,7,July,3,2023,False,False,Winter
575,2023-07-29,Saturday,6,30,7,July,3,2023,True,False,Winter
576,2023-07-30,Sunday,7,30,7,July,3,2023,True,False,Winter
577,2023-07-31,Monday,1,31,7,July,3,2023,False,False,Winter
578,2023-08-01,Tuesday,2,31,8,August,3,2023,False,False,Winter
579,2023-08-02,Wednesday,3,31,8,August,3,2023,False,False,Winter
580,2023-08-03,Thursday,4,31,8,August,3,2023,False,False,Winter
581,2023-08-04,Friday,5,31,8,August,3,2023,False,False,Winter
582,2023-08-05,Saturday,6,31,8,August,3,2023,True,False,Winter
583,2023-08-06,Sunday,7,31,8,August,3,2023,True,False,Winter
584,2023-08-07,Monday,1,32,8,August,3,2023,False,False,Winter
585,2023-08-08,Tuesday,2,32,8,August,3,2023,False,False,Winter
586,2023-08-09,Wednesday,3,32,8,August,3,2023,False,False,Winter
587,2023-08-10,Thursday,4,32,8,August,3,2023,False,False,Winter
588,2023-08-11,Friday,5,32,8,August,3,2023,False,False,Winter
589,2023-08-12,Saturday,6,32,8,August,3,2023,True,False,Winter
590,2023-08-13,Sunday,7,32,8,August,3,2023,True,False,Winter
591,2023-08-14,Monday,1,33,8,August,3,2023,False,False,Winter
592,2023-08-15,Tuesday,2,33,8,August,3,2023,False,False,Winter
593,2023-08-16,Wednesday,3,33,8,August,3,2023,False,False,Winter
594,2023-08-17,Thursday,4,33,8,August,3,2023,False,False,Winter
595,2023-08-18,Friday,5,33,8,August,3,2023,False,False,Winter
596,2023-08-19,Saturday,6,33,8,August,3,2023,True,False,Winter
597,2023-08-20,Sunday,7,33,8,August,3,2023,True,False,Winter
598,2023-08-21,Monday,1,34,8,August,3,2023,False,False,Winter
599,2023-08-22,Tuesday,2,34,8,August,3,2023,False,False,Winter
600,2023-08-23,Wednesday,3,34,8,August,3,2023,False,False,Winter
601,2023-08-24,Thursday,4,34,8,August,3,2023,False,False,Winter
602,2023-08-25,Friday,5,34,8,August,3,2023,False,False,Winter
603,2023-08-26,Saturday,6,34,8,August,3,2023,True,False,Winter
604,2023-08-27,Sunday,7,34,8,August,3,2023,True,False,Winter
605,2023-08-28,Monday,1,35,8,August,3,2023,False,False,Winter
606,2023-08-29,Tuesday,2,35,8,August,3,2023,False,False,Winter
607,2023-08-30,Wednesday,3,35,8,August,3,2023,False,False,Winter
608,2023-08-31,Thursday,4,35,8,August,3,2023,False,False,Winter
609,2023-09-01,Friday,5,35,9,September,3,2023,False,False,Spring
610,2023-09-02,Saturday,6,35,9,September,3,2023,True,False,Spring
611,2023-09-03,Sunday,7,35,9,September,3,2023,True,False,Spring
612,2023-09-04,Monday,1,36,9,September,3,2023,False,False,Spring
613,2023-09-05,Tuesday,2,36,9,September,3,2023,False,False,Spring
614,2023-09-06,Wednesday,3,36,9,September,3,2023,False,False,Spring
615,2023-09-07,Thursday,4,36,9,September,3,2023,False,False,Spring
616,2023-09-08,Friday,5,36,9,September,3,2023,False,False,Spring
617,2023-09-09,Saturday,6,36,9,September,3,2023,True,False,Spring
618,2023-09-10,Sunday,7,36,9,September,3,2023,True,False,Spring
619,2023-09-11,Monday,1,37,9,September,3,2023,False,False,Spring
620,2023-09-12,Tuesday,2,37,9,September,3,2023,False,False,Spring
621,2023-09-13,Wednesday,3,37,9,September,3,2023,False,False,Spring
622,2023-09-14,Thursday,4,37,9,September,3,2023,False,False,Spring
623,2023-09-15,Friday,5,37,9,September,3,2023,False,False,Spring
624,2023-09-16,Saturday,6,37,9,September,3,2023,True,False,Spring
625,2023-09-17,Sunday,7,37,9,September,3,2023,True,False,Spring
626,2023-09-18,Monday,1,38,9,September,3,2023,False,False,Spring
627,2023-09-19,Tuesday,2,38,9,September,3,2023,False,False,Spring
628,2023-09-20,Wednesday,3,38,9,September,3,2023,False,False,Spring
629,2023-09-21,Thursday,4,38,9,September,3,2023,False,False,Spring
630,2023-09-22,Friday,5,38,9,September,3,2023,False,False,Spring
631,2023-09-23,Saturday,6,38,9,September,3,2023,True,False,Spring
632,2023-09-24,Sunday,7,38,9,September,3,2023,True,False,Spring
633,2023-09-25,Monday,1,39,9,September,3,2023,False,False,Spring
634,2023-09-26,Tuesday,2,39,9,September,3,2023,False,False,Spring
635,2023-09-27,Wednesday,3,39,9,September,3,2023,False,False,Spring
636,2023-09-28,Thursday,4,39,9,September,3,2023,False,False,Spring
637,2023-09-29,Friday,5,39,9,September,3,2023,False,False,Spring
638,2023-09-30,Saturday,6,39,9,September,3,2023,True,False,Spring
639,2023-10-01,Sunday,7,39,10,October,4,2023,True,False,Spring
640,2023-10-02,Monday,1,40,10,October,4,2023,False,False,Spring
641,2023-10-03,Tuesday,2,40,10,October,4,2023,False,False,Spring
642,2023-10-04,Wednesday,3,40,10,October,4,2023,False,False,Spring
643,2023-10-05,Thursday,4,40,10,October,4,2023,False,False,Spring
644,2023-10-06,Friday,5,40,10,October,4,2023,False,False,Spring
645,2023-10-07,Saturday,6,40,10,October,4,2023,True,False,Spring
646,2023-10-08,Sunday,7,40,10,October,4,2023,True,False,Spring
647,2023-10-09,Monday,1,41,10,October,4,2023,False,False,Spring
648,2023-10-10,Tuesday,2,41,10,October,4,2023,False,False,Spring
649,2023-10-11,Wednesday,3,41,10,October,4,2023,False,False,Spring
650,2023-10-12,Thursday,4,41,10,October,4,2023,False,False,Spring
651,2023-10-13,Friday,5,41,10,October,4,2023,False,False,Spring
652,2023-10-14,Saturday,6,41,10,October,4,2023,True,False,Spring
653,2023-10-15,Sunday,7,41,10,October,4,2023,True,False,Spring
654,2023-10-16,Monday,1,42,10,October,4,2023,False,False,Spring
655,2023-10-17,Tuesday,2,42,10,October,4,2023,False,False,Spring
656,2023-10-18,Wednesday,3,42,10,October,4,2023,False,False,Spring
657,2023-10-19,Thursday,4,42,10,October,4,2023,False,False,Spring
658,2023-10-20,Friday,5,42,10,October,4,2023,False,False,Spring
659,2023-10-21,Saturday,6,42,10,October,4,2023,True,False,Spring
660,2023-10-22,Sunday,7,42,10,October,4,2023,True,False,Spring
661,2023-10-23,Monday,1,43,10,October,4,2023,False,False,Spring
662,2023-10-24,Tuesday,2,43,10,October,4,2023,False,False,Spring
663,2023-10-25,Wednesday,3,43,10,October,4,2023,False,False,Spring
664,2023-10-26,Thursday,4,43,10,October,4,2023,False,False,Spring
665,2023-10-27,Friday,5,43,10,October,4,2023,False,False,Spring
666,2023-10-28,Saturday,6,43,10,October,4,2023,True,False,Spring
667,2023-10-29,Sunday,7,43,10,October,4,2023,True,False,Spring
668,2023-10-30,Monday,1,44,10,October,4,2023,False,False,Spring
669,2023-10-31,Tuesday,2,44,10,October,4,2023,False,False,Spring
670,2023-11-01,Wednesday,3,44,11,November,4,2023,False,False,Spring
671,2023-11-02,Thursday,4,44,11,November,4,2023,False,False,Spring
672,2023-11-03,Friday,5,44,11,November,4,2023,False,False,Spring
673,2023-11-04,Saturday,6,44,11,November,4,2023,True,False,Spring
674,2023-11-05,Sunday,7,44,11,November,4,2023,True,False,Spring
675,2023-11-06,Monday,1,45,11,November,4,2023,False,False,Spring
676,2023-11-07,Tuesday,2,45,11,November,4,2023,False,False,Spring
677,2023-11-08,Wednesday,3,45,11,November,4,2023,False,False,Spring
678,2023-11-09,Thursday,4,45,11,November,4,2023,False,False,Spring
679,2023-11-10,Friday,5,45,11,November,4,2023,False,False,Spring
680,2023-11-11,Saturday,6,45,11,November,4,2023,True,False,Spring
681,2023-11-12,Sunday,7,45,11,November,4,2023,True,False,Spring
682,2023-11-13,Monday,1,46,11,November,4,2023,False,False,Spring
683,2023-11-14,Tuesday,2,46,11,November,4,2023,False,False,Spring
684,2023-11-15,Wednesday,3,46,11,November,4,2023,False,False,Spring
685,2023-11-16,Thursday,4,46,11,November,4,2023,False,False,Spring
686,2023-11-17,Friday,5,46,11,November,4,2023,False,False,Spring
687,2023-11-18,Saturday,6,46,11,November,4,2023,True,False,Spring
688,2023-11-19,Sunday,7,46,11,November,4,2023,True,False,Spring
689,2023-11-20,Monday,1,47,11,November,4,2023,False,False,Spring
690,2023-11-21,Tuesday,2,47,11,November,4,2023,False,False,Spring
691,2023-11-22,Wednesday,3,47,11,November,4,2023,False,False,Spring
692,2023-11-23,Thursday,4,47,11,November,4,2023,False,False,Spring
693,2023-11-24,Friday,5,47,11,November,4,2023,False,False,Spring
694,2023-11-25,Saturday,6,47,11,November,4,2023,True,False,Spring
695,2023-11-26,Sunday,7,47,11,November,4,2023,True,False,Spring
696,2023-11-27,Monday,1,48,11,November,4,2023,False,False,Spring
697,2023-11-28,Tuesday,2,48,11,November,4,2023,False,False,Spring
698,2023-11-29,Wednesday,3,48,11,November,4,2023,False,False,Spring
699,2023-11-30,Thursday,4,48,11,November,4,2023,False,False,Spring
700,2023-12-01,Friday,5,48,12,December,4,2023,False,False,Summer
701,2023-12-02,Saturday,6,48,12,December,4,2023,True,False,Summer
702,2023-12-03,Sunday,7,48,12,December,4,2023,True,False,Summer
703,2023-12-04,Monday,1,49,12,December,4,2023,False,False,Summer
704,2023-12-05,Tuesday,2,49,12,December,4,2023,False,False,Summer
705,2023-12-06,Wednesday,3,49,12,December,4,2023,False,False,Summer
706,2023-12-07,Thursday,4,49,12,December,4,2023,False,False,Summer
707,2023-12-08,Friday,5,49,12,December,4,2023,False,False,Summer
708,2023-12-09,Saturday,6,49,12,December,4,2023,True,False,Summer
709,2023-12-10,Sunday,7,49,12,December,4,2023,True,False,Summer
710,2023-12-11,Monday,1,50,12,December,4,2023,False,False,Summer
711,2023-12-12,Tuesday,2,50,12,December,4,2023,False,False,Summer
712,2023-12-13,Wednesday,3,50,12,December,4,2023,False,False,Summer
713,2023-12-14,Thursday,4,50,12,December,4,2023,False,False,Summer
714,2023-12-15,Friday,5,50,12,December,4,2023,False,False,Summer
715,2023-12-16,Saturday,6,50,12,December,4,2023,True,False,Summer
716,2023-12-17,Sunday,7,50,12,December,4,2023,True,False,Summer
717,2023-12-18,Monday,1,51,12,December,4,2023,False,False,Summer
718,2023-12-19,Tuesday,2,51,12,December,4,2023,False,False,Summer
719,2023-12-20,Wednesday,3,51,12,December,4,2023,False,False,Summer
720,2023-12-21,Thursday,4,51,12,December,4,2023,False,False,Summer
721,2023-12-22,Friday,5,51,12,December,4,2023,False,False,Summer
722,2023-12-23,Saturday,6,51,12,December,4,2023,True,False,Summer
723,2023-12-24,Sunday,7,51,12,December,4,2023,True,False,Summer
724,2023-12-25,Monday,1,52,12,December,4,2023,False,True,Summer
725,2023-12-26,Tuesday,2,52,12,December,4,2023,False,False,Summer
726,2023-12-27,Wednesday,3,52,12,December,4,2023,False,False,Summer
727,2023-12-28,Thursday,4,52,12,December,4,2023,False,False,Summer
728,2023-12-29,Friday,5,52,12,December,4,2023,False,False,Summer
729,2023-12-30,Saturday,6,52,12,December,4,2023,True,False,Summer
730,2023-12-31,Sunday,7,52,12,December,4,2023,True,True,Summer
731,2024-01-01,Monday,1,1,1,January,1,2024,False,True,Summer
732,2024-01-02,Tuesday,2,1,1,January,1,2024,False,False,Summer
733,2024-01-03,Wednesday,3,1,1,January,1,2024,False,False,Summer
734,2024-01-04,Thursday,4,1,1,January,1,2024,False,False,Summer
735,2024-01-05,Friday,5,1,1,January,1,2024,False,False,Summer
736,2024-01-06,Saturday,6,1,1,January,1,2024,True,False,Summer
737,2024-01-07,Sunday,7,1,1,January,1,2024,True,False,Summer
738,2024-01-08,Monday,1,2,1,January,1,2024,False,False,Summer
739,2024-01-09,Tuesday,2,2,1,January,1,2024,False,False,Summer
740,2024-01-10,Wednesday,3,2,1,January,1,2024,False,False,Summer
741,2024-01-11,Thursday,4,2,1,January,1,2024,False,False,Summer
742,2024-01-12,Friday,5,2,1,January,1,2024,False,False,Summer
743,2024-01-13,Saturday,6,2,1,January,1,2024,True,False,Summer
744,2024-01-14,Sunday,7,2,1,January,1,2024,True,False,Summer
745,2024-01-15,Monday,1,3,1,January,1,2024,False,False,Summer
746,2024-01-16,Tuesday,2,3,1,January,1,2024,False,False,Summer
747,2024-01-17,Wednesday,3,3,1,January,1,2024,False,False,Summer
748,2024-01-18,Thursday,4,3,1,January,1,2024,False,False,Summer
749,2024-01-19,Friday,5,3,1,January,1,2024,False,False,Summer
750,2024-01-20,Saturday,6,3,1,January,1,2024,True,False,Summer
751,2024-01-21,Sunday,7,3,1,January,1,2024,True,False,Summer
752,2024-01-22,Monday,1,4,1,January,1,2024,False,False,Summer
753,2024-01-23,Tuesday,2,4,1,January,1,2024,False,False,Summer
754,2024-01-24,Wednesday,3,4,1,January,1,2024,False,False,Summer
755,2024-01-25,Thursday,4,4,1,January,1,2024,False,False,Summer
756,2024-01-26,Friday,5,4,1,January,1,2024,False,False,Summer
757,2024-01-27,Saturday,6,4,1,January,1,2024,True,False,Summer
758,2024-01-28,Sunday,7,4,1,January,1,2024,True,False,Summer
759,2024-01-29,Monday,1,5,1,January,1,2024,False,False,Summer
760,2024-01-30,Tuesday,2,5,1,January,1,2024,False,False,Summer
761,2024-01-31,Wednesday,3,5,1,January,1,2024,False,False,Summer
762,2024-02-01,Thursday,4,5,2,February,1,2024,False,False,Summer
763,2024-02-02,Friday,5,5,2,February,1,2024,False,False,Summer
764,2024-02-03,Saturday,6,5,2,February,1,2024,True,False,Summer
765,2024-02-04,Sunday,7,5,2,February,1,2024,True,False,Summer
766,2024-02-05,Monday,1,6,2,February,1,2024,False,False,Summer
767,2024-02-06,Tuesday,2,6,2,February,1,2024,False,False,Summer
768,2024-02-07,Wednesday,3,6,2,February,1,2024,False,False,Summer
769,2024-02-08,Thursday,4,6,2,February,1,2024,False,False,Summer
770,2024-02-09,Friday,5,6,2,February,1,2024,False,False,Summer
771,2024-02-10,Saturday,6,6,2,February,1,2024,True,False,Summer
772,2024-02-11,Sunday,7,6,2,February,1,2024,True,False,Summer
773,2024-02-12,Monday,1,7,2,February,1,2024,False,False,Summer
774,2024-02-13,Tuesday,2,7,2,February,1,2024,False,False,Summer
775,2024-02-14,Wednesday,3,7,2,February,1,2024,False,False,Summer
776,2024-02-15,Thursday,4,7,2,February,1,2024,False,False,Summer
777,2024-02-16,Friday,5,7,2,February,1,2024,False,False,Summer
778,2024-02-17,Saturday,6,7,2,February,1,2024,True,False,Summer
779,2024-02-18,Sunday,7,7,2,February,1,2024,True,False,Summer
780,2024-02-19,Monday,1,8,2,February,1,2024,False,False,Summer
781,2024-02-20,Tuesday,2,8,2,February,1,2024,False,False,Summer
782,2024-02-21,Wednesday,3,8,2,February,1,2024,False,False,Summer
783,2024-02-22,Thursday,4,8,2,February,1,2024,False,False,Summer
784,2024-02-23,Friday,5,8,2,February,1,2024,False,False,Summer
785,2024-02-24,Saturday,6,8,2,February,1,2024,True,False,Summer
786,2024-02-25,Sunday,7,8,2,February,1,2024,True,False,Summer
787,2024-02-26,Monday,1,9,2,February,1,2024,False,False,Summer
788,2024-02-27,Tuesday,2,9,2,February,1,2024,False,False,Summer
789,2024-02-28,Wednesday,3,9,2,February,1,2024,False,False,Summer
790,2024-02-29,Thursday,4,9,2,February,1,2024,False,False,Summer
791,2024-03-01,Friday,5,9,3,March,1,2024,False,False,Fall
792,2024-03-02,Saturday,6,9,3,March,1,2024,True,False,Fall
793,2024-03-03,Sunday,7,9,3,March,1,2024,True,False,Fall
794,2024-03-04,Monday,1,10,3,March,1,2024,False,False,Fall
795,2024-03-05,Tuesday,2,10,3,March,1,2024,False,False,Fall
