payment_key,payment_date_key,payment_time_key,customer_key,payment_method_key,currency_key,flight_segment_key,hotel_stay_key,payment_reference,invoice_number,payment_status,payment_gateway,installment_months,gross_amount_usd,discount_amount_usd,tax_amount_usd,net_amount_usd,refund_amount_usd,gateway_fee_usd,loyalty_points_used,loyalty_points_earned,transaction_amount_local,source_reference_num,transaction_source
2643,497,815,2510,7,2,860.0,,PAY89266136734,INV-CN222-518939,Completed,Xendit,0,2269.91,0.0,191.97,2461.88,0.0,44.31,0,2461,39020798.0,CNF55916983,PARTNER
2644,814,1000,1107,7,2,7703.0,,PAY27230219696,INV-HD486-140274,Completed,DOKU,0,204.2,0.0,19.63,223.83,0.0,4.92,944,223,3547705.5,CNF72623411,AGENT
2645,147,1400,2454,1,4,13413.0,,PAY62859606816,INV-RU505-183149,Completed,Xendit,0,325.07,0.0,27.87,352.94,0.0,6.35,1226,352,1651.76,CNF15450784,HOTEL
2646,810,2015,800,12,2,5842.0,,PAY73215600728,INV-AG577-631541,Completed,Midtrans,0,3104.03,0.0,348.94,3452.97,0.0,69.06,0,10358,54729574.5,CNF71273364,HOTEL
2647,300,2145,1882,1,1,3744.0,,PAY76142200048,INV-DX829-843880,Failed,Internal,0,1569.24,0.0,149.7,1718.94,0.0,0.0,0,0,1718.94,CNF97938926,AGENT
2648,939,2345,516,13,2,10467.0,,PAY19645723538,INV-XE939-481739,Completed,Xendit,0,1910.22,0.0,235.15,2145.37,0.0,38.62,0,2145,34004114.5,CNF55039779,AGENT
2649,778,300,1714,12,2,3803.0,,PAY34177401717,INV-EI136-109400,Completed,Midtrans,0,1403.85,0.0,159.9,1563.75,0.0,31.28,0,1563,24785437.5,CNF55770183,PARTNER
2650,880,1700,1356,1,2,12310.0,,PAY14877381923,INV-MM883-445101,Completed,Midtrans,0,5364.28,0.0,542.98,5907.26,0.0,118.15,0,29536,93630071.0,CNF62343239,AIRLINE
2651,105,1230,1544,7,4,14939.0,,PAY65030911930,INV-KW476-332973,Completed,Xendit,0,97.94,9.79,9.64,97.79,0.0,1.76,0,97,457.66,CNF50648456,AIRLINE
2652,2,2345,2975,6,2,7414.0,,PAY97839466900,INV-TZ629-380938,Completed,Midtrans,0,272.9,0.0,26.0,298.9,0.0,5.98,0,298,4737565.0,CNF94059147,PARTNER
2653,511,500,150,6,1,4644.0,,PAY26241966405,INV-DZ066-732915,Completed,PayPal,0,7180.5,1077.08,603.18,6706.6,0.0,228.02,0,6706,6706.6,CNF67585883,HOTEL
2654,106,1300,1337,1,2,12231.0,,PAY11927644964,INV-HE203-300235,Completed,Xendit,0,87.62,0.0,9.06,96.68,0.0,1.74,0,290,1532378.0,CNF57618099,HOTEL
2655,933,945,2221,5,6,10643.0,,PAY32871619141,INV-HS348-376586,Completed,Midtrans,0,286.37,0.0,24.13,310.5,0.0,6.21,3283,310,46419.75,CNF34278848,PARTNER
2656,837,1015,661,1,2,3967.0,,PAY45446330921,INV-IQ644-795472,Pending,Midtrans,0,2038.83,0.0,247.85,2286.68,0.0,45.73,0,0,36243878.0,CNF57512253,PARTNER
2657,517,945,103,2,2,10816.0,,PAY71201472338,INV-XP961-245418,Completed,Stripe,0,2048.83,102.44,221.37,2167.76,0.0,62.87,1070,6503,34358996.0,CNF54259701,PARTNER
2658,835,1330,2780,2,2,9632.0,,PAY32730473153,INV-BQ466-644938,Completed,Stripe,0,294.13,0.0,30.45,324.58,0.0,9.41,76,649,5144593.0,CNF75941332,HOTEL
2659,315,830,2804,4,2,11540.0,,PAY10527386042,INV-GF809-670416,Completed,DOKU,0,214.79,21.48,16.2,209.51,0.0,4.61,10130,209,3320733.5,CNF12104995,AIRLINE
2660,716,2315,2736,1,2,10141.0,,PAY37839250700,INV-UF273-694759,Completed,Stripe,6,2209.53,0.0,238.22,2447.75,0.0,70.98,0,2447,38796837.5,CNF56351041,AIRLINE
2661,554,1515,2367,2,10,9342.0,,PAY30601391189,INV-DG281-062201,Completed,Xendit,0,234.5,0.0,24.23,258.73,0.0,4.66,0,258,2023.27,CNF64706632,HOTEL
2662,219,2115,2401,2,6,4954.0,,PAY80304773417,INV-SE571-338178,Failed,Midtrans,0,317.65,31.76,28.13,314.02,0.0,6.28,0,0,46945.99,CNF38516631,AGENT
2663,697,45,294,2,10,10819.0,,PAY23054810819,INV-AY672-627627,Completed,Internal,6,492.06,0.0,48.97,541.03,0.0,0.0,0,541,4230.85,CNF25322251,PARTNER
2664,103,900,2106,6,9,95.0,,PAY20104799947,INV-QF610-427522,Completed,Xendit,0,165.86,0.0,13.8,179.66,0.0,3.23,588,179,141.93,CNF61094416,AGENT
2665,571,2100,2166,1,2,1163.0,,PAY96359556303,INV-KG089-101802,Completed,Adyen,0,1227.53,61.38,106.08,1272.23,0.0,19.08,0,1272,20164845.5,CNF71053925,PARTNER
2666,243,315,2336,12,2,6337.0,,PAY32649718436,INV-OH515-782969,Completed,Xendit,0,96.08,0.0,9.96,106.04,0.0,1.91,0,212,1680734.0,CNF26753490,PARTNER
2667,560,345,73,1,10,11676.0,,PAY95415276556,INV-UF664-631792,Completed,Midtrans,0,2186.87,0.0,248.73,2435.6,0.0,48.71,3,2435,19046.39,CNF75464647,HOTEL
2668,597,915,1626,2,2,36.0,,PAY06409116299,INV-PD360-515488,Completed,DOKU,3,610.84,30.54,64.95,645.25,0.0,14.2,5794,1935,10227212.5,CNF40466821,AGENT
2669,583,730,465,7,4,1784.0,,PAY85454695648,INV-NJ410-837805,Completed,Xendit,0,191.92,0.0,20.08,212.0,0.0,3.82,0,212,992.16,CNF70455300,AGENT
2670,115,1930,150,2,2,8608.0,,PAY39746416164,INV-MU875-391771,Completed,Xendit,0,95.42,0.0,11.93,107.35,0.0,1.93,0,107,1701497.5,CNF63842344,HOTEL
2671,371,0,847,4,6,679.0,,PAY29840710353,INV-UJ228-661610,Completed,Xendit,0,1896.87,0.0,202.46,2099.33,0.0,37.79,77,2099,313849.83,CNF96276861,AGENT
2672,1,515,1735,2,2,6488.0,,PAY37703528407,INV-ZH585-288168,Completed,Xendit,0,1187.12,0.0,145.98,1333.1,0.0,24.0,677,1333,21129635.0,CNF12302215,AGENT
2673,622,1000,359,6,4,14024.0,,PAY15066069533,INV-KL258-127496,Completed,DOKU,0,341.39,0.0,37.13,378.52,0.0,8.33,0,378,1771.47,CNF93652433,AGENT
2674,197,1330,2757,7,8,11091.0,,PAY11727384298,INV-YA488-540032,Refunded,Midtrans,0,636.12,0.0,54.24,690.36,690.36,13.81,0,0,2535.35,CNF16294899,AGENT
2675,612,100,2389,2,2,9804.0,,PAY51637497390,INV-LD306-013529,Partial Refund,Adyen,3,143.76,7.19,15.17,151.74,48.48,2.28,172,0,2405079.0,CNF46481141,AGENT
2676,49,1045,1821,9,2,2155.0,,PAY49925098836,INV-UW176-878820,Pending,Stripe,0,1200.08,0.0,124.67,1324.75,0.0,38.42,0,0,20997287.5,CNF02271131,AIRLINE
2677,474,1245,2755,1,6,4735.0,,PAY09034475081,INV-VO644-083988,Completed,Midtrans,0,215.89,43.18,18.77,191.48,0.0,3.83,0,191,28626.26,CNF07440143,AGENT
2678,193,2000,1928,1,2,7462.0,,PAY32228969856,INV-ZF829-124891,Completed,Xendit,0,4558.43,0.0,389.31,4947.74,0.0,89.06,0,4947,78421679.0,CNF02503586,HOTEL
2679,350,2215,1897,1,2,8514.0,,PAY05498177173,INV-HB367-297652,Completed,Midtrans,0,1574.56,236.18,141.09,1479.47,0.0,29.59,0,1479,23449599.5,CNF19496835,AIRLINE
2680,301,1830,71,14,9,1643.0,,PAY99420204056,INV-DK671-103037,Pending,Midtrans,0,219.04,0.0,26.02,245.06,0.0,4.9,0,0,193.6,CNF18776458,AGENT
2681,334,845,2514,7,2,14537.0,,PAY61319312046,INV-XA718-787327,Completed,Stripe,0,151.31,7.57,12.09,155.83,0.0,4.52,0,155,2469905.5,CNF79505290,HOTEL
2682,131,2015,737,9,2,12545.0,,PAY99574198198,INV-BS536-508531,Completed,Midtrans,0,219.99,11.0,18.0,226.99,0.0,4.54,0,680,3597791.5,CNF68022368,AGENT
2683,599,30,507,12,2,13312.0,,PAY13706251246,INV-HB378-543084,Completed,Xendit,0,1153.29,0.0,112.61,1265.9,0.0,22.79,0,1265,20064515.0,CNF76799829,AIRLINE
2684,180,2300,1096,2,2,13279.0,,PAY74650340173,INV-UI375-287157,Completed,Xendit,0,1381.31,0.0,176.28,1557.59,0.0,28.04,0,1557,24687801.5,CNF48176872,HOTEL
2685,823,2015,12,2,2,2794.0,,PAY45641198071,INV-GZ338-468699,Completed,Midtrans,0,7173.98,0.0,862.65,8036.63,0.0,160.73,0,24109,127380585.5,CNF34018814,PARTNER
2686,107,0,1495,5,3,2935.0,,PAY72257916023,INV-BY221-324724,Completed,Midtrans,0,513.41,0.0,61.15,574.56,0.0,11.49,0,1723,775.66,CNF73090533,PARTNER
2687,4,400,1652,6,9,14125.0,,PAY77626213796,INV-FV508-330948,Completed,Adyen,0,4468.6,670.29,330.96,4129.27,0.0,61.94,0,4129,3262.12,CNF71270982,PARTNER
2688,47,2330,1549,6,2,5293.0,,PAY29887386896,INV-KO727-431917,Completed,Midtrans,0,304.6,0.0,33.98,338.58,0.0,6.77,0,1015,5366493.0,CNF36511332,HOTEL
2689,387,145,1573,5,3,12741.0,,PAY30877651761,INV-VG262-797633,Completed,Xendit,0,62.88,0.0,7.94,70.82,0.0,1.27,0,70,95.61,CNF86449769,AIRLINE
2690,569,30,633,2,5,13262.0,,PAY91791916961,INV-LB661-538027,Failed,Stripe,0,1008.31,50.42,78.01,1035.9,0.0,30.04,0,0,37810.35,CNF99457771,HOTEL
2691,1018,2100,1627,10,1,10059.0,,PAY26624437048,INV-UH689-977674,Completed,Midtrans,0,600.07,0.0,57.95,658.02,0.0,13.16,0,3290,658.02,CNF25015806,AGENT
2692,117,215,597,2,2,2454.0,,PAY70487074145,INV-NA367-280641,Completed,Xendit,0,88.51,0.0,8.3,96.81,0.0,1.74,0,96,1534438.5,CNF96176872,AIRLINE
2693,699,1830,2857,2,10,13193.0,,PAY90471677744,INV-EF375-724816,Completed,DOKU,0,197.37,9.87,15.56,203.06,0.0,4.47,0,203,1587.93,CNF11181923,HOTEL
2694,714,1245,1691,7,2,2148.0,,PAY36425168502,INV-WA715-292546,Completed,Xendit,0,172.71,34.54,17.57,155.74,0.0,2.8,0,467,2468479.0,CNF51187786,PARTNER
2695,199,1415,2572,6,2,14378.0,,PAY62068043298,INV-RJ233-444302,Completed,Xendit,0,234.27,0.0,21.67,255.94,0.0,4.61,10982,255,4056649.0,CNF56704089,AGENT
2696,472,230,46,14,2,14350.0,,PAY58342895019,INV-ON157-874264,Completed,Midtrans,0,147.93,7.4,12.17,152.7,0.0,3.05,4791,305,2420295.0,CNF28554946,PARTNER
2697,473,1845,1240,5,7,1333.0,,PAY19197084012,INV-SB138-296059,Partial Refund,Adyen,0,256.04,0.0,22.8,278.84,32.15,4.18,594,0,426.63,CNF87525604,AGENT
2698,910,330,2190,2,1,6610.0,,PAY53640940880,INV-CN741-045475,Completed,Xendit,0,91.12,0.0,10.72,101.84,0.0,1.83,0,101,101.84,CNF00181805,HOTEL
2699,317,1715,1050,2,2,3625.0,,PAY61209377955,INV-JB686-113985,Completed,Midtrans,0,156.25,0.0,12.56,168.81,0.0,3.38,0,168,2675638.5,CNF10003003,HOTEL
2700,569,1845,765,10,6,8278.0,,PAY51451569239,INV-RB114-400092,Completed,Midtrans,0,342.59,0.0,30.0,372.59,0.0,7.45,0,372,55702.2,CNF95708010,HOTEL
2701,153,830,2351,5,2,9598.0,,PAY97862851942,INV-QU496-409423,Completed,Xendit,0,456.54,22.83,56.08,489.79,0.0,8.82,0,2448,7763171.5,CNF89230508,AIRLINE
2702,386,515,1422,2,2,4662.0,,PAY00241908305,INV-YX593-162955,Completed,Xendit,0,129.58,6.48,15.08,138.18,0.0,2.49,0,414,2190153.0,CNF43059616,HOTEL
2703,239,415,2440,1,3,13298.0,,PAY81894088730,INV-ML006-286707,Completed,Xendit,0,173.08,17.31,15.82,171.59,0.0,3.09,0,171,231.65,CNF72101295,HOTEL
2704,600,1445,2798,10,8,4477.0,,PAY84853935541,INV-TI672-714127,Completed,Xendit,0,1658.88,0.0,180.54,1839.42,0.0,33.11,0,1839,6755.27,CNF23829196,AIRLINE
2705,209,445,720,2,8,3375.0,,PAY18535976406,INV-UD471-391600,Completed,Stripe,0,234.8,23.48,18.59,229.91,0.0,6.67,0,459,844.34,CNF68986574,AGENT
2706,446,1815,169,1,8,6553.0,,PAY43651217943,INV-CR953-571550,Completed,Midtrans,0,1829.85,0.0,192.94,2022.79,0.0,40.46,0,2022,7428.7,CNF28454569,AIRLINE
2707,544,515,2481,2,2,10995.0,,PAY83330706195,INV-OM450-991480,Completed,Midtrans,6,453.71,0.0,50.0,503.71,0.0,10.07,0,1007,7983803.5,CNF14060445,HOTEL
2708,48,2115,553,10,1,7396.0,,PAY60012763829,INV-RO560-621896,Completed,Midtrans,0,2596.09,0.0,217.77,2813.86,0.0,56.28,0,5627,2813.86,CNF48051066,AGENT
2709,668,1600,1910,5,3,83.0,,PAY47724494049,INV-UH109-229517,Failed,Xendit,0,970.84,0.0,124.8,1095.64,0.0,19.72,0,0,1479.11,CNF21914308,AIRLINE
2710,525,800,2491,6,8,2612.0,,PAY49089306133,INV-JA432-998616,Completed,Adyen,0,235.79,0.0,20.06,255.85,0.0,3.84,426,511,939.61,CNF18721398,AIRLINE
2711,437,330,627,5,2,13871.0,,PAY08733688105,INV-HT964-933047,Completed,Xendit,0,1087.07,0.0,121.57,1208.64,0.0,21.76,510,1208,19156944.0,CNF78739351,AGENT
2712,238,2145,1822,5,5,7246.0,,PAY46209687340,INV-UU930-289012,Completed,Xendit,0,294.11,0.0,30.91,325.02,0.0,5.85,580,325,11863.23,CNF89566767,AIRLINE
2713,700,1130,1784,13,2,1505.0,,PAY72333628212,INV-CN470-892945,Completed,Xendit,0,124.73,12.47,12.86,125.12,0.0,2.25,0,250,1983152.0,CNF41706022,AIRLINE
2714,116,1100,959,12,5,7540.0,,PAY40972042755,INV-NH521-133110,Completed,PayPal,0,2420.15,0.0,194.22,2614.37,0.0,88.89,374,5228,95424.5,CNF55779501,PARTNER
2715,854,1800,259,2,2,12629.0,,PAY52321961617,INV-CE286-414696,Completed,Adyen,0,4741.44,237.07,544.83,5049.2,0.0,75.74,0,15147,80029820.0,CNF23041797,AGENT
2716,719,830,1762,6,4,3383.0,,PAY45886505475,INV-IA936-633826,Completed,Adyen,0,315.79,0.0,30.03,345.82,0.0,5.19,6592,345,1618.44,CNF13257044,AGENT
2717,57,1700,1925,5,5,2392.0,,PAY61611194707,INV-XO165-209633,Completed,Adyen,0,144.2,28.84,12.59,127.95,0.0,1.92,0,255,4670.18,CNF93252674,AGENT
2718,441,1130,2031,2,1,4528.0,,PAY53909408959,INV-SD072-335142,Completed,Xendit,0,166.47,0.0,20.39,186.86,0.0,3.36,0,186,186.86,CNF76559253,HOTEL
2719,114,730,1898,1,1,14176.0,,PAY55824065486,INV-BM056-160079,Completed,Xendit,0,2910.77,0.0,293.67,3204.44,0.0,57.68,0,9613,3204.44,CNF31042062,PARTNER
2720,149,1500,1955,4,2,7736.0,,PAY85447636865,INV-TR059-883945,Completed,Midtrans,0,301.99,0.0,26.07,328.06,0.0,6.56,12041,656,5199751.0,CNF73856922,PARTNER
2721,19,1730,2122,1,4,4456.0,,PAY37833246310,INV-ZX290-005980,Failed,Xendit,0,1221.76,-61.09,142.25,1302.92,0.0,23.45,0,0,6097.67,CNF50854912,PARTNER
2722,427,1615,2924,2,8,10250.0,,PAY38167423092,INV-QD982-790173,Completed,Midtrans,0,152.6,15.26,12.29,149.63,0.0,2.99,408,149,549.52,CNF51240252,PARTNER
2723,890,2345,2170,9,3,6824.0,,PAY41860861746,INV-HC236-404314,Completed,Midtrans,0,263.76,0.0,29.96,293.72,0.0,5.87,1325,293,396.52,CNF38011481,HOTEL
2724,307,1945,1548,1,1,14926.0,,PAY66355515267,INV-IN676-069116,Completed,Midtrans,0,259.71,12.99,24.28,271.0,0.0,5.42,1471,271,271.0,CNF55721886,HOTEL
2725,281,1400,1844,2,6,3371.0,,PAY47591309350,INV-YX446-758608,Completed,Midtrans,0,347.98,17.4,42.17,372.75,0.0,7.46,0,372,55726.12,CNF36469061,HOTEL
2726,202,2215,775,1,2,4771.0,,PAY04895020978,INV-ZR997-275742,Completed,DOKU,0,1785.0,0.0,205.61,1990.61,0.0,43.79,0,5971,31551168.5,CNF14639709,HOTEL
2727,1030,1100,1842,14,2,2189.0,,PAY37207516408,INV-HH209-539199,Refunded,Adyen,0,4647.59,0.0,577.97,5225.56,5225.56,78.38,0,0,82825126.0,CNF26277569,HOTEL
2728,524,1500,2679,7,2,9925.0,,PAY14043864532,INV-ZN612-040227,Completed,Midtrans,0,72.47,0.0,9.37,81.84,0.0,1.64,62,81,1297164.0,CNF57877462,HOTEL
2729,173,730,564,1,3,12187.0,,PAY76158579265,INV-HI604-145480,Pending,Midtrans,0,6418.3,641.83,570.29,6346.76,0.0,126.94,0,0,8568.13,CNF60075865,PARTNER
2730,845,700,1670,7,1,4321.0,,PAY65279195297,INV-LW196-835999,Completed,Midtrans,0,130.45,0.0,14.24,144.69,0.0,2.89,0,144,144.69,CNF58952778,HOTEL
2731,491,115,398,7,1,14113.0,,PAY81748410355,INV-LN984-715877,Completed,DOKU,0,1500.79,225.12,131.66,1407.33,0.0,30.96,0,1407,1407.33,CNF42423716,AIRLINE
2732,1069,245,1323,9,1,8665.0,,PAY75679391531,INV-AG546-605532,Completed,Stripe,0,265.33,53.07,25.11,237.37,0.0,6.88,7941,237,237.37,CNF56476425,PARTNER
2733,558,315,2017,6,4,12808.0,,PAY57591670783,INV-PD497-406529,Completed,Adyen,0,339.11,50.87,31.68,319.92,0.0,4.8,0,319,1497.23,CNF16697147,PARTNER
2734,908,2130,380,7,2,4293.0,,PAY12488329797,INV-JM660-468486,Completed,Xendit,0,5793.34,0.0,624.14,6417.48,0.0,115.51,0,6417,101717058.0,CNF81651424,AIRLINE
2735,550,400,604,1,2,10155.0,,PAY96144054817,INV-KR808-797915,Failed,Stripe,3,241.74,12.09,27.77,257.42,0.0,7.47,0,0,4080107.0,CNF19160215,HOTEL
2736,119,1545,1284,9,1,650.0,,PAY09027797039,INV-NW479-875098,Completed,Xendit,0,226.99,0.0,19.92,246.91,0.0,4.44,40,246,246.91,CNF69889798,AIRLINE
2737,763,1045,279,4,2,9920.0,,PAY65348521497,INV-HU799-747962,Completed,DOKU,0,155.57,7.78,16.95,164.74,0.0,3.62,0,823,2611129.0,CNF51467857,AGENT
2738,151,1215,2340,1,2,8339.0,,PAY47127287417,INV-YM866-036359,Completed,Xendit,12,393.0,0.0,42.78,435.78,0.0,7.84,0,435,6907113.0,CNF37148528,AIRLINE
2739,447,400,112,5,2,1717.0,,PAY14031431724,INV-TF279-172781,Completed,Midtrans,0,95.36,0.0,9.0,104.36,0.0,2.09,206,104,1654106.0,CNF45418337,AIRLINE
2740,193,1100,131,5,8,12123.0,,PAY77460863077,INV-QF315-459854,Completed,Midtrans,0,443.56,22.18,43.26,464.64,0.0,9.29,0,464,1706.39,CNF96942692,PARTNER
2741,86,2345,427,5,2,11471.0,,PAY30943731492,INV-XZ216-318010,Completed,Adyen,0,462.28,0.0,42.26,504.54,0.0,7.57,1894,2522,7996959.0,CNF95980930,AGENT
2742,141,145,1427,2,2,7587.0,,PAY70754141398,INV-LO148-416888,Pending,Xendit,0,207.38,0.0,24.79,232.17,0.0,4.18,0,0,3679894.5,CNF03596215,PARTNER
2743,434,2230,2508,12,2,2342.0,,PAY63415340379,INV-CJ948-047792,Completed,Midtrans,0,5267.93,0.0,494.81,5762.74,0.0,115.25,401,5762,91339429.0,CNF98703225,HOTEL
2744,997,800,2309,7,3,2945.0,,PAY19152499614,INV-IA882-563618,Completed,Stripe,0,125.34,0.0,15.83,141.17,0.0,4.09,249,282,190.58,CNF38186832,AGENT
2745,1042,500,2393,7,8,10334.0,,PAY57928085538,INV-TL516-787360,Completed,Xendit,0,3026.88,0.0,267.31,3294.19,0.0,59.3,0,6588,12097.91,CNF85666479,HOTEL
2746,108,1500,1025,14,2,12718.0,,PAY09238742060,INV-PR184-557800,Completed,Xendit,12,700.68,0.0,59.12,759.8,0.0,13.68,0,1519,12042830.0,CNF60414694,PARTNER
2747,427,1045,260,14,2,6790.0,,PAY96145534507,INV-EB893-494271,Completed,Xendit,0,358.6,0.0,39.15,397.75,0.0,7.16,93,795,6304337.5,CNF17067553,AGENT
2748,532,2345,606,1,2,7884.0,,PAY33076479926,INV-KL004-395371,Refunded,Internal,0,415.54,0.0,38.92,454.46,454.46,0.0,0,0,7203191.0,CNF53677670,HOTEL
2749,844,415,2291,1,4,931.0,,PAY88659945801,INV-IK021-038585,Completed,Xendit,0,5955.23,15.1,34.42,321.29,0.0,5.78,1139,321,1503.64,CNF61161599,AIRLINE
2750,173,945,451,9,3,14653.0,,PAY61493035159,INV-DR932-670877,Completed,Midtrans,0,843.06,0.0,95.0,938.06,0.0,18.76,0,1876,1266.38,CNF23207654,AIRLINE
2751,1020,145,2514,10,2,14690.0,,PAY36497095294,INV-UW692-472404,Completed,Midtrans,0,5402.96,0.0,681.24,6084.2,0.0,121.68,0,6084,96434570.0,CNF67365711,AGENT
2752,198,430,219,7,2,6551.0,,PAY79003265648,INV-RJ091-241328,Completed,Xendit,0,70.49,3.52,7.35,74.32,0.0,1.34,1445,74,1177972.0,CNF00760131,AGENT
2753,1032,500,2746,2,2,3933.0,,PAY08317108818,INV-HN725-985826,Completed,Midtrans,6,5846.94,0.0,749.83,6596.77,0.0,131.94,0,6596,104558804.5,CNF48681820,AGENT
2754,33,1715,1702,5,6,7194.0,,PAY00455276177,INV-BX598-030010,Completed,Midtrans,0,131.87,0.0,13.5,145.37,0.0,2.91,0,145,21732.82,CNF36551665,AGENT
2755,814,1415,331,7,2,1794.0,,PAY41604177983,INV-BM179-735776,Completed,Xendit,0,610.18,0.0,76.77,686.95,0.0,12.37,0,3434,10888157.5,CNF58936742,AGENT
2756,216,430,31,1,7,12805.0,,PAY53257111800,INV-XX426-595472,Completed,PayPal,0,94.06,9.41,7.43,92.08,0.0,3.13,0,184,140.88,CNF22335259,PARTNER
2757,81,800,2132,5,7,8587.0,,PAY74129004319,INV-DY989-472507,Completed,Midtrans,0,0.0,69.4,0.0,0.0,0.0,8.8,0,439,0.0,CNF58201483,HOTEL
2758,279,2300,1618,1,9,14044.0,,PAY60142888574,INV-RZ565-606089,Completed,Midtrans,0,570.49,0.0,53.82,624.31,0.0,12.49,47,624,493.2,CNF82467558,AGENT
2759,250,100,771,2,2,8531.0,,PAY79333592117,INV-LZ630-904770,Completed,Midtrans,0,265.85,0.0,25.09,290.94,0.0,5.82,0,290,4611399.0,CNF14384740,AGENT
2760,393,1245,9,1,2,8787.0,,PAY08575688810,INV-IC868-952180,Completed,Xendit,0,1933.07,96.65,232.09,2068.51,0.0,37.23,0,6205,32785883.5,CNF11612036,PARTNER
2761,171,1615,75,4,7,5980.0,,PAY32626557318,INV-KY957-811136,Expired,Midtrans,0,241.62,0.0,22.51,264.13,0.0,5.28,0,0,404.12,CNF88779091,AIRLINE
2762,720,615,762,1,3,2375.0,,PAY42915240705,INV-QO041-269382,Completed,Xendit,0,507.99,0.0,59.22,567.21,0.0,10.21,0,567,765.73,CNF48649175,PARTNER
2763,560,1530,2146,1,2,14237.0,,PAY61897012760,INV-UD667-521654,Failed,Xendit,0,47.9,2.4,4.82,50.32,0.0,0.91,0,0,797572.0,CNF66108604,AGENT
2764,136,1745,2369,2,2,4515.0,,PAY67274963222,INV-WZ752-435558,Completed,Xendit,0,1223.11,61.16,94.99,1256.94,0.0,22.62,0,1256,19922499.0,CNF81843939,AIRLINE
2765,689,915,2301,1,5,9808.0,,PAY98904991563,INV-BI135-116641,Completed,Xendit,12,4630.62,0.0,560.18,5190.8,0.0,93.43,0,5190,189464.2,CNF90282369,HOTEL
2766,939,200,326,1,2,14709.0,,PAY09521085288,INV-XP501-799316,Completed,DOKU,0,113.67,0.0,10.28,123.95,0.0,2.73,0,619,1964607.5,CNF37391256,PARTNER
2767,703,2200,2826,1,2,13569.0,,PAY45367598347,INV-FE232-606111,Failed,Midtrans,0,137.88,0.0,15.43,153.31,0.0,3.07,0,0,2429963.5,CNF28749206,PARTNER
2768,594,600,887,7,4,2614.0,,PAY26168812942,INV-EM180-431780,Completed,Adyen,0,521.07,0.0,66.16,587.23,0.0,8.81,0,1761,2748.24,CNF58051840,PARTNER
2769,701,845,2001,2,2,7690.0,,PAY89352741836,INV-CI742-008447,Pending,Stripe,0,492.65,0.0,53.04,545.69,0.0,15.83,0,0,8649186.5,CNF21175749,AGENT
2770,403,2115,2547,4,4,2435.0,,PAY29563048790,INV-KY057-027512,Completed,Midtrans,0,244.24,0.0,23.83,268.07,0.0,5.36,0,536,1254.57,CNF16298475,PARTNER
2771,739,730,2759,4,2,11597.0,,PAY32763345892,INV-ZT121-749070,Completed,Stripe,0,2005.63,0.0,207.43,2213.06,0.0,64.18,0,4426,35077001.0,CNF14569789,AIRLINE
2772,51,445,1890,13,4,11089.0,,PAY63179920115,INV-VF246-563802,Completed,Stripe,0,1343.89,0.0,135.51,1479.4,0.0,42.9,0,2958,6923.59,CNF56069587,AIRLINE
2773,942,230,197,2,3,7570.0,,PAY94405998933,INV-RZ119-159755,Expired,Xendit,0,540.01,0.0,51.59,591.6,0.0,10.65,0,0,798.66,CNF87710228,PARTNER
2774,793,1115,634,2,5,4918.0,,PAY78599239889,INV-CC560-762471,Partial Refund,DOKU,6,277.48,0.0,24.99,302.47,111.26,6.65,0,0,11040.16,CNF48302204,HOTEL
2775,154,1100,979,2,6,11555.0,,PAY21149149031,INV-RY525-219864,Completed,Stripe,12,340.12,0.0,43.59,383.71,0.0,11.13,0,383,57364.64,CNF58681829,PARTNER
2776,971,1145,2430,6,2,11750.0,,PAY65814162948,INV-WU503-490910,Completed,Midtrans,0,152.0,0.0,13.1,165.1,0.0,3.3,0,495,2616835.0,CNF98008098,HOTEL
2777,819,800,2899,2,3,8214.0,,PAY40637056582,INV-IQ577-207785,Refunded,Xendit,0,537.85,0.0,48.96,586.81,586.81,10.56,0,0,792.19,CNF04261034,AIRLINE
2778,283,630,2428,10,2,10136.0,,PAY75435298977,INV-AY746-681328,Completed,Midtrans,0,1470.35,0.0,185.1,1655.45,0.0,33.11,8141,1655,26238882.5,CNF63825448,AGENT
2779,25,500,2702,7,1,8768.0,,PAY76424284952,INV-SV811-815279,Refunded,Adyen,0,144.89,0.0,15.35,160.24,160.24,2.4,0,0,160.24,CNF43896021,PARTNER
2780,608,100,2223,9,2,7099.0,,PAY55795279799,INV-XW711-481988,Completed,Adyen,0,282.4,14.12,28.66,296.94,0.0,4.45,0,593,4706499.0,CNF36944507,AGENT
2781,516,1900,1243,1,5,3099.0,,PAY06846408923,INV-QB243-344874,Completed,Midtrans,0,161.83,24.27,17.24,154.8,0.0,3.1,0,309,5650.2,CNF07399551,PARTNER
2782,413,400,471,1,2,4603.0,,PAY17248296851,INV-SA614-856854,Completed,Xendit,0,9303.69,1395.55,873.19,8781.33,0.0,158.06,0,43906,139184080.5,CNF08368606,AIRLINE
2783,762,600,1986,4,5,12162.0,,PAY27976168627,INV-JL164-802749,Completed,Xendit,0,179.19,0.0,18.93,198.12,0.0,3.57,0,396,7231.38,CNF54366679,HOTEL
2784,939,230,1334,5,2,3657.0,,PAY66542846943,INV-OB896-508602,Completed,Xendit,0,202.31,0.0,23.91,226.22,0.0,4.07,0,226,3585587.0,CNF41689394,HOTEL
