profile_key,passenger_id,frequent_flyer_num,preferred_seat,preferred_meal,special_assistance,marketing_consent,lifetime_segments_flown,lifetime_miles_earned,customer_segment,scd_effective_date,scd_expiry_date,scd_current_flag,scd_version
389,PAX0000389,FF00000389,Window,Child,None,False,20,25083,Student,2022-01-01,9999-12-31,True,1
390,PAX0000390,FF00000390,Window,Vegetarian,None,False,12,68597,Family,2022-01-01,9999-12-31,True,1
391,PAX0000391,FF00000391,Aisle,Vegan,None,False,6,11871,Senior,2022-01-01,2023-03-31,False,1
3391,PAX0000391,FF00000391,Aisle,Vegan,None,False,12,16916,Family,2023-04-01,9999-12-31,True,2
392,PAX0000392,FF00000392,Window,Vegan,None,False,0,52556,Business Traveler,2022-01-01,9999-12-31,True,1
393,PAX0000393,FF00000393,No Preference,Vegetarian,None,True,19,3309,Leisure,2022-01-01,9999-12-31,True,1
394,PAX0000394,FF00000394,No Preference,Vegetarian,WCHC,False,10,18707,Business Traveler,2022-01-01,9999-12-31,True,1
395,PAX0000395,FF00000395,No Preference,Vegan,None,True,1,118225,Senior,2022-01-01,2023-03-31,False,1
3395,PAX0000395,FF00000395,No Preference,Vegan,None,True,13,129945,Leisure,2023-04-01,9999-12-31,True,2
396,PAX0000396,FF00000396,No Preference,Child,None,False,2,2088,Business Traveler,2022-01-01,9999-12-31,True,1
397,PAX0000397,FF00000397,No Preference,Vegetarian,None,True,10,40281,Student,2022-01-01,9999-12-31,True,1
398,PAX0000398,FF00000398,Aisle,Halal,Wheelchair,True,0,32251,Family,2022-01-01,9999-12-31,True,1
399,PAX0000399,FF00000399,Aisle,None,None,True,9,3269,Family,2022-01-01,9999-12-31,True,1
400,PAX0000400,FF00000400,Window,Child,None,True,2,25178,Family,2022-01-01,9999-12-31,True,1
401,PAX0000401,FF00000401,Window,Vegetarian,None,True,4,83571,Senior,2022-01-01,9999-12-31,True,1
402,PAX0000402,FF00000402,Window,Child,None,False,20,123254,Senior,2022-01-01,9999-12-31,True,1
403,PAX0000403,FF00000403,Aisle,None,None,False,3,104921,Leisure,2022-01-01,2023-03-31,False,1
3403,PAX0000403,FF00000403,Aisle,None,None,False,10,117489,Student,2023-04-01,9999-12-31,True,2
404,PAX0000404,FF00000404,Aisle,Halal,WCHR,False,6,12809,Leisure,2022-01-01,9999-12-31,True,1
405,PAX0000405,FF00000405,Aisle,Standard,None,True,0,1626,Student,2022-01-01,9999-12-31,True,1
406,PAX0000406,FF00000406,Aisle,Vegetarian,WCHR,True,14,18370,Business Traveler,2022-01-01,9999-12-31,True,1
407,PAX0000407,FF00000407,Aisle,Halal,None,True,3,28555,Leisure,2022-01-01,9999-12-31,True,1
408,PAX0000408,FF00000408,No Preference,None,None,True,3,25856,Student,2022-01-01,9999-12-31,True,1
409,PAX0000409,FF00000409,Aisle,Child,Wheelchair,True,5,52041,Student,2022-01-01,2023-03-31,False,1
3409,PAX0000409,FF00000409,Aisle,Child,Wheelchair,True,19,60953,Business Traveler,2023-04-01,9999-12-31,True,2
410,PAX0000410,FF00000410,Window,Vegetarian,WCHC,False,20,19465,Leisure,2022-01-01,9999-12-31,True,1
411,PAX0000411,FF00000411,Aisle,None,None,True,5,13508,Leisure,2022-01-01,9999-12-31,True,1
412,PAX0000412,FF00000412,No Preference,Child,None,False,19,11932,Business Traveler,2022-01-01,9999-12-31,True,1
413,PAX0000413,FF00000413,Window,Vegetarian,None,True,2,2654,Senior,2022-01-01,9999-12-31,True,1
414,PAX0000414,FF00000414,Aisle,Vegetarian,None,False,7,19741,Business Traveler,2022-01-01,9999-12-31,True,1
415,PAX0000415,FF00000415,No Preference,Child,None,False,22,7501,Senior,2022-01-01,2023-03-31,False,1
3415,PAX0000415,FF00000415,No Preference,Child,None,False,40,25262,Family,2023-04-01,9999-12-31,True,2
416,PAX0000416,FF00000416,No Preference,Standard,None,True,5,49571,Leisure,2022-01-01,9999-12-31,True,1
417,PAX0000417,FF00000417,Window,Child,None,False,20,14565,Business Traveler,2022-01-01,9999-12-31,True,1
418,PAX0000418,FF00000418,No Preference,Standard,None,False,7,10841,Student,2022-01-01,9999-12-31,True,1
419,PAX0000419,FF00000419,Aisle,None,None,True,32,3788,Senior,2022-01-01,9999-12-31,True,1
420,PAX0000420,FF00000420,No Preference,Vegetarian,None,False,32,34547,Leisure,2022-01-01,9999-12-31,True,1
421,PAX0000421,FF00000421,No Preference,Standard,Wheelchair,False,9,996,Business Traveler,2022-01-01,9999-12-31,True,1
422,PAX0000422,FF00000422,Aisle,Child,None,True,7,15714,Family,2022-01-01,2023-03-31,False,1
3422,PAX0000422,FF00000422,Aisle,Child,None,True,18,23509,Senior,2023-04-01,9999-12-31,True,2
423,PAX0000423,FF00000423,Window,Vegetarian,None,True,2,32049,Business Traveler,2022-01-01,9999-12-31,True,1
424,PAX0000424,FF00000424,Aisle,Vegan,None,False,42,24779,Business Traveler,2022-01-01,9999-12-31,True,1
425,PAX0000425,FF00000425,Aisle,Vegetarian,None,False,15,2127,Business Traveler,2022-01-01,9999-12-31,True,1
426,PAX0000426,FF00000426,Aisle,Vegetarian,None,False,6,3711,Senior,2022-01-01,9999-12-31,True,1
427,PAX0000427,FF00000427,Window,Child,None,True,11,83652,Leisure,2022-01-01,9999-12-31,True,1
428,PAX0000428,FF00000428,Window,Vegetarian,Wheelchair,True,13,2397,Family,2022-01-01,9999-12-31,True,1
429,PAX0000429,FF00000429,Aisle,Child,None,True,5,23999,Senior,2022-01-01,2023-03-31,False,1
3429,PAX0000429,FF00000429,Aisle,Child,None,True,12,34248,Senior,2023-04-01,9999-12-31,True,2
430,PAX0000430,FF00000430,Window,Standard,WCHR,True,6,53808,Student,2022-01-01,9999-12-31,True,1
431,PAX0000431,FF00000431,Aisle,Child,None,False,20,28389,Family,2022-01-01,2023-03-31,False,1
3431,PAX0000431,FF00000431,Aisle,Child,None,False,38,45890,Senior,2023-04-01,9999-12-31,True,2
432,PAX0000432,FF00000432,Window,Child,None,False,5,8844,Student,2022-01-01,9999-12-31,True,1
433,PAX0000433,FF00000433,Window,Halal,Wheelchair,True,1,13150,Family,2022-01-01,9999-12-31,True,1
434,PAX0000434,FF00000434,Aisle,Halal,None,True,6,33793,Senior,2022-01-01,2023-03-31,False,1
3434,PAX0000434,FF00000434,Aisle,Halal,None,True,22,48861,Leisure,2023-04-01,9999-12-31,True,2
435,PAX0000435,FF00000435,Window,Standard,None,False,12,2180,Business Traveler,2022-01-01,9999-12-31,True,1
436,PAX0000436,FF00000436,Aisle,Child,None,True,6,6018,Student,2022-01-01,9999-12-31,True,1
437,PAX0000437,FF00000437,Window,None,WCHC,False,2,52686,Family,2022-01-01,9999-12-31,True,1
438,PAX0000438,FF00000438,No Preference,None,None,False,0,16299,Family,2022-01-01,9999-12-31,True,1
439,PAX0000439,FF00000439,No Preference,Halal,Wheelchair,False,2,63440,Business Traveler,2022-01-01,9999-12-31,True,1
440,PAX0000440,FF00000440,No Preference,Halal,None,True,9,7894,Leisure,2022-01-01,9999-12-31,True,1
441,PAX0000441,FF00000441,Window,Child,Wheelchair,True,8,39445,Leisure,2022-01-01,9999-12-31,True,1
442,PAX0000442,FF00000442,Window,Halal,None,False,38,7470,Senior,2022-01-01,9999-12-31,True,1
443,PAX0000443,FF00000443,Window,Vegan,None,True,26,81681,Family,2022-01-01,9999-12-31,True,1
444,PAX0000444,FF00000444,Window,Vegan,None,True,29,30269,Senior,2022-01-01,2023-03-31,False,1
3444,PAX0000444,FF00000444,Window,Vegan,None,True,43,44471,Leisure,2023-04-01,9999-12-31,True,2
445,PAX0000445,FF00000445,No Preference,Vegetarian,None,True,11,15485,Student,2022-01-01,9999-12-31,True,1
446,PAX0000446,FF00000446,Aisle,None,None,True,16,22733,Family,2022-01-01,9999-12-31,True,1
447,PAX0000447,FF00000447,Aisle,Standard,Wheelchair,False,13,16782,Business Traveler,2022-01-01,9999-12-31,True,1
448,PAX0000448,FF00000448,No Preference,Child,None,True,15,52198,Family,2022-01-01,9999-12-31,True,1
449,PAX0000449,FF00000449,Aisle,Child,None,True,1,53680,Senior,2022-01-01,9999-12-31,True,1
450,PAX0000450,FF00000450,No Preference,Vegan,None,False,9,55865,Senior,2022-01-01,9999-12-31,True,1
451,PAX0000451,FF00000451,Window,Standard,None,False,6,14294,Business Traveler,2022-01-01,9999-12-31,True,1
452,PAX0000452,FF00000452,Window,Vegetarian,Wheelchair,False,29,8677,Family,2022-01-01,9999-12-31,True,1
453,PAX0000453,FF00000453,Window,Halal,Wheelchair,False,22,19850,Senior,2022-01-01,9999-12-31,True,1
454,PAX0000454,FF00000454,Aisle,Child,None,True,8,11065,Business Traveler,2022-01-01,9999-12-31,True,1
455,PAX0000455,FF00000455,Window,Standard,None,False,10,11800,Family,2022-01-01,9999-12-31,True,1
456,PAX0000456,FF00000456,Window,Standard,None,False,0,9523,Family,2022-01-01,9999-12-31,True,1
457,PAX0000457,FF00000457,Window,Child,None,True,0,114989,Business Traveler,2022-01-01,9999-12-31,True,1
458,PAX0000458,FF00000458,Window,Child,None,True,40,15083,Student,2022-01-01,9999-12-31,True,1
459,PAX0000459,FF00000459,No Preference,Halal,None,False,15,12730,Leisure,2022-01-01,9999-12-31,True,1
460,PAX0000460,FF00000460,No Preference,Vegan,None,True,13,49108,Business Traveler,2022-01-01,9999-12-31,True,1
461,PAX0000461,FF00000461,Aisle,Halal,None,False,35,15335,Senior,2022-01-01,9999-12-31,True,1
462,PAX0000462,FF00000462,Window,Standard,None,False,18,9274,Leisure,2022-01-01,9999-12-31,True,1
463,PAX0000463,FF00000463,Aisle,None,None,True,55,783,Student,2022-01-01,2023-03-31,False,1
3463,PAX0000463,FF00000463,Aisle,None,None,True,75,17661,Business Traveler,2023-04-01,9999-12-31,True,2
464,PAX0000464,FF00000464,Aisle,Vegan,WCHR,True,11,32320,Family,2022-01-01,9999-12-31,True,1
465,PAX0000465,FF00000465,Aisle,Standard,None,False,13,3848,Business Traveler,2022-01-01,9999-12-31,True,1
466,PAX0000466,FF00000466,Aisle,Vegetarian,None,True,33,5996,Student,2022-01-01,9999-12-31,True,1
467,PAX0000467,FF00000467,Window,Halal,WCHR,False,11,7556,Business Traveler,2022-01-01,9999-12-31,True,1
468,PAX0000468,FF00000468,Aisle,Standard,None,True,4,23720,Business Traveler,2022-01-01,2023-03-31,False,1
3468,PAX0000468,FF00000468,Aisle,Standard,None,True,9,34943,Leisure,2023-04-01,9999-12-31,True,2
469,PAX0000469,FF00000469,Aisle,Vegetarian,Wheelchair,False,6,5238,Leisure,2022-01-01,9999-12-31,True,1
470,PAX0000470,FF00000470,Aisle,Vegan,None,True,2,16246,Senior,2022-01-01,2023-03-31,False,1
3470,PAX0000470,FF00000470,Aisle,Vegan,None,True,16,26277,Family,2023-04-01,9999-12-31,True,2
471,PAX0000471,FF00000471,Window,None,WCHC,False,16,68473,Business Traveler,2022-01-01,2023-03-31,False,1
3471,PAX0000471,FF00000471,Window,None,WCHC,False,30,81833,Senior,2023-04-01,9999-12-31,True,2
472,PAX0000472,FF00000472,Window,Vegan,None,True,1,14981,Leisure,2022-01-01,9999-12-31,True,1
473,PAX0000473,FF00000473,Window,Vegan,None,True,1,501,Leisure,2022-01-01,9999-12-31,True,1
474,PAX0000474,FF00000474,Aisle,None,None,True,13,27672,Business Traveler,2022-01-01,2023-03-31,False,1
3474,PAX0000474,FF00000474,Aisle,None,None,True,20,47060,Leisure,2023-04-01,9999-12-31,True,2
475,PAX0000475,FF00000475,No Preference,Child,Wheelchair,True,2,7989,Leisure,2022-01-01,9999-12-31,True,1
476,PAX0000476,FF00000476,Aisle,Vegetarian,None,False,0,54044,Senior,2022-01-01,9999-12-31,True,1
477,PAX0000477,FF00000477,Aisle,Vegetarian,None,True,44,4366,Family,2022-01-01,9999-12-31,True,1
478,PAX0000478,FF00000478,No Preference,Vegetarian,None,False,3,60841,Senior,2022-01-01,2023-03-31,False,1
3478,PAX0000478,FF00000478,No Preference,Vegetarian,None,False,22,77945,Leisure,2023-04-01,9999-12-31,True,2
479,PAX0000479,FF00000479,No Preference,Child,None,False,31,16322,Senior,2022-01-01,9999-12-31,True,1
480,PAX0000480,FF00000480,Aisle,Vegan,None,False,0,1205,Senior,2022-01-01,9999-12-31,True,1
481,PAX0000481,FF00000481,Window,Standard,None,True,10,14971,Senior,2022-01-01,9999-12-31,True,1
482,PAX0000482,FF00000482,Window,Vegetarian,None,False,0,26258,Student,2022-01-01,9999-12-31,True,1
483,PAX0000483,FF00000483,Aisle,None,Wheelchair,False,0,46446,Business Traveler,2022-01-01,9999-12-31,True,1
484,PAX0000484,FF00000484,Aisle,Standard,None,False,4,1232,Family,2022-01-01,2023-03-31,False,1
3484,PAX0000484,FF00000484,Aisle,Standard,None,False,14,7423,Business Traveler,2023-04-01,9999-12-31,True,2
485,PAX0000485,FF00000485,Window,Halal,None,False,10,15209,Family,2022-01-01,9999-12-31,True,1
486,PAX0000486,FF00000486,No Preference,None,None,False,43,23570,Family,2022-01-01,9999-12-31,True,1
487,PAX0000487,FF00000487,No Preference,Standard,WCHR,True,3,37078,Business Traveler,2022-01-01,9999-12-31,True,1
488,PAX0000488,FF00000488,No Preference,None,None,False,3,70378,Family,2022-01-01,9999-12-31,True,1
489,PAX0000489,FF00000489,Aisle,None,None,False,5,23946,Family,2022-01-01,9999-12-31,True,1
490,PAX0000490,FF00000490,No Preference,Standard,None,False,0,16660,Family,2022-01-01,9999-12-31,True,1
491,PAX0000491,FF00000491,Window,None,None,True,21,49142,Student,2022-01-01,9999-12-31,True,1
492,PAX0000492,FF00000492,No Preference,Vegan,None,False,3,7688,Leisure,2022-01-01,9999-12-31,True,1
493,PAX0000493,FF00000493,Window,Standard,WCHR,False,20,79949,Student,2022-01-01,9999-12-31,True,1
494,PAX0000494,FF00000494,No Preference,Standard,None,False,1,17938,Senior,2022-01-01,9999-12-31,True,1
495,PAX0000495,FF00000495,No Preference,Vegetarian,Wheelchair,False,4,61365,Family,2022-01-01,9999-12-31,True,1
496,PAX0000496,FF00000496,Window,Halal,None,True,1,7114,Senior,2022-01-01,9999-12-31,True,1
497,PAX0000497,FF00000497,No Preference,Child,None,True,16,1579,Senior,2022-01-01,9999-12-31,True,1
498,PAX0000498,FF00000498,Window,Halal,None,False,8,17507,Business Traveler,2022-01-01,9999-12-31,True,1
499,PAX0000499,FF00000499,Aisle,Vegan,None,False,4,15054,Senior,2022-01-01,9999-12-31,True,1
500,PAX0000500,FF00000500,Window,Vegetarian,None,True,9,5279,Student,2022-01-01,9999-12-31,True,1
501,PAX0000501,FF00000501,Window,Child,None,False,10,49109,Leisure,2022-01-01,2023-03-31,False,1
3501,PAX0000501,FF00000501,Window,Child,None,False,24,57151,Family,2023-04-01,9999-12-31,True,2
502,PAX0000502,FF00000502,No Preference,Vegetarian,None,False,17,5013,Senior,2022-01-01,9999-12-31,True,1
503,PAX0000503,FF00000503,Window,Child,WCHC,True,1,9366,Student,2022-01-01,9999-12-31,True,1
504,PAX0000504,FF00000504,No Preference,None,WCHR,True,5,15750,Family,2022-01-01,9999-12-31,True,1
505,PAX0000505,FF00000505,Aisle,Vegetarian,WCHR,False,13,1750,Senior,2022-01-01,2023-03-31,False,1
3505,PAX0000505,FF00000505,Aisle,Vegetarian,WCHR,False,23,13363,Family,2023-04-01,9999-12-31,True,2
506,PAX0000506,FF00000506,Window,None,None,False,0,14922,Business Traveler,2022-01-01,9999-12-31,True,1
507,PAX0000507,FF00000507,No Preference,Standard,None,False,14,6449,Student,2022-01-01,9999-12-31,True,1
508,PAX0000508,FF00000508,Aisle,Child,None,False,12,9026,Family,2022-01-01,9999-12-31,True,1
509,PAX0000509,FF00000509,Aisle,None,None,False,26,67811,Leisure,2022-01-01,2023-03-31,False,1
3509,PAX0000509,FF00000509,Aisle,None,None,False,34,87192,Student,2023-04-01,9999-12-31,True,2
510,PAX0000510,FF00000510,No Preference,Child,None,True,4,7840,Senior,2022-01-01,9999-12-31,True,1
511,PAX0000511,FF00000511,Window,Child,Wheelchair,False,6,8254,Family,2022-01-01,9999-12-31,True,1
512,PAX0000512,FF00000512,Window,Halal,None,False,13,52472,Business Traveler,2022-01-01,9999-12-31,True,1
513,PAX0000513,FF00000513,Aisle,Halal,None,True,13,52177,Leisure,2022-01-01,9999-12-31,True,1
514,PAX0000514,FF00000514,Aisle,Vegan,None,True,6,5099,Leisure,2022-01-01,9999-12-31,True,1
515,PAX0000515,FF00000515,Aisle,Standard,None,False,16,13410,Leisure,2022-01-01,9999-12-31,True,1
516,PAX0000516,FF00000516,Window,Halal,WCHR,True,13,9467,Business Traveler,2022-01-01,9999-12-31,True,1
517,PAX0000517,FF00000517,Aisle,Child,None,True,1,147114,Family,2022-01-01,9999-12-31,True,1
518,PAX0000518,FF00000518,No Preference,None,Wheelchair,False,2,133756,Business Traveler,2022-01-01,9999-12-31,True,1
519,PAX0000519,FF00000519,No Preference,Child,None,False,45,47369,Senior,2022-01-01,2023-03-31,False,1
3519,PAX0000519,FF00000519,No Preference,Child,None,False,60,61501,Leisure,2023-04-01,9999-12-31,True,2
520,PAX0000520,FF00000520,Aisle,Vegan,None,False,12,25868,Family,2022-01-01,9999-12-31,True,1
521,PAX0000521,FF00000521,Aisle,Child,None,False,24,10251,Leisure,2022-01-01,2023-03-31,False,1
3521,PAX0000521,FF00000521,Aisle,Child,None,False,39,27388,Student,2023-04-01,9999-12-31,True,2
522,PAX0000522,FF00000522,Aisle,Child,None,False,7,28979,Student,2022-01-01,9999-12-31,True,1
523,PAX0000523,FF00000523,No Preference,Child,None,True,6,16731,Student,2022-01-01,9999-12-31,True,1
524,PAX0000524,FF00000524,Window,None,None,False,4,24919,Business Traveler,2022-01-01,2023-03-31,False,1
3524,PAX0000524,FF00000524,Window,None,None,False,10,30621,Business Traveler,2023-04-01,9999-12-31,True,2
525,PAX0000525,FF00000525,Aisle,Halal,None,True,22,6751,Business Traveler,2022-01-01,9999-12-31,True,1
526,PAX0000526,FF00000526,Window,Halal,Wheelchair,True,32,35047,Leisure,2022-01-01,2023-03-31,False,1
3526,PAX0000526,FF00000526,Window,Halal,Wheelchair,True,52,40600,Student,2023-04-01,9999-12-31,True,2
527,PAX0000527,FF00000527,No Preference,None,None,True,20,24370,Business Traveler,2022-01-01,9999-12-31,True,1
528,PAX0000528,FF00000528,No Preference,Child,None,False,18,489,Family,2022-01-01,9999-12-31,True,1
529,PAX0000529,FF00000529,Window,Vegan,WCHC,True,20,1228,Senior,2022-01-01,9999-12-31,True,1
530,PAX0000530,FF00000530,Aisle,None,WCHR,False,26,144710,Leisure,2022-01-01,9999-12-31,True,1
531,PAX0000531,FF00000531,No Preference,None,None,False,4,7083,Student,2022-01-01,9999-12-31,True,1
532,PAX0000532,FF00000532,No Preference,Vegetarian,Wheelchair,True,17,8751,Family,2022-01-01,9999-12-31,True,1
533,PAX0000533,FF00000533,Window,Vegetarian,Wheelchair,True,24,3255,Leisure,2022-01-01,9999-12-31,True,1
534,PAX0000534,FF00000534,No Preference,Standard,None,True,1,116114,Business Traveler,2022-01-01,9999-12-31,True,1
535,PAX0000535,FF00000535,Window,Child,None,False,13,56297,Senior,2022-01-01,2023-03-31,False,1
3535,PAX0000535,FF00000535,Window,Child,None,False,32,66949,Family,2023-04-01,9999-12-31,True,2
536,PAX0000536,FF00000536,Window,Vegan,None,True,4,33855,Senior,2022-01-01,2023-03-31,False,1
3536,PAX0000536,FF00000536,Window,Vegan,None,True,20,46720,Leisure,2023-04-01,9999-12-31,True,2
537,PAX0000537,FF00000537,Aisle,None,WCHC,False,10,27725,Senior,2022-01-01,2023-03-31,False,1
3537,PAX0000537,FF00000537,Aisle,None,WCHC,False,16,38056,Leisure,2023-04-01,9999-12-31,True,2
538,PAX0000538,FF00000538,Window,Child,Wheelchair,False,13,25695,Senior,2022-01-01,9999-12-31,True,1
539,PAX0000539,FF00000539,No Preference,Standard,None,True,6,9685,Senior,2022-01-01,9999-12-31,True,1
540,PAX0000540,FF00000540,Window,Standard,None,True,17,7696,Leisure,2022-01-01,9999-12-31,True,1
541,PAX0000541,FF00000541,Window,Child,None,True,14,7971,Business Traveler,2022-01-01,9999-12-31,True,1
542,PAX0000542,FF00000542,No Preference,Child,WCHR,True,11,41240,Senior,2022-01-01,9999-12-31,True,1
543,PAX0000543,FF00000543,No Preference,Vegan,None,True,2,1854,Student,2022-01-01,9999-12-31,True,1
544,PAX0000544,FF00000544,Window,Vegetarian,None,False,1,27941,Leisure,2022-01-01,9999-12-31,True,1
545,PAX0000545,FF00000545,No Preference,Vegetarian,None,False,22,1381,Student,2022-01-01,9999-12-31,True,1
546,PAX0000546,FF00000546,No Preference,Vegan,None,False,15,12525,Leisure,2022-01-01,2023-03-31,False,1
3546,PAX0000546,FF00000546,No Preference,Vegan,None,False,29,21574,Senior,2023-04-01,9999-12-31,True,2
547,PAX0000547,FF00000547,No Preference,Halal,None,False,7,79292,Family,2022-01-01,9999-12-31,True,1
548,PAX0000548,FF00000548,No Preference,None,None,True,4,18783,Senior,2022-01-01,9999-12-31,True,1
549,PAX0000549,FF00000549,No Preference,Vegan,None,True,0,2553,Senior,2022-01-01,2023-03-31,False,1
3549,PAX0000549,FF00000549,No Preference,Vegan,None,True,15,11591,Business Traveler,2023-04-01,9999-12-31,True,2
550,PAX0000550,FF00000550,No Preference,Vegan,None,False,3,847,Business Traveler,2022-01-01,9999-12-31,True,1
551,PAX0000551,FF00000551,Aisle,Vegetarian,None,True,11,16674,Leisure,2022-01-01,2023-03-31,False,1
3551,PAX0000551,FF00000551,Aisle,Vegetarian,None,True,20,34670,Business Traveler,2023-04-01,9999-12-31,True,2
552,PAX0000552,FF00000552,No Preference,None,Wheelchair,True,9,5758,Leisure,2022-01-01,2023-03-31,False,1
3552,PAX0000552,FF00000552,No Preference,None,Wheelchair,True,22,23226,Business Traveler,2023-04-01,9999-12-31,True,2
553,PAX0000553,FF00000553,No Preference,None,Wheelchair,False,4,32703,Student,2022-01-01,9999-12-31,True,1
554,PAX0000554,FF00000554,No Preference,None,Wheelchair,False,40,1551,Leisure,2022-01-01,9999-12-31,True,1
555,PAX0000555,FF00000555,Window,Standard,None,False,26,25803,Student,2022-01-01,9999-12-31,True,1
556,PAX0000556,FF00000556,Window,Child,Wheelchair,False,9,20811,Business Traveler,2022-01-01,9999-12-31,True,1
557,PAX0000557,FF00000557,Window,Vegetarian,Wheelchair,True,0,2825,Business Traveler,2022-01-01,9999-12-31,True,1
558,PAX0000558,FF00000558,Window,None,WCHR,False,11,12509,Business Traveler,2022-01-01,2023-03-31,False,1
3558,PAX0000558,FF00000558,Window,None,WCHR,False,31,22050,Leisure,2023-04-01,9999-12-31,True,2
559,PAX0000559,FF00000559,No Preference,Child,None,True,29,15656,Business Traveler,2022-01-01,9999-12-31,True,1
560,PAX0000560,FF00000560,Window,Vegetarian,None,False,1,37628,Business Traveler,2022-01-01,9999-12-31,True,1
561,PAX0000561,FF00000561,Aisle,Standard,None,True,4,22362,Business Traveler,2022-01-01,9999-12-31,True,1
562,PAX0000562,FF00000562,No Preference,None,WCHC,False,14,69156,Senior,2022-01-01,9999-12-31,True,1
563,PAX0000563,FF00000563,Window,Child,None,True,18,33843,Business Traveler,2022-01-01,2023-03-31,False,1
3563,PAX0000563,FF00000563,Window,Child,None,True,26,40964,Senior,2023-04-01,9999-12-31,True,2
564,PAX0000564,FF00000564,Window,Standard,None,True,13,87521,Senior,2022-01-01,2023-03-31,False,1
3564,PAX0000564,FF00000564,Window,Standard,None,True,32,96595,Student,2023-04-01,9999-12-31,True,2
565,PAX0000565,FF00000565,No Preference,None,None,True,4,33,Student,2022-01-01,9999-12-31,True,1
566,PAX0000566,FF00000566,Aisle,Vegetarian,None,True,3,7372,Senior,2022-01-01,9999-12-31,True,1
567,PAX0000567,FF00000567,Aisle,Child,None,False,13,30130,Leisure,2022-01-01,2023-03-31,False,1
3567,PAX0000567,FF00000567,Aisle,Child,None,False,18,48070,Student,2023-04-01,9999-12-31,True,2
568,PAX0000568,FF00000568,Aisle,None,None,False,10,491,Business Traveler,2022-01-01,9999-12-31,True,1
569,PAX0000569,FF00000569,Window,Vegetarian,None,False,15,11726,Leisure,2022-01-01,2023-03-31,False,1
3569,PAX0000569,FF00000569,Window,Vegetarian,None,False,26,28205,Family,2023-04-01,9999-12-31,True,2
570,PAX0000570,FF00000570,Aisle,None,None,True,13,24397,Business Traveler,2022-01-01,9999-12-31,True,1
571,PAX0000571,FF00000571,No Preference,Child,None,True,5,4336,Family,2022-01-01,9999-12-31,True,1
572,PAX0000572,FF00000572,Window,Vegetarian,WCHC,True,1,53427,Leisure,2022-01-01,9999-12-31,True,1
573,PAX0000573,FF00000573,Aisle,Child,None,False,30,31476,Senior,2022-01-01,9999-12-31,True,1
574,PAX0000574,FF00000574,Window,Standard,None,True,1,15426,Leisure,2022-01-01,2023-03-31,False,1
3574,PAX0000574,FF00000574,Window,Standard,None,True,7,27347,Senior,2023-04-01,9999-12-31,True,2
575,PAX0000575,FF00000575,No Preference,Vegetarian,None,False,15,45399,Student,2022-01-01,2023-03-31,False,1
3575,PAX0000575,FF00000575,No Preference,Vegetarian,None,False,21,57658,Family,2023-04-01,9999-12-31,True,2
576,PAX0000576,FF00000576,Window,Vegan,None,True,1,0,Senior,2022-01-01,9999-12-31,True,1
577,PAX0000577,FF00000577,Aisle,Child,None,True,14,13229,Student,2022-01-01,9999-12-31,True,1
578,PAX0000578,FF00000578,Window,None,None,True,3,389,Leisure,2022-01-01,9999-12-31,True,1
579,PAX0000579,FF00000579,Window,Vegetarian,None,True,9,57144,Family,2022-01-01,9999-12-31,True,1
580,PAX0000580,FF00000580,Aisle,Child,WCHR,False,37,25023,Student,2022-01-01,9999-12-31,True,1
581,PAX0000581,FF00000581,No Preference,Standard,None,False,8,2666,Student,2022-01-01,9999-12-31,True,1
582,PAX0000582,FF00000582,Window,Halal,None,True,9,14340,Leisure,2022-01-01,9999-12-31,True,1
583,PAX0000583,FF00000583,Aisle,Standard,None,True,11,14766,Business Traveler,2022-01-01,9999-12-31,True,1
584,PAX0000584,FF00000584,Window,Vegetarian,None,False,3,2993,Family,2022-01-01,9999-12-31,True,1
585,PAX0000585,FF00000585,Aisle,Standard,None,False,4,3049,Family,2022-01-01,2023-03-31,False,1
3585,PAX0000585,FF00000585,Aisle,Standard,None,False,12,21358,Business Traveler,2023-04-01,9999-12-31,True,2
586,PAX0000586,FF00000586,Aisle,Vegan,None,True,2,131070,Business Traveler,2022-01-01,9999-12-31,True,1
587,PAX0000587,FF00000587,Aisle,Standard,None,True,7,22770,Senior,2022-01-01,9999-12-31,True,1
588,PAX0000588,FF00000588,Aisle,None,None,True,24,162573,Business Traveler,2022-01-01,9999-12-31,True,1
589,PAX0000589,FF00000589,No Preference,Halal,None,True,10,50215,Senior,2022-01-01,2023-03-31,False,1
3589,PAX0000589,FF00000589,No Preference,Halal,None,True,15,55500,Leisure,2023-04-01,9999-12-31,True,2
590,PAX0000590,FF00000590,Window,Halal,None,False,4,10947,Senior,2022-01-01,9999-12-31,True,1
591,PAX0000591,FF00000591,Aisle,Vegan,None,True,6,33488,Family,2022-01-01,2023-03-31,False,1
3591,PAX0000591,FF00000591,Aisle,Vegan,None,True,17,48432,Leisure,2023-04-01,9999-12-31,True,2
592,PAX0000592,FF00000592,Aisle,Halal,Wheelchair,False,13,11360,Senior,2022-01-01,9999-12-31,True,1
593,PAX0000593,FF00000593,No Preference,Standard,None,True,1,30022,Senior,2022-01-01,2023-03-31,False,1
3593,PAX0000593,FF00000593,No Preference,Standard,None,True,14,41624,Business Traveler,2023-04-01,9999-12-31,True,2
594,PAX0000594,FF00000594,Window,Halal,WCHC,True,1,25917,Business Traveler,2022-01-01,9999-12-31,True,1
